Num,Q_1,Q_2,Q_3,Q_4,Q_5,Average
1,1.0,0.7339640226339494,0.8897503134165624,0.619049539382998,0.5471581084889293,0.7579843967844878
2,1.0,0.3786420685458849,0.5105767385519052,0.5958865125046365,0.6651566781982825,0.6300523995601418
3,1.0,0.8755915576058202,0.766188376772487,0.8888885114638422,0.7533857872637952,0.8568108466211889
4,0.21936745486442571,0.5174106769261431,1.0,0.6273375982304318,0.8204771046751322,0.6369185669392265
5,0.0,0.15550605895731445,0.7219410150871943,0.9659068144047681,0.4626978882397151,0.46121035533779836
6,1.0,0.36614810793787794,1.0,0.7445424397797403,0.9412777371720341,0.8103936569779305
7,0.40138503562733946,0.755412535107452,0.7813361879360183,1.0,0.8972441184793896,0.7670755754300399
8,0.9942793337437555,1.0,1.0,1.0,0.8649498154876681,0.9718458298462848
9,1.0,0.6251720750481371,0.7206863310879258,0.9102589725342554,0.7251309585668712,0.7962496674474379
10,1.0,0.4794308365949123,1.0,0.7376807476318087,0.6899228350107768,0.7814068838474995
11,0.3838252740481274,0.39285951928244517,0.21514102129576912,0.4292929473793177,0.40135947591944265,0.3644956475850204
12,1.0,1.0,1.0,0.8426175423592801,0.7908499209141279,0.9266934926546815
13,0.5263214883984143,0.08559968723344179,0.3048184948207755,0.4523796031183562,0.8905296049755165,0.4519297757093009
14,0.9664323507477479,0.745671910623753,0.39444160753510593,0.9735078236776847,0.8296941401590935,0.7819495665486771
15,0.21766990683563248,1.0,0.4339630831819377,1.0,0.6588049288540968,0.6620875837743334
16,1.0,0.7351959813518533,0.9930267304427637,0.673206716002524,0.6555927327851306,0.8114044321164542
17,1.0,0.7667446954431162,0.8232876446109813,0.9614775011672919,0.8638061075418544,0.8830631897526487
18,0.22536181672901298,0.5534088150777589,1.0,0.5087703363581371,0.7335457739528222,0.6042173484235462
19,0.0,0.7446982688355518,1.0,0.9110897686561752,0.6011326050333747,0.6513841285050204
20,1.0,0.0,0.7558748611116706,1.0,0.5890788011207911,0.6689907324464923
21,0.6085806076569583,0.8499169586939391,1.0,0.8565207633166732,0.6261715575298875,0.7882379774394915
22,0.49932188764460395,0.5276908668752412,1.0,0.6763022607034734,1.0,0.7406630030446637
