Index,Mean,Var,SD
P,0.6791663842045426,0.02227553753381062,0.14924991636115117
Q,0.8635838222634991,0.02444513819774201,0.1563494106088731
R,0.7812978766794842,0.02919936062436303,0.17087820406465837
F,0.7989755075715587,0.012780426195629595,0.11305054708239848
