Num,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,Average
1,0.8170067256713361,0.9293489168538283,0.791093863264235,0.7495740086182656,0.7962294884298746,0.8141811422072662,0.9308175192809426,0.95119680051452,0.8474310581050335
2,0.6687034750124741,0.5214311838691376,0.8197528988820503,0.6662376005378596,0.8366242979671555,0.8127621822960363,0.7818382439820574,0.7785504716245794,0.7357375442714187
3,0.907521905739409,0.7310257467422717,0.7823192857178635,0.7384919370357447,0.7526751273589213,0.764727096509963,0.8951011254101773,0.9201085784917905,0.8114963503757675
4,0.666125620978484,0.9617516490398491,0.8533809305911687,0.527762242933875,0.597494771773752,0.8307939610509171,0.8119039899501739,0.8972875276100031,0.7683125867410278
5,0.9169597719056751,0.7228345729839744,0.6486079303832615,0.7169002913812392,0.6737945719174769,0.779905938209582,0.8779195058950681,0.9164015157015825,0.7816655122972325
6,0.9135043574385825,0.7706775414034819,0.7855787139687087,0.8196863366967102,0.7002165155475162,0.8951908189619961,0.9701597908849946,0.9605963964018042,0.8519513089129743
7,0.9740337377611025,0.8177660233270015,0.7311379986509317,0.6944932109826222,0.8226390378873525,0.9514549538430288,0.8236132274599359,0.8738960832940372,0.8361292841507515
8,0.9797973632312286,0.7259622198243327,0.637018986192299,0.7338332460125819,0.6172315390372007,0.7858177240462086,0.8337794674325498,0.8728377571690584,0.7732847878681826
9,0.7153203204022075,0.9299330849840958,0.7832412757096243,0.7751150457506966,0.7051491849668957,0.8146436345962857,0.9433495759781094,0.8381752764168389,0.8131159248505941
10,0.7350828651348982,0.8265108606811565,0.9676479081978113,0.62497506001021,0.8124991692577993,0.8115225929105806,0.8639378809637454,0.9613451240641399,0.8254401826525427
11,0.9275277310542526,0.6875651497840515,0.907751165762467,0.7399159318821686,0.6870956385785993,0.8401899300931556,0.8959737295924369,0.8024756178126267,0.8110618618199699
12,0.8096399145594978,0.5997980655229539,0.8143964366202322,0.7963264611523592,0.9100790407255184,0.8239537164887166,0.8418264871330933,0.8964189753410938,0.8115548871929331
13,0.6992796923923854,0.724586227891726,0.9202571624059733,0.6071732091551293,0.6486424609452235,0.761397645235372,0.8910429287387645,0.863061398399045,0.7644300906454524
14,0.9946860419605209,0.8414085334872256,0.7569061094024591,0.7242942384392408,0.7340673734621573,0.8662655608944462,0.9153471210503282,0.8285664592563204,0.8326926797440873
15,0.47481007739350045,0.5887255167929458,0.9072239535194057,0.5379881809883812,0.6538824895215731,0.8700863112640649,0.9014129433541288,0.8949240569949389,0.7286316912286174
16,0.8301594226523857,0.8306991676816291,0.8907254824218748,0.668738674773158,0.5444830203301149,0.904499004323402,0.9520918283099224,0.8186814314587675,0.8050097539939067
17,0.865240143590426,0.15510168393479445,0.8052809924338141,0.8841628605343388,0.641029274089907,0.7410081210723541,0.9211221394769782,0.874267021557089,0.7359015295862127
18,0.9567756033184642,0.6406816858596059,0.8987447914134388,0.6514631474319159,0.7647397128801795,0.8043433464434098,0.701908718888354,0.869834043385056,0.786061381202553
19,0.9352338526988213,0.8250964252849537,0.8409595636365941,0.9157469211416339,0.7954992922862242,0.8501273614315766,0.84404831808427,0.8793772672203314,0.8607611252230507
20,0.8354391493242806,0.9893246852311612,0.782653737460663,0.9486633872901885,0.6831827114813207,0.7869843462487234,0.9916248645416327,0.7448331432587236,0.8453382531045868
21,0.8272388081752874,0.8462123645589035,0.7129854615890062,0.730084413877503,0.5419226732372046,0.9215064849761571,0.9201549136512318,0.877759530177514,0.797233081280351
22,0.8163248365681501,0.7898145325016492,0.7337230020762446,0.7463500920220097,0.7512077811616227,0.8507014415893943,0.8023990045157026,0.9748864117642185,0.808175887774874
23,0.705488621845056,0.6828129586660517,0.7059642998460955,0.8389554419684528,0.9365069039463919,0.8744414827249806,0.9276046066111231,0.681369604491503,0.7941429900124568
24,0.7486496174041645,0.7758403719340108,0.7226912352128969,0.7784466675481623,0.9247214657336835,0.7657282690918978,0.9538139201697445,0.8519205640895187,0.8152265138980099
25,0.6946941467098978,0.8513175333587978,0.927977497881506,0.6480177521113438,0.7611141584278797,0.8409791730672715,0.8388155215055477,0.8732222129260778,0.8045172494985402
26,0.9193365941369076,0.8861454439002702,0.7093564580079517,0.6787798217216552,0.8085916572442482,0.9722738085208217,0.9164841895015947,0.9499796456093214,0.8551184523303462
27,0.8380605640274469,0.7134169033800714,0.7538365024871136,0.7488200639282084,0.683441315633943,0.8160046088406653,0.7176324595693544,0.9207905666421043,0.7740003730636134
28,0.6921784554256104,0.8162797669066905,0.7286878390206041,0.753179773492966,0.7769102594292823,0.7433485104559728,0.859159304964344,0.8253697894756707,0.7743892123963927
29,0.7794418769257125,0.8939313973236861,0.6661017192901153,0.7516516091557879,0.7060821897226501,0.7623226370419334,0.9435194308664621,0.8760575354269962,0.7973885494691679
30,0.8182604602336608,0.852757920350973,0.9217264131691328,0.71672989189733,0.861468437282098,0.9352378855181973,0.8188000189514868,0.6106447490080027,0.8169532220513602
31,0.7676141157105989,0.579321262149079,0.7729148660890548,0.924586965850251,0.6507156161196147,0.44130667666560663,0.915888315548707,0.6620926853448037,0.7143050629347145
32,0.8356116516041425,0.8913373535074757,0.752980153442197,0.6914647473254754,0.4443356659008372,0.7854543171979972,0.9588906591247569,0.7046991182226084,0.7580967082906863
33,0.8923304994684133,0.886113456651889,0.6827429099216541,0.6898537149668063,0.7827393959077092,0.7098582547219194,0.8613374021326065,0.9594047051912757,0.8080475423702842
34,0.7804108598731121,0.73219847417977,0.9035147986596552,0.6833419624612059,0.41153430748431247,0.8806915209092515,0.9447129478547862,0.9219445235974328,0.7822936743774408
35,0.8700755495378755,0.7990959368490437,0.7719118902143217,0.7686039013806572,0.7676179863036965,0.7892195445702015,0.9518325088601138,0.831288507976335,0.8187057282115304
36,0.8174918512769951,0.9029702297764014,0.8931281757643387,0.6219481557174357,0.7666555950101371,0.946623345867602,0.9437771968596761,0.7931362084282488,0.8357163448376043
37,0.8817333956365393,0.8108300371345308,0.7241430374255305,0.6543394798200407,0.7196555252947532,0.8398928147384308,0.9341067255990582,0.9317878155017468,0.8120611038938289
38,0.881971463100168,0.885099516993615,0.7846874646081307,0.6239618188895946,0.778111172264872,0.954314801334815,0.8285147829400954,0.9324672834780506,0.8336410379511676
39,0.9255025114562306,0.6226571442887114,0.5972057780847246,0.7754896544993621,0.6900723996931128,0.7856156875700584,0.8391060646566295,0.8877244505006321,0.7654217113436826
40,0.7818291361411338,0.7301309788642049,0.6976471088540737,0.7472714387784848,0.6187165651018692,0.716794453454564,0.9010473709198034,0.9119151560890364,0.7631690260253963
41,0.9332903384055902,0.6473556038938098,0.9074779597213105,0.511380147079392,0.7644592942170725,0.8270930550196217,0.8783773078904882,0.883732939716066,0.7941458307429189
42,0.814147203444639,0.8559648758578313,0.8871809832542675,0.7679590747770989,0.6949690868321234,0.8534907585510381,0.9512865158408865,0.8905312309124962,0.8394412161837977
43,0.6749963440898556,0.9325092202396781,0.6718193262513578,0.709716610971094,0.791265129193469,0.6869583935509984,0.8502333942505764,0.937475764070423,0.7818717728271816
44,0.7985604291633283,0.6659441332180603,0.8273612556772009,0.7399263714487305,0.717894880885199,0.7861449979213606,0.7006669756024645,0.7096595875336879,0.743269828931254
45,0.8569207767777013,0.8025719223305592,0.9218838524110651,0.7568990862529912,0.3632883052681713,0.5672393559794819,0.7966945887607634,0.8477874902659731,0.7391606722558383
46,0.9761639142284141,0.8869426733760755,0.689637320799076,0.8986246390337705,0.6517134782815562,0.8396312686948858,0.9034546334605472,0.9351592820907627,0.847665901245636
47,0.8490756478353096,0.8383829110692059,0.7861701661564917,0.8090936335170447,0.802092583613709,0.8434954153302968,0.9279733719948811,0.812860942944196,0.833643084057642
48,0.4909990656772887,0.9479995409611686,0.5990541350350044,0.8421869058662129,0.9116734589762596,0.7335915465970122,0.9276973460113361,0.8381804069768113,0.7864228007626368
