Num,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,Average
1,0.48873295851500853,0.33670778564687215,0.49502163914871705,0.7157096880931219,0.6577497784699325,0.5192525473142434,0.8262047718564909,0.6217381097434103,0.5826396598484745
2,0.5064933034798182,0.3667601949392697,0.5916136167871531,0.3613276110160053,0.8226488313428678,0.8950316800111758,0.8499998332956505,0.836581047171418,0.6538070147554197
3,0.6045646617407352,0.7035956328718993,0.44686291252799365,0.567138169277373,0.6437649254553688,0.8302395800417433,0.7142558106475724,0.4517331349222432,0.6202693534356161
4,0.7463547482405445,0.5440149808117668,0.6304745849791054,0.5297309854196711,0.6451095580781444,0.6366010977830917,0.8536171968336266,0.7495936499236315,0.6669371002586977
5,0.3042106364683387,0.7022394347367598,0.7642229506415478,0.8254982314290635,0.6254649175843063,0.7879770642229846,0.7371059627983739,0.7890526023083776,0.691971475023719
6,0.6157546995567575,0.44962891890447704,0.46737519753760953,0.6581289704181543,0.7851414768354238,0.7584477489477766,0.6099862442963284,0.695917502055625,0.6300475948190191
7,0.7075554792274343,0.5535821416114128,0.5975793397441795,0.7672051820797359,0.6442181987880222,0.7378441997498681,0.6893490403700424,0.6363694105893627,0.6667128740200072
8,0.4588971550184439,0.6885242868584031,0.8513834405078856,0.6474351317677076,0.6257248191216143,0.580470516312918,0.6199559721988638,0.5444061967766474,0.6270996898203105
9,0.7334991131359572,0.4964667201755799,0.5987880348049273,0.5669899181080259,0.7363611707600016,0.9439687482858365,0.8150757360904309,0.7680723364154798,0.7074027222220298
10,0.34257281733383466,0.705825662510993,0.6346909971709354,0.4675487972200732,0.6210516304461824,0.6056114423488134,0.6621337967301487,0.664689452738394,0.5880155745624218
11,0.5677650977098068,0.4864538412134399,0.5873147068006155,0.801838734615778,0.555755288228549,0.7932782570794333,0.5136063427477942,0.7764337871943044,0.635305756948715
12,0.6304866402007441,0.6007338894430598,0.49961945718237005,0.5763615734612922,0.6848100879646396,0.9537460498048634,0.7156125660691256,0.4238796268636938,0.6356562363737236
13,0.598509523959821,0.4993137246799477,0.45740706863385777,0.6875345568079343,0.6927516956893485,0.6483835412503056,0.6244767113951085,0.8558146998208113,0.6330239402796419
14,0.49917542815627525,0.4573122363412158,0.5016586209980421,0.5477495986921398,0.8342909561115578,0.6810415761474548,0.8335597700939701,0.8472426419935832,0.6502538535667799
15,0.2553036087894291,0.5552170882414817,0.538522515827157,0.5477133287444391,0.6631797376399581,0.5684858380247981,0.7183375054461146,0.7511718199306712,0.5747414303305061
16,0.4803635350050593,0.5413694434952341,0.6299423904749799,0.4920791020016898,0.787272208484323,0.600556264076342,0.6298142872481333,0.7457011424454392,0.6133872966539
17,0.6280730749503054,0.49794843473444345,0.5811766894097615,0.5991538345641915,0.4826331592818566,0.8397741963448256,0.8292465263666029,0.7242901200441675,0.6477870044620192
18,0.5717910766375234,0.6367489742811079,0.5908681968267938,0.769081302646382,0.8184899420706815,0.7187799168235709,0.7782371629177072,0.7443965758240675,0.7035491435034793
19,0.5431099789556385,0.4543644241168708,0.5486506145899058,0.8274303193952074,0.5453589094667124,0.7388181701240923,0.9098566788785326,0.8969657064966767,0.6830693502529546
20,0.6641066011775043,0.5249312567360649,0.5301252003708044,0.743896337197318,0.5191441180863684,0.6696460784698699,0.9009035999752846,0.7243122776878121,0.6596331837126284
21,0.5194739811632294,0.6735855833412772,0.6081217705267985,0.4910864578454217,0.35909556509175056,0.6781660882294439,0.759390136162015,0.8100136658162504,0.6123666560220233
22,0.46554947949991404,0.4786999183651005,0.6672949896270517,0.6270487696737725,0.8062809319352908,0.8083982221818652,0.7672806786037067,0.4844524821642298,0.6381256840063664
23,0.6731146811725297,0.4997480619734571,0.7539865836037226,0.36803620974948936,0.6881813823027133,0.6954169411180655,0.7830588908531018,0.8474119349529369,0.6636193357157519
