Index,Mean,Var,SD
P,0.48582886511408346,0.052088517267778196,0.22822908944255593
Q,0.5832463745791047,0.08370433132331427,0.28931700835470125
R,0.8048114419564587,0.059352524554215635,0.243623735613375
F,0.6188149140095283,0.05416815622860744,0.23274053413320045
