Index,Mean,Var,SD
P,0.5987650989886532,0.030527848722860372,0.17472220443567088
Q,0.8260511009216337,0.051051726208670434,0.22594629053974405
R,0.7132821003853947,0.031217638949093376,0.17668514071390773
F,0.732699139378671,0.023016016969858694,0.15171030607661
