Num,P_1,P_2,P_3,P_4,P_5,P_6,Average
1,0.41068726803148176,0.558735941166486,0.6696439804318725,0.769411838788515,0.5361105216690327,0.4312976981093396,0.5626478746994545
2,0.19720966793556036,0.9074742413964267,0.38537912963033777,0.13141026560323268,0.10906041141887234,0.5394481413096828,0.37833030954901875
3,0.89041212505112,0.5085384810550625,0.5858156944214132,0.7783805933951243,0.10623616168335501,0.5910363688380305,0.5767365707406843
4,0.7461386272248118,0.0,0.2621166376274628,0.6347554026874834,0.41206836753316023,0.6761783130121102,0.45520955801417134
5,0.3740593630097654,0.920967093786825,0.6481559422722193,0.51033693574042,0.26412815879908136,0.5539444412697548,0.5452653224796776
6,0.8397487232236193,0.5847560250261971,0.24279720340742106,0.7103191875748478,0.6025140097699567,0.45727978014398174,0.5729024881910039
7,0.6787646711755536,0.27113287702685196,0.06773156193394969,0.08466445241743711,0.5951994787724407,0.6413840752845271,0.38981285276846006
8,0.6754247287588794,0.12079053404403703,0.7924773750908543,0.830257629792053,0.6996511033301894,0.1811858010660562,0.5499645286803448
9,0.6106163991339705,0.880361175630329,0.6561383161350642,0.7489635792626013,0.48998541517670946,0.4251540509263003,0.6352031560441623
10,0.7153222495438323,0.6660392161521409,0.6386499580151228,0.9518963897807708,0.3937071451815331,0.46710681190560405,0.6387869617631673
11,0.07363709218767259,0.21974228868428422,0.0,0.5501068937251875,0.3153427490802649,0.5950051041981839,0.29230568797926554
12,0.5834355659760032,0.40271642851915973,0.9751066074852919,0.7963214950107841,0.4436174210194468,0.07722957571719546,0.5464045156213135
13,0.36040220906822323,0.4442618606950134,0.35916684667661586,0.0,0.6631818364542297,0.45728423779859817,0.3807161651154467
14,0.3983815181716407,0.5775654371190126,0.4528189849748482,0.0,0.8895391772238987,0.20772557548451842,0.4210051154956531
15,0.37195477971723856,0.5237806814695216,0.663758748276322,0.24106837228504707,0.12744225454380884,0.2677590114155832,0.3659606412845869
16,0.26698040970625503,0.6724254543665117,0.22671781454306408,0.5588843504279202,0.11053600911722339,0.4060035089964379,0.37359125785956876
17,0.05789549466067262,0.6790993984921899,0.31563986635127533,0.6138304622167801,0.24716888849031077,0.9530717508093024,0.4777843101700885
18,0.5872281070753999,0.8676445929504732,0.6116345622770877,0.615526669197847,0.43021531355719844,0.31378202047498643,0.5710052109221654
19,0.7662021923516678,0.7778087998475325,0.6181443969188668,0.1829584662139623,0.2439446216186164,0.3292172254132072,0.4863792837273088
20,0.3856871878601632,0.22897476373136136,0.6172536590244345,0.7728668577401996,0.461470014512932,0.8164186950465306,0.547111862985937
21,0.8109213320957901,0.3200639798398302,0.5801567942399161,0.7509912525775271,0.3673338722654693,0.5031168861378984,0.5554306861927385
22,0.27414226824246424,0.14846786078640448,0.6746919278205347,0.519919570627576,0.3198326462828754,0.39836255847671553,0.389236138706095
23,1.4285714285728575e-5,0.7475116123329383,0.7847804579804524,0.5075341523349203,0.11086561513438306,5.000000000005e-5,0.3584593539161633
24,0.7567293988831668,0.0,0.4482299686497787,0.7736338872409376,0.659783536988359,0.5502219657545688,0.5314331262528018
25,0.395539705806988,0.11029957397462736,0.9576380304903015,0.8108431035195737,0.11030790730796095,0.4479952175305473,0.4721039231049997
26,0.2538257689950284,0.7487130461923307,0.2636255906240076,0.8468217504033017,0.3833807316671478,0.7662324995555836,0.5437665645729
27,0.06799343282237033,0.6521967901175392,0.7905348387844905,0.05950258705290784,0.5180558660078701,0.5009500701638563,0.431538930824839
28,0.4777074213001193,0.05442954114376249,0.5944984737244569,0.08164431171564374,0.4238019834008771,0.21736246456152195,0.30824069930773024
29,0.0,0.14880231292276014,0.19683757218899423,0.5116939337344654,0.7755077602502594,0.5972963307013067,0.37168965163296436
30,0.8141463399521388,0.6385186517577816,0.2142868837851547,0.5100946801884699,0.6264808971515945,0.27864403608813665,0.5136952481538795
31,0.15617325809390176,0.6804891694801045,0.6260539927672869,0.43232796791610184,0.43545450492480353,0.7748454006286387,0.5175573823018063
32,0.8367414630904061,0.6947358867155885,0.1563297082790166,0.7329211489046528,0.24445888305453892,0.27051708541083186,0.4892840292425058
33,0.8240592647447319,0.6893016300769889,0.09264022630132795,0.3014344381080364,0.8809079857976456,0.6565027826332599,0.5741410546103318
34,0.5356310593496144,0.0,0.09015137361540157,0.49754704950844175,0.6704260930500415,0.827194335047184,0.43682498509511386
35,0.34234008634404206,0.7835278317351123,0.47390183330551394,0.5239639678105725,0.36286129889397123,0.19979325188857405,0.44773137832963106
36,0.03267862440289752,0.4692029792791557,0.5459148234560885,0.3140879525148905,0.7415002405349058,0.6202229420719538,0.45393459370998196
37,0.8671282951932223,1.6666666666683337e-5,0.9209608427512436,0.5282598376310277,0.4329249694751782,5.000000000005e-5,0.45822343528622306
38,0.6671336113752873,0.5519078694517259,0.25921915543888785,0.1912897778901676,0.25505303718689015,0.6170721781713788,0.4236126049190563
39,0.5047217290718675,0.6443610469317352,0.6145932181692676,0.7924406393429493,0.699039702949488,0.35496086908829927,0.6016862009256011
40,0.6844068446992934,0.5301816067188843,0.7957897501783483,0.36908115558002136,0.7235541605447128,0.21604799170574376,0.553176918237834
41,0.0839282041789412,0.3774951825722375,0.5497407475367898,0.48202240204073143,0.5895159010324394,0.681255859274389,0.4606597161059214
42,0.6760384487821651,0.4116269661461781,0.07793127709522008,0.8768972933841489,0.12631218449482715,0.5374223232632249,0.45103808219429403
43,0.6817381012323698,0.5029474115882572,0.41298072371643624,0.7885090934251043,0.30536984784723414,0.31825303164060414,0.5016330349083343
44,0.03022663709262614,0.6085466078609719,0.7592218301363834,0.5351922408920317,0.6481802284126637,0.5162688440132366,0.5162727314013189
45,0.6722158441985251,0.704972299591609,0.45287176331909684,0.867494170303619,0.4952380400593795,0.4315626931037581,0.6040591350959978
46,0.36341494837427357,0.49029397719458295,0.6336577966200935,0.5107613223743507,0.22123009842654176,0.3241000104341215,0.4239096922373274
47,0.2128296366604241,0.3761175335095656,0.6683093808376599,0.8644453477697474,0.4811951496627376,0.6992543924887659,0.5503585734881501
48,0.8228587989366003,0.5629543214276225,0.26992862523714967,0.6991626925456885,0.44988104206191615,0.7823305340106668,0.5978526690366074
49,0.8352231571145379,0.2786863186377053,0.13143639468397472,0.34577344379777497,0.05122432511720003,0.09352364443619413,0.28931121396456455
50,0.2530183353706135,0.6671152588481213,0.33237092058075124,0.41895682068247214,0.8348708500129206,0.43966397541738855,0.49099936015204454
51,0.7528215605593307,0.7318177419512432,0.7243015210151655,0.842588549767826,0.40518295341061444,0.14931680010603943,0.6010048544683698
52,0.5162404685912577,0.41985379010446516,0.731106415356258,0.6544340870471174,0.601602257367027,0.2601506197026386,0.5305646063614605
53,0.7022353665361053,0.9080211768971651,0.9311851611780644,0.29234215267473773,0.7584530227578038,0.3613448627898028,0.6589302904722799
54,0.7946713637009812,0.4557432378562184,0.44780516731549624,0.4029618559707508,0.5096353823351666,0.8948033327302286,0.5842700566514737
55,1.571428571434108e-5,0.07935769494344241,0.6915413196081843,0.3918304444569875,0.32956557458664204,0.38643735276515234,0.3131246834410205
56,0.5326208103447037,0.39847160628552203,0.4599029679756922,0.7671429143137092,0.7964212869962982,0.07603401972550368,0.5050989342735716
57,0.4226501415639279,0.6605365628186812,0.33991377297754444,0.44864884731685484,0.20265912034721809,0.739450877310686,0.4689765537224854
58,0.6968219638853762,0.7270995747218072,0.17887389197085046,0.36477899061430064,0.7290256412841768,0.0,0.4494333437460852
59,0.10131689577335362,0.6640727941839624,0.26036425079890235,0.32545531349862794,0.34862580710387614,0.5701263875012094,0.378326908143322
60,0.321786009440305,0.6136820170847195,0.10600994570477584,0.0951290141787936,0.423121729845832,0.4839694261758686,0.3406163570717158
61,0.5454214560698457,0.11288957155784729,0.2771563235200114,0.44190035621514845,0.21999590963781573,0.23078079267848278,0.3046907349465252
62,0.5944434325664698,0.7111561293509857,0.3602494736128126,0.752588359916335,0.10794683711060997,0.6453942031786047,0.528629739289303
63,0.06852861338501473,0.595745788997499,0.3019339175433633,0.3034761214269217,0.14077828424804745,0.4925058866418053,0.3171614353737752
64,0.18577936237274276,0.1293653717716059,0.7720623532768144,0.5642931663760044,0.12027288467087105,0.7622997904489652,0.42234548815283396
65,0.16748728522430956,0.8335377511630321,0.49878832972924103,0.04530831089238397,0.0980235978255135,0.5064245364313683,0.3582616352109747
66,0.6714071341800509,0.6056798653129437,0.31665903902378045,0.7663300570282561,0.23972327745248417,0.6549777409219818,0.5424628523199162
67,0.3844277794642065,0.12365513412947218,0.3028726920429081,0.7198327853537491,0.7671082906451453,0.4387286180817004,0.4561042166195302
68,0.5324794633906234,0.2064130589060217,0.06339209148843616,0.0792401143605452,0.10565348581406028,0.5177130195627581,0.2508152055870741
69,0.3455305022784139,0.4984494619844674,0.43573213970742114,0.1680158855920611,0.5416863266926052,0.4414582568213823,0.40514542884605853
70,0.49797621454995916,0.9215572367425926,0.5671742608399701,0.5952204024222203,0.7837800018209389,0.28983407809897627,0.6092570324124429
71,0.47431890627628515,0.744936767903024,0.7093719722935222,0.7036388383021104,0.8923258632163464,0.20703294433283354,0.621937548720687
72,0.5861165717672562,0.7255285481870599,0.011659009049584142,0.8233273574214593,0.6073345721877506,0.353742182211186,0.5179513734707161
73,0.7664092888651337,0.5465849964095303,0.6189456249800357,0.5053377239893094,0.7367731885763898,0.3057470256075688,0.579966308071328
74,0.6033232869720611,0.11626979514262316,0.9750636065533647,0.48809362240378723,0.33649122853204366,0.1737866642311879,0.4488380339725113
75,0.006581396773310187,0.3583096435546187,0.4081676554941026,0.4687426232205795,0.7388497426278818,0.319531483202664,0.38336375747885953
76,0.6356074068151506,0.5827728887006325,0.6288529511141862,0.41725129920268733,0.6258952064180879,0.5014702218384121,0.5653083290148594
77,0.6742959368996274,0.6086155861236371,0.6622820258024763,0.13608539676853576,0.786989856385618,0.44723366356926514,0.5525837442581933
78,0.5587002855468014,0.3980154478479894,0.027656853784948088,0.03457106723118511,0.5785683571331272,0.2234095453030277,0.30348692614117984
79,0.08845072034321072,0.10319250706707916,0.6284709424400642,0.0,0.5542041641666473,0.1882553454877306,0.260428946584122
80,0.7262553916455368,0.6734778562904418,0.8409205352984156,0.16639045554834656,0.6165599574453037,0.5085836106127307,0.5886979678067958
