Num,Setting,P,Q,R,F,Dist_ave,Dist_std
4,A,0.3803563159122065,0.4637265790451793,0.7093313162434115,0.49547358116092394,0.03001727002817736,0.0128447543261345
4,B,0.39381669714487305,0.4570246958909798,0.7606539911482596,0.5098711388196903,0.027043244575095292,0.011676178855382292
4,C,0.36981239277303607,0.4772764770546613,0.6809703706817228,0.4884939924835902,0.030936924870751652,0.013280723944660977
4,D,0.4103412311093439,0.4603812911942003,0.7404798848840881,0.5191616937370164,0.028287322854336473,0.011947751849321078
4,E,0.39019569308089935,0.46293956050577745,0.7620066016181786,0.5082668114786939,0.027384244155684932,0.011794695844993687
5,A,0.42364872293559747,0.5356929949043534,0.7359958865139848,0.5538656828433536,0.02842409960592922,0.009639588111992
5,B,0.4745545376441298,0.5193551443490293,0.8600784738856859,0.6005842870312328,0.021573203355379888,0.008145341720601842
5,C,0.4349688132401883,0.5303548670254165,0.7658604557806038,0.5652269724806247,0.02882644056688484,0.009811621335372165
5,D,0.46535338209200056,0.526189139344726,0.8215160484721108,0.5919728440673081,0.023986156549771397,0.00874448077462456
5,E,0.4455720818608119,0.5181736149652898,0.8033556291127695,0.5735560172713828,0.0219278922727307,0.008068441121951646
6,A,0.4571935219483112,0.5800367963818432,0.7474355919717002,0.5873342441756019,0.022120068392689766,0.0071178877973090875
6,B,0.5018153264945142,0.5834225399812676,0.828680630753006,0.6292936826317885,0.018324566785767563,0.0063419963083908865
6,C,0.48582886511408346,0.5832463745791047,0.8048114419564587,0.6188149140095283,0.02232006057704048,0.007245244604509792
6,D,0.5158622250908705,0.5798293187197117,0.8563506976591437,0.6440579122703487,0.020764298568262018,0.006901922585008058
6,E,0.496431216103049,0.578242017087146,0.8175404323348945,0.626507394140293,0.021325054067274047,0.006761221032312542
7,A,0.5247387143903527,0.6113166157988934,0.8398042146224789,0.6562921378952602,0.02032649547448545,0.005832356693785106
7,B,0.5594919118623289,0.6269927409982013,0.8727366181773385,0.685388345535922,0.01844404264382689,0.0055799456734259185
7,C,0.534865290073855,0.6146439903925358,0.8547469442392279,0.6657223391447648,0.01827202782748828,0.005472856591720465
7,D,0.5555050709949447,0.6271231457568751,0.8689319005268555,0.6834493153774066,0.018728116543308252,0.00557029660161842
7,E,0.5495988340408597,0.6230989382553058,0.8627609964538618,0.6781903977989867,0.020164600199645052,0.006106366814563449
8,A,0.5475739769048259,0.6497862625904384,0.8305079303496093,0.6789616559754563,0.01910250375807486,0.0049810866457531255
8,B,0.5942393726111097,0.6701900029110056,0.8748816092888079,0.7188142535276678,0.01627123226384462,0.004549571662068315
8,C,0.5596940095016034,0.66172110339698,0.8387846372987877,0.6910579221567625,0.017144626336422216,0.004546183167812509
8,D,0.5881093859310649,0.6645012629157848,0.8731722682234433,0.7143511675346415,0.017633247015910104,0.0050725976594109155
8,E,0.5839647595099411,0.6609106456063436,0.872768815687768,0.7109809046234439,0.01942928859576984,0.0056138621927243225
