Num,Setting,P,Q,R,F,Dist_ave,Dist_std
4,A,0.4211203230740511,0.5664652049061641,0.6199341747545258,0.5385160546870891,0.03545134913557379,0.013324616888400495
4,B,0.3964273114011274,0.5788554334560111,0.6621661914542619,0.5284903697228125,0.03304299938317884,0.012255253165959002
4,C,0.3785935461007192,0.5822757973685027,0.6040955414878781,0.5073279459957483,0.03681758176273108,0.014791120233828703
4,D,0.42978863503372744,0.572913834175916,0.6470742993858867,0.5530448868056362,0.03380957797177334,0.012538761457966263
4,E,0.41936860291673184,0.5709392270511425,0.645224638208833,0.5389453437951939,0.03307003599404534,0.01244824546174503
5,A,0.5201031985236187,0.6944112268431363,0.6893225002014779,0.6498737502503789,0.026205652404636407,0.00940455737513148
5,B,0.510158516378382,0.672581536945777,0.7378352697963622,0.6478154061644443,0.024458891475779673,0.008522105106350875
5,C,0.5189552308212864,0.6876369618989252,0.7150062492492862,0.6518894715013558,0.026864726007048687,0.009802988119624241
5,D,0.5466448454967693,0.6871986975362558,0.7388363981455428,0.6757599453685565,0.024867727345530867,0.008864570370541738
5,E,0.5087976866777908,0.677824399144252,0.704942275542445,0.641542793961589,0.023992968349029736,0.008336887412873119
6,A,0.5432453904146689,0.8093256619287466,0.6519090707098752,0.6776089658442177,0.02137679007183315,0.0065090874675967835
6,B,0.5335617384634321,0.799672447622448,0.6667984594912697,0.6756084328318087,0.02098601737260692,0.006656534827467527
6,C,0.5651188588789334,0.8003280959710631,0.6934653189518516,0.7024982400205323,0.021699366990881184,0.006564572964791425
6,D,0.6004341431857342,0.8036545942683511,0.7243180372901312,0.7336212321724994,0.021663098023615098,0.0069211586617133865
6,E,0.5612267062872648,0.7974399644647331,0.6898114803207083,0.6994976183452665,0.022719649404486265,0.006992906181653194
7,A,0.6352843319275401,0.8480263488810895,0.739066413190971,0.7643438968915476,0.01814199198099485,0.0050421806116311765
7,B,0.6183683418899052,0.8479834469278759,0.7228795064788376,0.7527404551618997,0.01915412968468655,0.0055162549753736655
7,C,0.6112482990496189,0.8438690251949442,0.719840915536726,0.7459354235856962,0.017551072777968347,0.0048536043686266865
7,D,0.6415077342301794,0.853359600662454,0.7393805355734783,0.770738856307053,0.018288722275068878,0.005145335621390745
7,E,0.6392328796051009,0.8495182626705313,0.741368561819095,0.7678063782383545,0.019459721573587673,0.005586462167253317
8,A,0.6333317277108815,0.8896179827669889,0.7088632978880135,0.7640567338935031,0.016505785793613913,0.004150802334244259
8,B,0.6383154641946029,0.8965490873989826,0.7081496478353425,0.7702548790037755,0.01623789090908245,0.004481782571723788
8,C,0.6172203190803809,0.8895606024657655,0.6933584600398328,0.7516254723479928,0.016107030576920606,0.003867846184695127
8,D,0.6671792002036743,0.8941856237464083,0.7364069665623508,0.7914633736549583,0.016598516075944623,0.004395440932052974
8,E,0.6685485798197764,0.8847430644417643,0.7484583479580447,0.7914874162290279,0.0179580592111072,0.004824897285233287
