Num,Setting,P,Q,R,F,Dist_ave,Dist_std
4,A,0.4437222662134766,0.539146840494196,0.701775569037609,0.5660138779447264,0.029464437776079235,0.013148079526469106
4,B,0.4509374097846755,0.5378386631079872,0.7422272854905388,0.5742806743087931,0.027256978232157725,0.012036468252203414
4,C,0.41964561277245377,0.5492298256086965,0.6749252387297722,0.5485962296706454,0.030101586725208348,0.013650327427695815
4,D,0.47970262792095875,0.5404811095219065,0.7438650834197026,0.5973558390830404,0.027969772227231512,0.012286885370191878
4,E,0.4440043273817323,0.541013327805638,0.7328396589615968,0.5703044752071844,0.02769665372520542,0.012100197036841327
5,A,0.5277830432934909,0.6679164150880147,0.7316650484231327,0.6614440321651928,0.025244795444224696,0.009601777019245028
5,B,0.5657497440984813,0.6403236143303553,0.8320710007488124,0.6962009548627266,0.020973506340601307,0.00814674277552434
5,C,0.5342576411152039,0.6580807347796612,0.759944279954898,0.6689556625785609,0.025772927187113957,0.009864895641265343
5,D,0.5763832826036465,0.6519750269395468,0.8128771795823637,0.7039233786002037,0.02213911754185591,0.008773800983305133
5,E,0.5424630955288677,0.6459422560923678,0.7823431287662169,0.6753082459103985,0.020958087286393853,0.008079687654442568
6,A,0.5687485572969642,0.7598089256167476,0.7227892629753351,0.701244846593042,0.019049069547260336,0.006583898094424254
6,B,0.5971195408767392,0.7509524774225489,0.7788374263838674,0.7286216621477973,0.017166538420015646,0.006213962958786401
6,C,0.5944370770678699,0.7514565237934046,0.7723372724667626,0.7279557263418556,0.019431889686125418,0.006738872817242789
6,D,0.6568788198097549,0.7541088157870991,0.8317335201211588,0.7759260881679896,0.017982671508124874,0.006481412461342148
6,E,0.6118029212288668,0.7516189367125611,0.7866408580834604,0.7409280424939201,0.018942286954378204,0.00640812317611392
7,A,0.6733668153800788,0.81519772346942,0.8091299941587731,0.7924825883936967,0.01604335786962185,0.004981091430799164
7,B,0.6883778011648168,0.8183434341666388,0.8229187042383727,0.804258421868519,0.015580469070944044,0.004917431913648479
7,C,0.6695731195819765,0.812847488773436,0.8107894207847883,0.7908051843254863,0.014776877654236055,0.00470244668252862
7,D,0.7048405089620667,0.824574130170153,0.8329839705615133,0.8162504002611534,0.015076071414178866,0.0047726899753782505
7,E,0.6882492353068692,0.8164958548937911,0.8240339146805118,0.8037088437502561,0.01641828858305761,0.005143817228869594
8,A,0.6843041149257857,0.8609318953476639,0.7869955350088282,0.8018786554025292,0.014182595163827298,0.003965011179262193
8,B,0.7043220713023008,0.8653754231122437,0.8058241870426962,0.8182893411716555,0.01342071119083009,0.00395289208926658
8,C,0.6791663842045426,0.8635838222634991,0.7812978766794842,0.7989755075715587,0.013193880790749853,0.00378664351116096
8,D,0.7294551699092069,0.8661226966899415,0.8282483595677825,0.8355101813194074,0.013485081300621121,0.0040203048671237545
8,E,0.716541906318063,0.8553072086091297,0.8280856696808025,0.8258971517645598,0.01500798501180746,0.004394465195930759
