Num,Setting,P,Q,R,F,Dist_ave,Dist_std
4,A,0.4618134332450336,0.7924051930319386,0.5497967234559299,0.5972089694856654,0.0335672609426579,0.013666963686099426
4,B,0.46098229306378846,0.7643034822694501,0.5747206652029402,0.5971035288736134,0.03388179819208734,0.011818210483880704
4,C,0.44284853306631633,0.7994478648676795,0.5305022319663991,0.5804721377233473,0.03429823703948676,0.01410122840452058
4,D,0.47923766685883684,0.7790987717716962,0.5640882459222107,0.6195665055621341,0.033505514325523816,0.012205121555933018
4,E,0.4574841353210685,0.7751554529618297,0.5697961132706932,0.5910232134089051,0.034116609500867714,0.012448974537367364
5,A,0.4870949306645676,0.9300781804771424,0.5148501375118043,0.6330793391781957,0.030782577280051945,0.0108380370543912
5,B,0.5117864608724545,0.8795704365559798,0.5623123088555413,0.6605577587929252,0.0322405255227682,0.01048739994068924
5,C,0.5016786243061829,0.914314902976064,0.53668761073018,0.6477438800502787,0.0321723337745165,0.011165900228299667
5,D,0.5203995658523796,0.9088916824279346,0.5508973796478509,0.67181112355212,0.03111100267430095,0.010625792849219069
5,E,0.4894241801907352,0.8939183870664837,0.5340849057706661,0.6365835371840917,0.030941174585386998,0.010559613225977387
6,A,0.4545261887596429,0.9713425141355432,0.46606163736306705,0.5996574501803671,0.022566030499435234,0.0070769704061939805
6,B,0.4486950434412694,0.9333096076831537,0.4752327505487975,0.6003322845073982,0.028501453628847186,0.007722896921000035
6,C,0.476433355192319,0.9555942758148479,0.49489506293502883,0.6269200476467055,0.025254748673139853,0.007589157814466859
6,D,0.5024920265165316,0.9660048114278849,0.5129335864307808,0.6634003702888209,0.024685383188622817,0.007312411512178358
6,E,0.4873966182574348,0.9578987378602234,0.5055796767879442,0.6366534150633568,0.026394694087310502,0.007481714919423236
7,A,0.49792577386089354,0.9939145681580263,0.500122044015455,0.6552397669817653,0.015770786130664002,0.004894194089394705
7,B,0.4914392910597346,0.979120245834804,0.499307142601284,0.6516217506257136,0.021598241149014742,0.005458042574244565
7,C,0.4809152359221581,0.9853471857390464,0.4863838055076229,0.63978827440587,0.017551037146890085,0.005246730093502896
7,D,0.4972793151426318,0.9915566174146503,0.49981469700383746,0.6620550825875479,0.018545075226460997,0.00521494856422159
7,E,0.5134553846691767,0.9893891996419745,0.5178796090854675,0.6705681059567493,0.019356419386756182,0.005138141626492591
8,A,0.48947817243770564,0.9991716800890317,0.48981868450000626,0.6461036220917938,0.012490417959080924,0.0031799572452914306
8,B,0.4858145246509696,0.9874009315846767,0.4909826668263909,0.644973715837229,0.018868157829155827,0.003745390864978764
8,C,0.46829024765275634,0.9932935345760752,0.4707208167980799,0.6275117124956568,0.015480253909503845,0.0038153283755060787
8,D,0.5089480362193616,0.997750322626823,0.5096570500227057,0.6735395027338102,0.015928111991721478,0.0034416401505024197
8,E,0.5438196319962565,0.9964823417689518,0.5454990616517,0.6963145934502561,0.016518295280643185,0.003348718756373747
