Num,P_1,P_2,P_3,P_4,P_5,P_6,Average
1,0.35037256582068194,0.35864646113848314,0.7200753577343528,0.7218378654088133,0.7197637573082857,0.43547269006689304,0.5510281162462517
2,0.1352210483432954,0.8059921198179456,0.40722341921811145,0.1558817041372317,0.20958971812421476,0.5500006789154899,0.37731811475938154
3,0.9137392768365454,0.49516146022241875,0.5683452076970288,0.7506995554931333,0.03911605713857031,0.6023195268585096,0.5615635140410343
4,0.6988910183428998,0.0,0.31332333846132554,0.4485105051439925,0.48295863634305286,0.6854349707485383,0.4381864115066349
5,0.3490807782870026,0.7752894029048463,0.6583801585394728,0.5482010564594972,0.3087704135845919,0.7924070609937306,0.5720214784615236
6,0.8559366747022337,0.6505314710057384,0.26344498185028403,0.609750348782303,0.5982123277101996,0.44507078593256333,0.5704910983305537
7,0.6414640609245346,0.4588999625093945,0.22280670803992014,0.27850838504990016,0.5800638534186273,0.7121898321621494,0.4823221336840877
8,0.6868746066605939,0.23980278731957097,0.6539614959878914,0.6757071810951933,0.7217948935624604,0.3597107319386071,0.5563086160940528
9,0.6662988347934633,0.9559105605255556,0.6132480983033323,0.6980726973279688,0.42098586557976553,0.4879275123053861,0.6404072614725786
10,0.7696165917484484,0.5202327027914029,0.6506545980858008,0.9415172276860706,0.43550653335326117,0.35461819214331747,0.6120243076347169
11,0.12745030599215443,0.2804584178813479,0.0,0.547660127237086,0.28421202149866054,0.4832836716448587,0.2871774240423513
12,0.5135905147137416,0.3879380529405079,0.9667984760259114,0.9137974387949028,0.4633785144048494,0.0,0.5409171661466522
13,0.3284899055888179,0.3790499247697759,0.3770823966831177,0.0,0.5715834241939797,0.5253246713681122,0.36358838710063396
14,0.3277040724862936,0.5058127117472114,0.3192362005554178,0.0,0.8824378526228653,0.15935438808865124,0.36575753758340657
15,0.4423418422793809,0.5477256374149411,0.5583969411550941,0.12280264167762074,0.10747872585044142,0.24808119998195502,0.33780449805990553
16,0.334944899150775,0.5495818846939593,0.18591509782096843,0.6115281184541541,0.05414118953791218,0.19678708855093427,0.3221497130347839
17,0.0800521228478342,0.669960398076772,0.4062644230522247,0.7074992007295944,0.22567357620597925,0.9486435838123982,0.5063488841208005
18,0.6410820574523401,0.7856432280922948,0.6421235912485191,0.7586845864363309,0.31305229370691445,0.28213507190490045,0.57045347147355
19,0.8484407055105507,0.7723202245874747,0.6776275291935187,0.24880907159762125,0.3317454287968288,0.30293322835496755,0.530312698006827
20,0.2983362862696636,0.2780739119662941,0.6372362507691784,0.7227234472252256,0.4834331808511505,0.8367292933038267,0.5427553950642232
21,0.7765326473696524,0.2762014811173224,0.5166626852207834,0.7223475332268269,0.4426553596552115,0.452669597874038,0.5311782174106391
