Index,Mean,Var,SD
P,0.4948516999180527,0.027819910282652995,0.16679301628861143
Q,0.8834593499573979,0.047728432683238696,0.2184683791381231
R,0.5660845758491844,0.040544059946966644,0.20135555603699304
F,0.6449544248613448,0.02417252239860867,0.15547515042156632
