Index,Mean,Var,SD
P,0.5783403850934504,0.032165988909528244,0.17934879121289957
Q,0.8541272227178788,0.04730765594320532,0.21750323202933175
R,0.6876041261738105,0.04221302781899593,0.20545809261013773
F,0.7154929513026407,0.02401827775369032,0.15497831381741872
