Num,F_1,F_2,F_3,F_4,F_5,Average
1,0.7357780710177754,0.5697631179243522,0.8287214943030584,0.6206300068761866,0.8034622893600449,0.7116709958962835
2,0.7293371534901,0.39673564496894576,0.6253351115335908,0.6593311452624246,0.5795315901741691,0.5980541290858461
3,0.4204435387953782,0.6022291973004392,0.6022291973004394,0.7342690694180223,0.6171945040126647,0.5952731013653889
4,0.7986027855555653,0.8408312937643312,0.7763853916491001,0.736381238393499,0.7812696246983505,0.7866940668121691
5,0.34001594485178976,0.7038310958170112,0.8674915265750379,0.740518496231812,0.8184024282761195,0.6940518983503541
6,0.4111602696385791,0.6208738612831012,0.7301444749857919,0.5115240657652146,0.9644575582794077,0.6476320459904189
7,0.6716380548287232,0.6716380548287232,0.805589140790433,0.732964523338382,0.7581382500330999,0.7279936047638722
8,0.6881080814163395,0.6694063316672035,0.6811688458808633,0.5640315772471836,0.6155526625720548,0.6436534997567288
9,0.5998622579478482,0.5855295158211871,0.6930536322069177,0.8686024327630714,0.7159068487496747,0.6925909374977397
10,0.7845056284336467,0.7946064872301172,0.8175951577994267,0.8083367954115471,0.6536800058605834,0.7717448149470642
11,0.6748880264163346,0.6250072996641782,0.7151086028767777,0.7713190646484832,0.8765119608957196,0.7325669909002988
12,0.6183668228572895,0.6967189102492353,0.6807371998104963,0.6405165617956455,0.6369477376102631,0.6546574464645859
13,0.45406892287790607,0.6287862116662749,0.6793403235329484,0.4894454709594049,0.5780277028946355,0.5659337263862338
14,0.5966739233770852,0.504657944358622,0.6299683992716627,0.5707970124667671,0.879469780404311,0.6363134119756897
15,0.696745611113873,0.6986173291690713,0.6143254639845099,0.7586743076268151,0.670038905063512,0.6876803233915563
16,0.6854081640706519,0.3991939181233021,0.7442730020333995,0.5449173317202131,0.6852053685536327,0.6117995569002399
17,0.5003168614942672,0.5368923264798774,0.6611799743087217,0.694517289635135,0.5395492879244618,0.5864911479684926
18,0.6509922829741374,0.7383008643699186,0.8004282291643615,0.7711574941379273,0.7775521039724704,0.747686194923763
19,0.34923628979622445,0.704987277334013,0.6795614908899825,0.7897024464078606,0.5033235362127044,0.605362208128157
20,0.6592243291058136,0.7045490932268677,0.66030199698281,0.7771201037179984,0.6239438802997367,0.6850278806666454
21,0.6215381551249152,0.7591845737026469,0.741957005153962,0.8164892170740102,0.6119638956129422,0.7102265693336953
22,0.6265493020823193,0.5574144913687431,0.6950538284753688,0.5230849195642281,0.8705493878427704,0.654530385866686
23,0.7291028987779881,0.6984359095488365,0.8054956249905587,0.7976213368078552,0.6015451066749707,0.7264401753600419
24,0.6329924613219952,0.5482825388761485,0.9294149725198941,0.7660221186330061,0.863012983232163,0.7479450149166413
25,0.7370411473055972,0.6127256187529417,0.6097997948701576,0.7761438663390215,0.6205965210485581,0.6712613896632552
26,0.7350456155122546,0.6652466826266036,0.9124142145777523,0.7287718903438393,0.7124517122108237,0.7507860230542547
27,0.803294768216865,0.5721127627047494,0.724744231181748,0.6410334125945122,0.6899506648037771,0.6862271679003302
28,0.7472501442476617,0.5665448435116515,0.6844471493863569,0.6552184837658632,0.6737838980668998,0.6654489037956866
29,0.7419639252435428,0.826046278686606,0.7499067836493132,0.6788860607743729,0.8056669459701734,0.7604939988648016
30,0.30434845220073914,0.47132206204546734,0.8600615259058795,0.6265508254336666,0.7283527032612599,0.5981271137694025
