Num,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],wL[7],wR[7],Sum_of_Width
1,0.0672469944482928,0.23744140590154167,0.009515248556254643,0.24510198608541733,0.04908757610592429,0.324963478614524,0.055544325991097196,0.18329783514743203,0.02198691678754945,0.24900171999670362,0.0494792145805148,0.1369221084220054,0.047635353869583535,0.15232683203557967,1.372122975379364e-6,0.17044763133460444,1.3990059950756164
2,0.10913695301575146,0.20768881762319955,0.06055765072187701,0.28012401075525056,0.08003296935426572,0.28912592397683656,0.09616052767022683,0.14530015584401668,1.7368452350369212e-6,0.2448155108912493,1.1845794466447401e-6,0.14395653890650253,1.3295965632653672e-6,0.19232105534045366,0.02292612661575849,0.1278495082633669,1.2623630432017512
3,0.06896672709467198,0.21476219521987605,0.057272625515230324,0.2588181146891949,0.07791583541233754,0.24099368945877797,0.06478864035645177,0.19667509631244795,0.07548078671108416,0.16374240545088536,0.001609338604759314,0.1797555183884523,0.05429402519961357,0.12974709898506792,0.08161603879257953,0.1335618638085693,1.0361119646265435
4,0.12349462757266577,0.23905465886295152,0.05076659094728306,0.3192620423840362,0.03542557440225513,0.1800115502556906,0.043387012452950874,0.18388499417055992,0.06872414237464634,0.20008023112039852,0.09298097581465546,0.17947834922022715,0.02793431786466552,0.16385620620738026,0.030873656893166443,0.06078506945646728,1.052826203355423
5,0.08279802993593757,0.21830163946391015,0.005242142383852552,0.24704242629346357,2.4517087568454166e-6,0.2638421559167923,0.07498942753921384,0.19228803568607444,0.09390044561440633,0.1329813135963684,0.12651768183887419,0.22687926926181362,0.04911609012744178,0.11343688483888037,0.03968085475082086,0.1329811510433934,1.0555057522013922
6,0.025829995249916665,0.2701851383955701,0.1560167516547215,0.16473639631314407,0.08777537438516878,0.19836514693065396,0.08045900217980113,0.2301843157883215,0.05740375700184537,0.2026467689928027,0.0801887869919664,0.13509822586860254,0.04047824107054047,0.13509712928588452,0.024690366243394088,0.11084460364766573,0.8943154504452907
7,0.023967277140594045,0.33718316670283655,0.037297137581528375,0.18156995444577695,0.05624069780303528,0.2346288856859625,0.06364017157774328,0.20694815646916365,1.5758970905721537e-6,0.21102206354350583,0.00811045312179709,0.2986256355566841,0.04427133695953631,0.14717539020714,0.04858542494438392,0.10073267236322178,1.4357718499485825
8,1.795868804194134e-6,0.3092674930702447,0.08140638426725855,0.19100518662252097,0.08428163660203081,0.21366285310721428,1.7865891065449446e-6,0.26020516565833185,1.5369466965786671e-6,0.2547988316151423,0.017632043052994165,0.17247419071555448,0.05911910728491121,0.2096843129173478,0.041615383017382185,0.10484229266445932,1.4318806527416317
9,0.11941461986072219,0.17388864500130305,0.03688243117087285,0.26659413016769734,0.07302176975108858,0.17388904770308777,0.11029193777910003,0.16941651995212875,0.05247767394546433,0.17086281791480862,0.12266914128041341,0.16941651995212875,0.031008237952442064,0.07302176975108861,0.07332631621550631,0.1838184216021467,0.7618157440887798
10,0.05942941117514833,0.24995238812878667,0.12299054579424028,0.2819360217918181,0.04411783751958594,0.15770818645949447,0.06144799903011209,0.13958047723572253,0.01580570467116764,0.20781023167041945,0.12299054579424028,0.12708305863295724,0.045654242993539706,0.12503738118401567,0.08054862287478963,0.1579073450439621,0.8940301802943524
11,0.1126808943454112,0.14069937860066348,0.09304384299990814,0.19515472730048428,0.1266893800913707,0.17910755721720867,0.021399262812124148,0.2542410594746374,0.051659198071070195,0.1650968496709173,1.4371049838757255e-6,0.23659118798140746,0.06334469004568535,0.1318846291351845,0.04930063257505267,0.17910527257389042,0.9637613239087872
12,0.055167353063443114,0.25249472937063405,0.0867892627195399,0.18568878634532393,0.06306593610504765,0.24581268410868598,0.0812939381598348,0.1958680641299765,0.031771350580961824,0.24075895969805455,1.4124647309543548e-6,0.21597341829854155,0.002681451296367224,0.24015941158932053,1.153831041135478e-6,0.10247208823849646,1.358456283558067
13,0.09790274058189258,0.21512451817054357,0.09790274058189258,0.23248293973588796,0.0721339506664562,0.21080135211511955,0.018791788986775096,0.2370670244648388,0.08408614580173095,0.1667579661865563,2.2625040006635233e-6,0.22900318272601633,0.017724748187990996,0.15651238663590702,0.04204307290086547,0.12166317975352575,1.1388250995767908
14,0.11784077516463368,0.15283194091296373,1.685721090827208e-6,0.3296156709177491,1.6330373363571127e-6,0.30431939489911697,1.4079648222586894e-6,0.25911530270483285,0.08094226399191347,0.15303780053455462,0.06766877355077379,0.07930297837403803,0.05697626436999287,0.15377092461117498,0.04728819665407549,0.19728498659093086,1.2585579990907223
15,0.0779539141568864,0.20622182293767755,0.08035773709406188,0.25044163665789265,0.08235969213564581,0.2008144185475394,0.029914610155299892,0.1901366371662192,1.9361307915244375e-6,0.2547522882826211,2.775787194320145e-6,0.2509050911908647,0.054008222181899074,0.11945635282327233,0.014595364301556682,0.1880775004505777,1.3216114961133292
16,0.06993178117336138,0.2574004442064468,0.1308509748033042,0.24605725499621572,0.10707000323274536,0.1389897138441613,0.051098843835650845,0.19130457812355134,0.022284953202246327,0.2227423946580796,0.024240331824207553,0.10945964205700427,3.0918492787690433e-6,0.21934259872695014,0.07196145832020057,0.13726193514659585,1.04511712351801
17,0.08997636110820502,0.17628564601185126,0.14878783653526792,0.15375447081720292,0.045517417936655924,0.20853546874778672,0.06960303443257354,0.21793058650613095,0.017647909882210336,0.2349483411695767,0.05799498276697794,0.21143437992299174,0.04514217098431969,0.15483857073322002,0.01633093819815666,0.15127188424687255,1.017998696311266
18,0.07006886592299687,0.195860392326492,0.03435719678808016,0.22755612424696428,0.09016693453758884,0.1906622954891894,0.09045698023980517,0.13709878849172136,0.11377888436576326,0.1604211884059532,0.03606185138247109,0.24355117837810142,1.6983213939059105e-6,0.23410997281845958,0.038748909656155295,0.13709873862886407,1.0527173575714908
19,0.07179207905300086,0.14858978875344483,0.05576917819430402,0.2247321532510758,0.013410900070282755,0.36168897144658296,0.07429324177815526,0.19156363556707867,0.07674540035984803,0.1679869464546192,0.07152122193979603,0.09142963913117051,0.06701250567752942,0.0815759778787811,0.07550336092114027,0.22638499952319033,0.9879042240118868
20,0.08465530677724578,0.2474304223124533,0.05451993711460196,0.21810453278204256,1.3961251035532474e-6,0.25860243604100075,0.11543263117228236,0.20783562114316,0.08593693603311327,0.24651446176712077,0.06285250684466344,0.16163239071864022,1.1860232520255476e-6,0.14428833252190204,0.01815386994999952,0.09403803267341909,1.1568924599194768
21,0.06092952291356321,0.2273566958780617,0.044609615532088476,0.24856326506815535,0.06461538743189402,0.24510437714919545,1.4020792705043972e-6,0.2162463684177341,1.3749578169353072e-6,0.24140487495045815,0.09305899613073335,0.18359063033278447,0.038911431135982416,0.10705488833877713,0.02718804234807999,0.2013631273354049,1.3413684549411424
22,0.09569331909295384,0.24723729709875328,0.11737600441389187,0.17146399715487762,0.047115309075891565,0.2977639016414405,0.03610550431162326,0.11473532081758708,1.3842038497635656e-6,0.22768327388281528,0.048424075240137976,0.2077118245098868,0.029375547975077007,0.21532667396847582,1.1508408251231783e-6,0.14398541577191332,1.2518154096914993
23,0.0859851811969736,0.22289582269603456,0.13239032962884767,0.1953509438160005,0.06619516481442383,0.16097370131164074,0.045051769118994514,0.24322519249677532,0.030112969903175926,0.23329709456924502,0.047995993699520116,0.08393821198194676,0.08581420716557366,0.1681887187116617,0.052491701935282326,0.14609299695390343,0.9079253650744163
24,0.01942156133999426,0.25923771914968397,0.06003944934353289,0.16699233644952524,0.005322384123359669,0.21806500968953924,0.0724741373183224,0.25838080612594366,0.0824886079099352,0.2621942854624625,1.344682893394955e-6,0.23766415332444663,0.057145441602981836,0.1453765643749393,2.7502931257555874e-6,0.15519344880931424,1.4062086467717094
25,0.0965511867039558,0.22350522127569145,0.0767975528619233,0.2320776269256809,0.027072494913409906,0.20552462834875013,0.014044454759219394,0.2511524840520266,0.02050350994628662,0.20880983924446223,0.021176563648364052,0.16002692299769494,0.053597339729671636,0.1580040350766268,0.08039600959450745,0.17076012992172862,1.2197217756853236
26,0.12592403822426934,0.2916932693468228,0.04366217629389944,0.19179744886116523,1.3568554544651779e-6,0.2554575523003044,0.07977901760087878,0.27707643675869487,0.08226416097720733,0.10953558693079536,0.026081397671994355,0.17880185904046744,0.054768168707604745,0.12484859202105479,0.056454964677481734,0.10185397373190525,1.0621294379824198
27,0.08944972795421814,0.27190832500143947,0.0728149644510285,0.1566044986780989,0.05991835297192637,0.19034866020259872,0.1068819850461114,0.2755415790539893,0.0728149644510285,0.13496557050449992,0.01014345130506536,0.1950590325921407,1.4463676490661381e-6,0.2090780359352742,0.00762663634014682,0.1468427691447849,1.160696942225652
28,9.967050693060475e-6,0.2767113005868534,0.053499367869149786,0.2983287701100851,0.09170332258177061,0.18855379505133446,3.076150568520619e-6,0.32342615699838995,0.07089154649303503,0.18899666480401922,0.05585007256606346,0.09331462247400522,0.04356621202347899,0.17915963178579528,0.04639154461168871,0.08959394884306884,1.2761697813071033
29,0.10150203239798933,0.21331871045831607,0.06577467382432375,0.18815691410583743,0.028111097531272278,0.2479509266628097,0.08489082682848599,0.21071980215647168,0.07401397587273878,0.12397619320205261,0.11400632212473168,0.13394432937230805,0.11400632212473168,0.15108661241348234,0.017763170394651195,0.1307780905297975,0.7998631578021507
30,0.09402313056731346,0.2676053456045626,1.4232470303132683e-6,0.24002570569963957,0.054314292721407115,0.21518241269918673,1.4690519542781555e-6,0.3422874795892805,0.005622068350585319,0.20517020987284595,0.0027067442820332965,0.16680401321429503,0.043871233856734956,0.1906547431381787,3.0562949072665546e-6,0.1717266718100447,1.5989131632560678
31,0.08800959770427677,0.21510919046117696,0.13664949581803013,0.20390722259129382,0.08513967960233099,0.1595740083759522,0.10265188845582993,0.17609499210392923,1.5211618926980197e-6,0.27827851123915415,0.05465984418195888,0.18684280366640268,0.019475156192337653,0.13328055118947413,0.007925565017396552,0.1523999722385635,1.0109745037318931
32,0.13786398124625598,0.2930278106412179,0.11140536877987078,0.13152061762930564,0.09913521826448254,0.13152112498633106,0.06281753293495732,0.1912282845151518,0.12114192388818941,0.2119336492965908,0.048176713459149915,0.1532051203335741,0.03953453032432826,0.10951567707265934,0.04554316604880474,0.11242928057913038,0.6687631301079222
33,0.04301241205256427,0.23580130762671092,0.11059905492292939,0.19042346408096483,0.12121623801312346,0.27881124396239154,0.04657624868483863,0.17144008305145758,0.06340413347913024,0.19651615040182888,0.07267281828557186,0.18094171563094907,0.0168351737979526,0.1693474015893795,0.038998704038057386,0.06340385038214973,0.9733704334516643
34,0.06285616878989311,0.2125153797248495,0.08810733700425716,0.22661395905337578,0.12571233757978623,0.22379204121053248,0.06640618284425029,0.18039531271761455,6.907727471111569e-6,0.2421783159641572,1.4439780867681051e-6,0.1683675686267792,0.024687341321380132,0.19380505461714942,0.03704691848209295,0.1475077303583241,1.1903507245455645
35,0.12910521212234694,0.18368279870393134,0.07704346254954611,0.2542846401791211,0.09284934530638345,0.21168385949888285,0.07855429285265464,0.15639284901913372,0.059431333805238525,0.1698719561971849,0.03849542648400138,0.1770423051687231,0.04060994357855742,0.1528684140887071,0.028852780332012357,0.149231380113575,0.9101164059385183
36,0.0862920669800874,0.1702147402137152,0.11231177423886829,0.1848492865791303,0.0967929748015293,0.2766160803866308,0.0641275453332529,0.20063902798822578,0.11231177423886829,0.15019302328925993,0.03757537712291853,0.14740481801350902,0.01550571966378693,0.12825171652729678,0.06412585826364839,0.15278821635927214,0.8219138187140799
