Index,Mean,Var,SD
P,0.4426171459643713,0.01212246884915574,0.11010208376391312
Q,0.9953960113493107,0.0012011094194609578,0.03465702554260763
R,0.4438896614690285,0.012309666216261162,0.1109489351740753
F,0.6056961087214879,0.010903709957082786,0.10442083104956973
