Index,Mean,Var,SD
P,0.6118029212288668,0.0341600321208607,0.18482432773003857
Q,0.7516189367125611,0.0465521963252659,0.21575957991539077
R,0.7866408580834604,0.04159946646659709,0.2039594726081559
F,0.7409280424939201,0.026154013221947856,0.16172202454195242
