Num,P_1,P_2,P_3,P_4,Average
1,0.44642963789682494,0.36492801332736,0.49309592221592063,0.5776256495069818,0.4705198057367718
2,0.44643028982426236,0.2451076559095849,0.5905537470737646,0.5419430216767593,0.45600867862109284
3,1.428571428493556e-5,0.0,2.5000000000371944e-5,0.0,9.821428571326876e-6
4,0.036013485089585975,0.8339492966326236,0.2793731985404921,0.23464665251001815,0.34599565819317996
5,0.15632079940431542,0.6511827711199566,0.42611173003220365,0.6046467076272751,0.4595655020459377
6,0.38967086807172324,0.4661333434759507,0.4072724063914377,0.33161738898669124,0.3986735017314508
7,0.417126613191264,0.6573917310122606,0.4382614446163104,0.4147858494956686,0.48189140957887594
8,0.3246747835497837,0.39238216575575585,0.8928563988095229,0.5716458709262398,0.5453898047603256
9,0.0994386437645219,0.3728794810393139,0.4797200109791508,0.39301043606125047,0.3362621429610593
10,0.4217460113135003,0.8541666145833348,0.580912091554854,0.3600469510588755,0.5542179171276411
11,0.4124574093798318,0.36281117103739835,0.0,0.4699274361854563,0.3112990041506716
12,0.34846709166376283,0.030571449576003672,0.6944516738329227,0.6028398475172217,0.4190825156474778
13,0.12167354439412065,0.18939100378787863,0.0,0.6074138955401794,0.22961961093054467
14,0.23810770833333303,0.6187774986573017,0.0,0.6587678474001406,0.37891326359769384
15,0.15632079940431542,0.6511827711199566,0.42611173003220365,0.6046467076272751,0.4595655020459377
16,0.7075713821980457,0.31388417823628745,0.4045207418606141,0.41317555301350917,0.45978796382711407
17,0.4124574093798318,0.36281117103739835,0.0,0.4699274361854563,0.3112990041506716
18,0.49081241119102065,0.40080001041420044,0.8024016095712125,0.34692436156540324,0.5102345981854592
19,0.4464359719611539,0.5460024910645233,0.3895684508094463,0.7368950789207604,0.529725498188971
20,0.4124574093798318,0.36281117103739835,0.0,0.4699274361854563,0.3112990041506716
21,0.36206695180731857,0.6789899495246622,0.5232821736873088,0.6454492128403319,0.5524470719649054
22,0.42017200803398275,0.6226415754071624,0.7199975769312319,0.47557213907533874,0.5595958248619289
23,0.28198383785827424,0.5633849586227851,0.4151297510109795,0.7735694563545628,0.5085170009616504
24,0.18740202066331998,0.7004531436279323,0.5967630526347572,0.3791846893101619,0.4659507265590428
25,0.12167354439412065,0.18939100378787863,0.0,0.6074138955401794,0.22961961093054467
26,0.23810770833333264,0.3169366964587555,0.4924764326792208,0.6587678474001406,0.4265721712178624
27,0.49081241119102065,0.40080001041420044,0.8024016095712125,0.34692436156540324,0.5102345981854592
28,0.34018957672912253,0.5201858982040616,0.774166669425484,0.4989558464714064,0.5333744977075187
29,1.428571428493556e-5,1.6666666665758147e-5,0.0,3.333333333382926e-5,1.607142857113074e-5
30,0.44643028982426236,0.2451076559095849,0.5905537470737646,0.5419430216767593,0.45600867862109284
