Num,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Average
1,0.5534868046898965,0.8757479992659067,0.4505158111657816,0.8993125844251706,0.7759052274055455,0.4950886429422714,0.6446156658942159,0.6706675336841127
2,0.46922999835032225,0.2218458604064849,1.0,0.4664377182049617,0.8439169716241439,0.9919484150538055,0.861301802348421,0.6935258237125913
3,0.7979364684567748,0.4271646290488812,1.0,0.7700390404447239,0.7218402745213666,0.8797531866277332,0.4989665850008214,0.7279571691571859
4,0.4615200558334041,0.629757433949541,0.8086285200258914,0.8497216022482967,0.9436661551327037,0.9059662540341223,0.48662746662181966,0.7265553554065398
5,0.5562232110973269,0.6345694397020537,0.6960966999914184,0.7569107044771605,0.582237018438277,0.42446056203690197,0.8453118444463514,0.6422584971699272
6,0.3439341959074578,0.44361532162103395,0.3143123285517738,1.0,0.00659353539432389,0.8298932844215989,0.6200932972627818,0.5083488518798529
7,0.4372930168654918,0.6435516928815388,0.4923357659001498,0.8494236216533881,0.9114515034039402,0.995473982549888,0.682657547347928,0.7160267329431892
8,0.4875165923174511,0.9446369414763073,1.0,0.3743543085713502,0.5585687816538123,0.4032538808884085,0.40832415165361485,0.5966649509372777
9,0.9563524248272409,0.9972570889826435,1.0,1.0,0.3571830391718407,0.7791102657432386,0.4026693682548852,0.7846531695685499
10,0.8450217177255038,0.58611485450451,0.6629258130992708,0.05265257780231203,0.2712673800962552,0.9390486419943741,0.8135104923153957,0.5957916396482317
11,0.5608067082737888,0.650034141916081,0.1979123928565789,0.6247790846533026,0.7485729330449394,0.4084603627845111,0.5246668841319502,0.5307475010944502
12,0.5754474607857003,0.9968492732773323,0.6493387588840891,0.638130209928435,0.6067236890969842,0.5371325752771497,0.40640405472299806,0.6300037174246699
13,0.7700446465696615,0.7723104374822426,0.03461195314719694,0.8494889029075642,0.5630319004666365,0.6783128301009278,0.5810775408461746,0.606982601645772
14,0.6669055251442513,0.48164864177265093,0.6020608022158146,0.768396376806604,0.9667293298155707,0.900691989167898,0.6214713874083111,0.7154148646187287
