Num,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],wL[7],wR[7],Sum_of_Width
1,0.10354115381295416,0.1723262638939455,0.08604489895961623,0.17675796117260492,0.08966432946807518,0.31108866723446216,0.04483216473403756,0.15554733926470682,0.05454418037955476,0.2556283058746026,0.04951717875942057,0.11040170191488188,0.04302260456605124,0.13999764333027268,9.043855772618987e-7,0.20708470224923653,1.0576651698694262
2,0.07545774954704655,0.1824520832580185,0.06062509432208247,0.24250007416316138,0.057181865040632836,0.2540615993588063,0.07455688868661524,0.13683799407156924,0.04353648937240504,0.3018247816853062,0.03727844434330756,0.16403461469703287,0.03328412011239764,0.19970378872275033,0.029024326248269984,0.10764008637059783,1.1781100446544854
3,0.09276454281045553,0.1855285638213361,0.0938771088563837,0.24987076291184165,0.07196513898316079,0.23341971241095202,0.07196513898316077,0.19067756069297542,0.0561676799524306,0.15809582106550193,0.037445119968286984,0.1693755636085638,0.04894253823390546,0.12883059357625123,0.07447524063011163,0.13659891349468217,0.9047949831642089
4,0.12250976876209359,0.24725865127499166,0.08687423769941224,0.3081189468932839,0.05469991860601137,0.14589012468904927,0.06321599094537328,0.16005312443966324,0.06741715418500191,0.17895830179248592,0.090411668091925,0.17704822914253984,0.06321599094537328,0.14533109382199966,0.027182041457280235,0.06181475725351538,0.848946458615058
5,0.0641434592852586,0.20371372109618005,0.05343875840105346,0.23002698625121829,0.06269017501370176,0.2963758618039747,0.07392923606578224,0.1735781958754553,0.0739292360657822,0.1325527251276743,0.12828691857051724,0.21072000282758277,0.041905331584336035,0.10536133451456006,0.026719379200526697,0.12262867831639633,0.9499150116260835
6,0.08532709401137845,0.23047396820446955,0.14121075693506668,0.166863297456,0.07981760489477303,0.19868278491820324,0.07438821765718487,0.22382986031726818,0.0663689986299366,0.2073242003587753,0.07060537846753334,0.1396906674789238,0.05031015088685913,0.12960947293504396,0.028003237279007397,0.10749430956957665,0.8079371224765212
7,0.08866185213055645,0.27814759244069615,0.06493568436307068,0.1781043196012395,0.046114671845304066,0.2218558106671205,0.08129958772567156,0.18663437543583627,0.052488213492115736,0.19822351967676263,0.054199725150447645,0.25164814698628263,0.029553950710185475,0.1337081992179737,0.04537204571611506,0.08905230484062208,1.074748537733067
8,0.06786637041054994,0.33196433400632036,0.06697570778732843,0.17907890385240777,0.06762440888931777,0.1923501079988167,0.06762440888931767,0.21105669704726476,0.052480953490016365,0.21515272147054315,0.03104997126140809,0.1399399317129104,0.047370466846469686,0.19830377143290187,0.027952330740272136,0.10320891416415497,1.14211076337064
9,0.12475350178292467,0.16577618066580652,0.1023794438473665,0.24664015197965944,0.06451578793374191,0.17802240177568787,0.11546231690565294,0.14869358697786528,0.04928476569981401,0.1766030841052665,0.12903157586748382,0.1536854764275003,0.024225575145089762,0.06988418193842143,0.06698873061100336,0.18405323833671575,0.6467166044138462
10,0.10613048825140409,0.2591177839727723,0.11183200454901825,0.263014299360072,0.04581931904836384,0.14098850972410554,0.044969091956473625,0.13730188028139867,0.052836091988089445,0.21226071117685294,0.10613048825140409,0.12996967473295548,0.023977774361366316,0.14132814476279684,0.06675752496522301,0.15756621261770376,0.883094433257315
11,0.09418840744250065,0.14368715751810157,0.07558847586969504,0.19343126534778665,0.11425172813346918,0.17802084807077762,0.06369486817858104,0.2522371217265202,0.05135171962517571,0.15597140923122227,0.047094203721250345,0.23983501805040472,0.05168408273162537,0.1282932779348664,0.03808390937782306,0.17258650704020043,0.9281252098397594
12,0.04275033809139772,0.22725199417323536,0.0802854859077376,0.18136684657996444,0.040142742953868826,0.2391472240865217,0.0676519108605454,0.19203903797995558,0.054509348792553786,0.21963664275900135,0.06765174595928072,0.205281212403125,0.04644240320264309,0.19229080020671158,9.00725666308128e-7,0.14355136531779158,1.2011302470126133
13,0.09066735106261657,0.21729615896432242,0.09066735106261656,0.21729615896432242,0.07327395383642357,0.20194097209233636,0.06429966581617794,0.2438565637403535,0.0643793742789283,0.18527956997452827,0.050846078007271985,0.182038150340505,0.03192139105824129,0.130644507249276,0.024948246302803824,0.130644507249276,1.0179931771498398
14,0.1066048293647035,0.1454269872954059,0.06959793010858797,0.2791493017360203,0.053302575575572476,0.2684838658919052,0.05937667890533817,0.23750631977735426,0.06666141346822119,0.1546770474642776,0.05330257557557246,0.08142018773898854,0.041977708259897696,0.1546767087816705,0.044946065588178916,0.1828898044683054,1.0084604463078555
15,0.08167957118560189,0.18670404347739084,0.065520319185669,0.23221266175557534,0.07541824484206545,0.18670404347739086,0.038438332931786175,0.16702362366689272,0.0550744109098987,0.2979629717230199,0.04914869858894399,0.22272134363817578,0.05507441090989859,0.11160117255550644,0.03693778116732937,0.13777836998485485,1.0854164605576135
16,0.06572079951845694,0.2396954486853881,0.11953961065135436,0.22862156476670312,0.08569561694898317,0.14862055323091747,0.05964011723695979,0.16600043085139193,0.04959791526678974,0.20552358280850186,0.03532452645996102,0.10884293148222898,0.03984653688378476,0.23907881965019526,0.05963177782598623,0.14861976773239705,0.9700061984154478
17,0.07029778011864567,0.17975816810008252,0.12349580891845978,0.15112078826066663,0.06092473856368817,0.1801440686242834,0.06174790445922989,0.22974706914597307,0.04816078818598484,0.2510702280019967,0.04287174558909656,0.21358401029544052,0.041165269639486586,0.17160390237820575,0.032993265205867574,0.14131446451289223,1.0366853986390818
18,0.056140322165441625,0.17850577537391565,0.08350819310156432,0.2380891187122884,0.08316664240206408,0.17411175550537303,0.07358032507430122,0.12402504685237038,0.10028808713818686,0.1479294145195056,0.033468456962744586,0.21760131251867726,0.03733967205209335,0.2936490314845747,0.03930403635437345,0.11929280978252563,0.9864085294984613
19,0.05266240052720854,0.14732326275141494,0.08308099417983922,0.2103300167140347,0.11922760814361738,0.35768210906627607,0.06402600354403365,0.1783548317324555,0.0721028077007629,0.15606637261700124,0.06214188667250614,0.09411723301022124,0.05961380407180869,0.07755277365012234,0.05538732945322616,0.210330566165471,0.8635143314139945
