Num,R_1,R_2,R_3,R_4,R_5,Average
1,0.7471208000183759,0.8639458676792318,0.7649395677587961,1.0,0.9748793240997591,0.8701771119112326
2,0.5359733685793171,0.6564777976744314,1.0,1.0,0.9107412894949403,0.8206384911497377
3,0.5765609008116375,0.8208941084278645,0.7313138748086817,1.0,1.0,0.8257537768096366
4,1.0,0.7868896701818878,1.0,1.0,1.0,0.9573779340363775
5,0.0,0.0,1.0,1.0,1.0,0.6
6,0.0,0.3324509165837892,0.8917295565046277,0.5033048154403451,1.0,0.5454970577057524
7,1.0,1.0,0.7612767500098654,0.9165111536221591,1.0,0.9355575807264049
8,0.8787705448934957,0.6757401663328548,1.0,1.0,1.0,0.9109021422452701
9,0.8891736262491629,1.0,1.0,0.9455890280516964,1.0,0.9669525308601719
10,0.8813879954345833,1.0,1.0,1.0,1.0,0.9762775990869166
11,1.0,0.8841357605381535,1.0,0.9818416177992897,0.8142120664721467,0.9360378889619179
12,0.5704262017517309,0.8395837768776172,0.5470468397068337,1.0,1.0,0.7914113636672363
13,0.5706330734041196,0.6317240781394139,0.7606979502533721,1.0,1.0,0.792611020359381
14,1.0,0.6862391109597619,0.6011722970410492,1.0,0.9171005491857088,0.8409023914373039
15,0.9055518405301566,0.9536900062913963,1.0,0.8396499574300375,0.9727462729587947,0.9343276154420771
16,0.6968267263639146,0.6488378723583385,0.662151342061484,0.0,0.8414958308266788,0.5698623543220831
17,0.8001373320269078,0.9352660069115477,0.6062813249151134,0.6015774671403391,1.0,0.7886524261987816
18,1.0,1.0,0.8224132688956659,1.0,0.8381676967531755,0.9321161931297682
19,0.1197491613791763,0.4507239698274112,1.0,0.8942733781046892,0.524173416780518,0.5977839852183588
20,0.6955466309220145,0.9039652588969187,1.0,1.0,1.0,0.9199023779637866
21,1.0,0.9085805141288563,0.7050184062402834,0.7339819197436376,1.0,0.8695161680225555
22,0.8508625053940299,0.9661750561055756,0.8556987557277979,1.0,0.9688769846231396,0.9283226603701087
