Index,Mean,Var,SD
P,0.5381370809604717,0.046105752099311975,0.2147225002167029
Q,0.639908052795004,0.06379843742668019,0.25258352564385544
R,0.7815639303951492,0.05857296012776641,0.24201851195263227
F,0.6711847227977649,0.04345063004236461,0.20844814713104218
