Index,Mean,Var,SD
P,0.5011303355558172,0.04166033968088095,0.20410864675677254
Q,0.7760180768652932,0.07566543247730091,0.2750735037718117
R,0.6311476779100996,0.062418566778081136,0.24983708047061617
F,0.6412681970813597,0.039128532616598634,0.1978093339976621
