Num,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,Average
1,0.3107902907182117,0.32709330965205385,0.3698354316782308,0.48568885314641336,0.6191790952828496,0.662231674827754,0.6765279139605797,0.6403359291468531,0.5114603123016183
2,0.26904446162471635,0.35526513509396873,0.3703564969016661,0.3930861262486502,0.4994866544401021,0.5088689826275954,0.6923125377220735,0.7689104113902402,0.48216635075612657
3,0.30549341633470894,0.3370987314378688,0.4379189174402468,0.5215652175023571,0.5569421219330251,0.5547578536085354,0.538265597987989,0.7318582898796495,0.49798751826554755
4,0.282497129704534,0.3436125812549134,0.41029323677111745,0.45033358729444223,0.5323652650452545,0.5636207627529874,0.6163444886013774,0.6829160032461592,0.48524788183384815
5,0.3153223162045504,0.3097530133310179,0.3524826702936136,0.4479002494458531,0.48434878483350646,0.5081578702868976,0.6019880548127655,0.6704854956941403,0.46130480686279307
6,0.279698586365349,0.338837202859803,0.407654047035341,0.40228491283840256,0.5091862974014366,0.5722446216085857,0.7089837563398979,0.6795418986606523,0.48730391538868345
7,0.2724274348269715,0.36294361394579905,0.4040544126221829,0.43889868007445965,0.4952476841139709,0.5393328909044769,0.5279982156228432,0.7110544282078857,0.46899467003982376
8,0.28403999789097756,0.3450947087630929,0.37649522542065933,0.4479097965370839,0.5016985401773362,0.6615693294443713,0.7442637594602421,0.6287944570052436,0.49873322683737586
9,0.3156718157678219,0.3637823713436904,0.475352214412969,0.49070281011195016,0.5274728780933959,0.5347163574509317,0.6515496115429148,0.7751964737093424,0.516805566554127
10,0.3095337830094324,0.3498881049611786,0.4214474162620878,0.5765911706573886,0.511912522126532,0.5465999801347796,0.6828155312539163,0.6511241996759277,0.5062390885101554
11,0.2937923866028073,0.343310323060419,0.40503921940022086,0.41205746854852027,0.45619748085317874,0.5611237698456425,0.5678582951340488,0.7347327799891598,0.47176396542924964
12,0.2936496913321,0.3552840714577565,0.40684188134789667,0.4857536182822061,0.5372314169289917,0.5722203035475557,0.669076582392569,0.7088467816457951,0.5036130433668589
13,0.29985727016262237,0.3687555872906614,0.41569704261130463,0.44503414314075035,0.5127293460696327,0.5494381245276628,0.5676989307516331,0.6976741188225232,0.4821105704220988
14,0.29074762673263604,0.3503977823279113,0.3813175137766319,0.4128867105440703,0.5718251958673489,0.613017187449005,0.569192864741381,0.7242513766562652,0.48920453226190613
15,0.29345600279247464,0.3921215156349098,0.4331707026158127,0.44823019817004184,0.6099218882830589,0.5338072708457388,0.6679942806957603,0.7013340527601919,0.5100044889747486
16,0.32348751339668713,0.3214060507043859,0.3957656549011033,0.47651703332758044,0.5493070096754509,0.5266936533079681,0.5286662258862453,0.7082891076168987,0.47876653110204
17,0.2687526403054531,0.3363471409272262,0.4005955129092113,0.467193182640609,0.4913040374671478,0.5199267960113384,0.6514083017511287,0.6716539791233641,0.47589769889193484
18,0.2992998513271721,0.3201667524533351,0.38566793489557216,0.4355755730752228,0.5320120586722743,0.5071984346070274,0.5956539721689724,0.7292269574710736,0.47560019183383123
19,0.2932318044131215,0.33238339189935595,0.3739063972648292,0.4436983917334147,0.472962838138341,0.5687499761136863,0.6415744520453426,0.6270195141627433,0.4691908457213543
20,0.25302394553863833,0.3372843334735887,0.4226318469959054,0.42688442309311425,0.6194562124733818,0.5344817579023017,0.5552252754597131,0.6809779017680699,0.4787457120880892
21,0.3236961607864127,0.32775708314085245,0.4285325872410663,0.5181790361774302,0.46646839517905553,0.6644885803554547,0.5941164542987197,0.644004000078214,0.4959052871571507
22,0.27468534191240945,0.3584645740172694,0.4790935087916687,0.5779017148564245,0.5485201938405159,0.517329717641572,0.7219912555036994,0.695476197233266,0.5216828129746032
23,0.2921864422991959,0.36415555751667344,0.3992939002145774,0.4740705740720549,0.5263055432332312,0.5691450366628722,0.6624554977515623,0.7418814780516835,0.5036867537252313
