Num,P_1,P_2,P_3,P_4,P_5,Average
1,0.5616587936381215,0.48653949046673733,0.30815246466892704,0.34388071802247855,0.6391485345557889,0.46787600027041065
2,0.5337946334018838,0.2726625205921103,0.26299739138999595,0.2774466973688367,0.467912270478334,0.3629627026462322
3,0.38888891212631715,0.29421827235025255,0.1688558108983596,0.26132376015534625,0.41492315751172043,0.3056419826083992
4,0.4290554188867129,0.4300583955958843,0.2123668390161853,0.3504106070181473,0.6371181329921338,0.41180187870181273
5,0.3964749762513219,0.38739209425076926,0.2720433687438352,0.550139672510237,0.8162822640435206,0.48446647515993674
6,0.19211302751374615,0.4684452633591286,0.35140343482602554,0.4450227932408294,0.6708894857325375,0.42557480093445343
7,0.5536092641088171,0.395435188649155,0.34468491684800623,0.3954244829208216,0.5296519290849759,0.4437611563223552
8,0.6559368516917238,0.42159399637252465,0.2635553988495275,0.3651599308852265,0.5049732863240467,0.44224389282460985
9,0.6165900070069165,0.28778003318123335,0.17719496302622875,0.4171312936483341,0.6630771396487593,0.4323546873022944
10,0.6053434757504806,0.5013526286665195,0.2947980068517084,0.521513315941895,0.526830498440926,0.4899675851303059
11,0.6683322628648194,0.41770377350924653,0.236406734382632,0.3614454224147113,0.618205625833113,0.4604187638009044
12,0.530559977422861,0.47815389499963373,0.17979122078824297,0.3173881563202734,0.5305637022514174,0.40729139035648565
13,0.5463514685641,0.3736122292640422,0.22170857024460242,0.22987823112404304,0.4554716926207775,0.36540443836351305
14,0.5774052118698819,0.31535040958971045,0.3299536147289675,0.38187660751124686,0.556019049387408,0.4321209786174429
15,0.34587946614027126,0.35947243369670157,0.1975921117498286,0.393350708920734,0.6354270892400699,0.3863443619495211
16,0.5451168592990898,0.4061049986161006,0.3420745953435281,0.2865135711951078,0.5636401698650982,0.42869003886378493
17,0.4337814664689623,0.2571072164637003,0.23592116063507676,0.3340897404290988,0.6709715930826541,0.38637423541589844
18,0.37860575314824074,0.4251446597053281,0.31381512625334745,0.4338053193113619,0.6807515322223457,0.44642447812812475
19,0.2971442645908241,0.3651841509845412,0.21344156615367782,0.4612714711105879,0.48271084764050143,0.3639504600960265
20,0.5235528794969356,0.2778263589783799,0.200765914197785,0.36104533213499,0.6163901229802055,0.3959161215576592
21,0.6466224301914257,0.3481981765646973,0.2771238986534683,0.46346312923069855,0.614431715738685,0.469967870075795
22,0.5083706624077471,0.3789064239228565,0.27390428022806734,0.5473275843961696,0.8133741178923749,0.5043766137694431
23,0.6893350437227928,0.463783069193857,0.303973191532014,0.43479328594905214,0.5477045701400999,0.4879178321075631
24,0.7063407978335304,0.14706741518537544,0.6248823010309066,0.43104533016813645,0.8029584561326002,0.5424588600701098
25,0.5175061057656551,0.32371158597616045,0.1725251696057018,0.3338342094605957,0.4310902734001185,0.35573346884164636
26,0.40169038995958806,0.34208031329497995,0.21671240119172475,0.4636070748631462,0.6238530029219438,0.4095886364462766
27,0.6850659291800654,0.4067282774911326,0.20132491485619242,0.596533970558316,0.8096754769449919,0.5398657138061397
28,0.5873779963447281,0.2713939689469865,0.2372217724482311,0.3339257049927623,0.5818227948189229,0.40234844751032617
29,0.5122903318859989,0.4696470693692935,0.22147968485085384,0.39025185133972917,0.5665391197688616,0.4320416114429474
30,0.16529460193291493,0.23636895630831423,0.3096094669654665,0.3091628973149184,0.6485199208705481,0.33379116867843245
31,0.43567801889577473,0.34902678419281474,0.21665366299610472,0.29882731806815616,0.41979624284468975,0.34399640539950804
32,0.5561053228468236,0.4418004622269364,0.2650802773361619,0.3586912922908185,0.6435169404782455,0.45303885903579716
33,0.4798456491067432,0.43261271515038013,0.29416607197864625,0.40377088841504266,0.6006074873078364,0.44220056239172967
34,0.8457755493287351,0.433971568615773,0.20831119615756283,0.4821921950324378,0.7453126595988397,0.5431126337466697
35,0.4980282766449576,0.3328544800574401,0.18927822262163937,0.3425805600501536,0.5190027192218846,0.3763488517192151
36,0.18944747460528316,0.36496630905338967,0.29331030154515497,0.5087728203085826,0.7170293695984622,0.4147052550221746
37,0.4142829037647623,0.4457844496126428,0.31629386428170475,0.4343991871543515,0.6729755131179451,0.4567471835862813
38,0.6205737562896648,0.30000073861894855,0.24923397214418422,0.4199967873872823,0.5579803300785231,0.4295571169037206
39,0.2781155872460218,0.3921094118145486,0.16045744659714997,0.5514697751107402,0.7098194322228342,0.418394330598259
40,0.14815286504418315,0.4877112103896578,0.6322410731861623,0.13126275766203857,0.4433866431350756,0.3685509098834235
41,0.459847954994475,0.3899655463663715,0.18434421688313382,0.33678707922734513,0.40889578927811665,0.3559681173498884
42,0.43430108755685537,0.41714868898118834,0.28806593728862445,0.38408004874424984,0.42980929860202643,0.3906810122345889
43,0.6588846241259398,0.38700715543486053,0.25588604021103845,0.5348220219663279,0.5943755042017785,0.48619506918798905
44,0.5280517429430819,0.4968526788976123,0.18094237862624515,0.5532106330473253,0.8297776074916676,0.5177670082011865
45,0.5139843014171139,0.2991379760544458,0.293711140498492,0.35446807375866257,0.5910924486332055,0.41047878807238397
46,0.5798884621947437,0.4301457109493722,0.2322727504941954,0.3206827112550851,0.6610740742487475,0.44481274182842884
47,0.40197081597627216,0.3028655072687276,0.1565385933376976,0.41837297490521086,0.39603830447818905,0.33515723919321944
48,0.7050932131775398,0.3428084218957102,0.2637249248805953,0.2375848406965288,0.6318325781663083,0.43620879576333654
49,0.4892457881821238,0.3748855143446969,0.18254011020526126,0.49820768363606444,0.7904584133900723,0.46706750195164376
50,0.5192557983244469,0.2818798150785212,0.30070989152810124,0.6848219427152826,0.935214246796049,0.5443763388884802
51,0.510001118014535,0.7083461804644456,0.218571907720515,0.7083452458151933,0.7924040332637755,0.5875336970556929
52,0.5418709293284225,0.48486118139928647,0.22412203041883216,0.6208060589356351,0.6634418172076767,0.5070204034579706
53,0.4814809629128078,0.4281549594948241,0.3160071708141716,0.5024695561404408,0.9324482517121029,0.5321121802148694
54,0.19312749142076194,0.4763251627645916,0.20867095986744724,0.46074859459737677,0.6964860088345877,0.40707164349695296
55,0.5223269736934809,0.2726433009255867,0.23983779971951016,0.36469805732317556,0.37702188723118846,0.35530560377858833
56,0.7094761032824446,0.31475304923229114,0.22032994350068483,0.40918590381014186,0.5783753125236519,0.44642406246984284
57,0.24939124485793515,0.5937994138126306,0.2996475210782081,0.8354677207408333,0.6006368867059502,0.5157885574391115
58,0.6065072902391058,0.31099752653594903,0.16000394347222263,0.4235599046672538,0.6193766870862119,0.42408907040014865
59,0.47573365525099975,0.43266948597858723,0.2246001428946266,0.4086671548445706,0.39995102792056403,0.3883242933778696
60,0.4099306240541154,0.37863521574426096,0.24848462874521365,0.5537789631715653,0.7348947914082465,0.4651448446246803
61,0.6860254849006878,0.4160445375904973,0.27778232430976085,0.35628291465739126,0.739722967303397,0.49517164575234685
62,0.4860980852105294,0.5022922985319596,0.25958030797878173,0.3809723735410941,0.5768156618230658,0.44115174541708607
63,0.6422411661182126,0.36306446240666185,0.1996807126725537,0.9120787604933672,0.6806801780477814,0.5595490559477154
64,0.6790548008263688,0.24718279317456096,0.29841418584904916,0.4709134471730867,0.8032112099333681,0.49975528739128683
65,0.5485704980621602,0.34948981400577855,0.20897567453270816,0.25386725685245726,0.41111763612930013,0.35440417591648077
66,0.8325392909878347,0.4327160261061247,0.16360513945088237,0.39139226306368863,0.7969011048505822,0.5234307648918225
67,0.4461782711034526,0.318695578073496,0.1950443873547435,0.5526420817714488,0.7852866674356337,0.4595693971477549
68,0.2996568358689946,0.33306114502325534,0.20804849822483878,0.33664740184633407,0.4645968619669243,0.3284021485860694
69,0.890772707177307,0.6952217473436039,0.5442439459039747,0.6168385421456443,0.8355717335720557,0.7165297352285172
70,0.49700200473626505,0.35278827880508956,0.29398578976569095,0.47037842057972296,0.5879893127532296,0.4404287613279997
71,0.6762362709980267,0.520377951486766,0.3099133285878187,0.4578133074938551,0.769761305683406,0.5468204328499745
72,0.5603237536134915,0.15027774831739849,0.2947565912861907,0.3887464571624761,0.4906720969853656,0.3769553294729845
