Num,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,Average
1,1.0,1.0,0.5081967621034142,0.9340700126723906,0.7510175188751852,1.0,1.0,0.8359859051473761,0.8786587748497958
2,1.0,0.6757644786643153,0.5952004758845052,1.0,0.8407100033338633,0.8398453533135579,0.952900700295088,1.0,0.8630526264364163
3,0.9551113531335581,0.9314770064214106,0.7792129496448887,1.0,1.0,0.8750023223639934,1.0,1.0,0.9426004539454813
4,0.8349918987832724,0.5913753010813376,0.7207292041501703,0.9965875810032571,0.9094524236499654,1.0,1.0,0.7445901868702327,0.8497158244422794
5,0.8160853339275552,0.7984720528176198,0.8881089115742428,1.0,1.0,0.0,1.0,1.0,0.8128332872899272
6,1.0,1.0,1.0,0.7334005790767228,0.9232270922059936,1.0,1.0,0.9398904442342109,0.9495647644396159
7,0.7397828810741921,0.6957664508900026,0.7066425539416281,1.0,0.9984432867559706,0.5423269668420442,0.9930726734209113,1.0,0.8345043516155937
8,0.775375789285735,0.9186346409335463,0.9070259590375549,1.0,0.8104449643500867,0.9017821559393063,0.6608901487831015,1.0,0.8717692072911664
9,1.0,1.0,0.8220372826584812,1.0,0.8909915289061997,1.0,0.583918598275102,0.6574365279626395,0.8692979922253028
10,1.0,0.4976386562400766,0.6700115683021679,0.7653097226444782,0.915234468038102,1.0,0.9213193838811076,0.8398472359804959,0.8261701293858036
11,1.0,1.0,1.0,0.8311072572708195,1.0,0.8189657526555268,1.0,0.7688551024228447,0.9273660140436488
12,0.8085580099330343,1.0,0.6573692589548232,0.9870769194754165,0.7664083085869209,1.0,0.7634254102758352,0.7937548913384372,0.8470740998205585
13,1.0,0.9352793039922012,1.0,0.9659941532789315,1.0,0.936837196286864,1.0,1.0,0.9797638316947496
14,1.0,0.7146187256792108,0.5993287555626811,0.8356126535288971,1.0,1.0,1.0,0.6604770003941812,0.8512546418956213
15,0.8951083382569286,0.8091824075269505,1.0,1.0,0.7613580728901458,0.7994118764169831,1.0,1.0,0.9081325868863759
16,0.6880354579827449,0.6950047319453524,1.0,1.0,0.8731300141362438,0.7133967250006862,0.838507560234092,1.0,0.85100931116239
17,0.8080534213795314,1.0,0.956082629263134,0.8075135479937681,0.7972217789100925,0.7054034448541977,1.0,1.0,0.8842843528000904
18,0.7145983684584409,1.0,1.0,1.0,1.0,0.6573377134319089,0.7015059697573093,1.0,0.8841802564559574
19,0.47267676710836887,1.0,0.44444993398053434,1.0,1.0,1.0,1.0,0.4515999088995633,0.7960908262485583
20,0.8046572860635377,0.8329649326557811,0.8623437605064447,0.9440983507784955,0.5887345055373134,1.0,0.8907817375134578,0.8175235029053669,0.8426380094950496
21,0.7470846030388347,0.8495227217845821,0.710535872542851,0.9037519136576447,1.0,0.9479980747354005,1.0,0.7986253827501663,0.8696898210636849
22,1.0,1.0,0.8943752503478695,0.3248383301242925,0.9034759502165827,0.773471822079188,0.7467907284349674,1.0,0.8303690101503625
23,1.0,1.0,0.8512646737214208,0.932562375202523,0.713415368645299,0.757478197339088,0.8148811192636746,1.0,0.8837002167715007
24,0.9771873014185656,0.7190595365164544,0.7083068407731752,0.6589217060805848,0.5165663073811074,0.7832688643945912,1.0,1.0,0.7954138195705598
25,1.0,0.7934246196920648,0.8279108844792723,0.915845470197667,0.962707247769493,1.0,1.0,0.788495617825669,0.9110479799955208
26,0.5258097629855689,0.9470240694842172,1.0,0.5742849860818121,1.0,1.0,1.0,1.0,0.8808898523189498
27,0.7182688309059865,0.7071517659821422,1.0,0.4547752158359757,1.0,1.0,0.8559710754223224,1.0,0.8420208610183033
28,0.7695821531948931,0.871379603040798,1.0,0.62499802654523,0.9791890378207532,1.0,0.9119925654956901,1.0,0.8946426732621705
29,1.0,0.8443843554888281,1.0,0.8367459225945503,1.0,1.0,1.0,0.9564832194366426,0.9547016871900026
30,0.8080760631986426,0.7200083239660707,0.9167285590437184,0.524970606804195,0.85284489040088,0.9306314436880581,0.9005151264581286,1.0,0.8317218766949617
31,0.9808002409240156,1.0,1.0,1.0,0.647642831945478,0.8737187431603342,1.0,0.9533453027516637,0.9319383898476864
32,0.1854736316837799,1.0,1.0,1.0,0.5591000578242415,0.9053452138810364,0.8651000326581192,1.0,0.814377367005897
33,1.0,1.0,0.40777393771342774,0.8439472739560749,0.9064440124374412,1.0,1.0,1.0,0.8947706530133679
34,0.7433754549910617,0.820707030262592,0.9708960602044102,1.0,0.8283322042704959,0.9678565793107837,0.7367721117361236,1.0,0.8834924300969333
35,1.0,0.860980904986207,0.930156626771388,1.0,0.954402002262331,1.0,1.0,1.0,0.9681924417524908
36,0.8309787900033426,1.0,0.5049316406991605,0.9575986860031338,1.0,0.8788670564574963,0.8965667002372115,0.8892569896593923,0.8697749828824671
37,1.0,0.6957765718360701,1.0,0.7843851064378532,0.8484560685603486,1.0,0.9256672107093475,1.0,0.9067856196929525
38,0.7457029467726279,0.8160834658997784,1.0,0.6697327435644402,0.9031867368294567,0.891186644425585,0.8242263498668679,0.9524636314751252,0.8503228148542352
39,0.3057791479657285,1.0,0.7768091649955894,0.852925213194795,1.0,0.998337869034187,1.0,1.0,0.8667314243987875
40,0.8170727374025216,0.5053133805648062,0.9966487132151505,0.9182002831530937,0.8952170913907319,1.0,1.0,1.0,0.8915565257157879
41,0.725638514163136,0.929927612409858,0.7400349085957267,1.0,0.7320400717216584,0.9549689354394861,0.8569222262575957,0.9241460326066692,0.8579597876492662
42,1.0,1.0,0.5448732122715486,0.7169873061278602,1.0,0.5766660712898782,0.9492198283212641,0.9300524972589824,0.8397248644086918
43,0.6752074586252431,0.9774562292587524,1.0,0.8415158936854809,1.0,0.6219925195242099,0.6099918873711382,0.8730828421937994,0.824905853832328
