Num,R_1,R_2,R_3,R_4,R_5,R_6,R_7,Average
1,0.35495382516184515,0.7342223466551036,0.9643266953856456,0.40881888819721873,0.5437107936348201,0.3913419279408211,0.4362034482576853,0.54765398931902
2,0.9325329586798863,1.0,0.7401913901406945,0.6536918683650129,0.6981387390336958,0.5221690027322169,1.0,0.7923891369930723
3,0.4245180611116185,0.28301098955560144,0.518312997361946,0.3866211716975519,0.5302640600051682,0.6132260094674862,0.5417449224533966,0.47109974452182424
4,0.8055780342508979,0.34935201907049607,1.0,0.6945971353753742,0.4919793808097378,0.7410843959164717,0.7586824287618865,0.6916104848835519
5,0.2903320558837023,0.33340686740078,0.5599270409886907,0.6782153933706841,0.5932908903783555,0.6602399579340592,0.7835555014140975,0.5569953867671956
6,0.3299366040489458,0.4147745186634469,0.5827563082537842,0.4547978042638461,0.6209909937391789,0.5457576925723006,0.5955451976979519,0.5063655884627791
7,0.663325871870619,0.928752891319612,1.0,0.5665554788459541,0.9060395287580669,0.5841128613832964,0.5554939370949592,0.7434686527532154
8,0.28816342880116264,0.4830779470233214,0.3693677076996032,0.6461665537434362,0.3388966397614194,0.6403552340672991,0.6322743545649703,0.48547169509445887
9,0.4933849483573868,0.5031034094010034,0.4265292796879796,0.35701688883243204,0.693546284325048,0.8541387967899949,0.9646199630788275,0.6131913672103817
10,0.36411672312967663,0.3843645122445132,0.6140489672439081,0.47733116679208293,0.7946512209243817,0.5989975630102214,0.8203097026006492,0.5791171222779189
11,0.297581752594348,0.33032902073069337,0.3424391718788915,0.4643382521427861,0.440617463780746,0.8828875651570961,0.752257986897881,0.5014930304546346
12,0.289926755111191,0.6063542129006122,0.49592150714935523,0.9570802946394399,0.8787296319064658,0.5615766390560095,0.7100790216499945,0.6428097232018668
13,0.38321240533825035,1.0,0.3166681046575305,0.6901387592187072,0.713700866398798,0.9977195680535282,0.723910291028166,0.6893357135278544
14,0.27871608865644926,1.0,0.5703999732746663,0.42686933303069924,0.45221891922665775,0.6667516491935987,0.7564990654535216,0.5930650041193705
15,0.6918532309097727,0.4709967942343718,0.5351087278347223,0.5977268523998142,0.5215812871760421,0.4432969022054595,0.5587748088967008,0.5456198005224119
16,0.9062193904516265,0.4977801658475743,0.3320481864329836,0.40637588169190203,0.4339002190742049,0.6236670463012643,0.8955516376446896,0.5850775039206064
17,0.4182616841801896,0.3417965964677561,0.3339293732651287,0.426171907789892,0.48326308241567667,0.7401774683361277,0.8831798634733449,0.5181114251325879
18,0.858026557285232,0.5841698142071234,1.0,0.45922933915190167,0.5719814170084906,0.9484369581880234,0.7538938946084527,0.7393911400641748
