Index,Mean,Var,SD
P,0.5062856944046702,0.030161439082617585,0.17367048995905315
Q,0.8783860255386828,0.04747645593684778,0.21789092669693197
R,0.5800792779860771,0.04231902964679403,0.20571589546458005
F,0.654082278672961,0.025448498077636293,0.15952585394736582
