Index,Mean,Var,SD
P,0.6392328796051009,0.024822844184903506,0.15755267114493332
Q,0.8495182626705313,0.03369844597777951,0.18357136480883807
R,0.741368561819095,0.029330660245241155,0.17126196380177694
F,0.7678063782383545,0.016291355019047164,0.12763759249941672
