Num,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Average
1,0.2773871569899632,0.2773871569899583,1.0,0.7878923580878844,1.0,0.09249571899665215,0.5725270651774096
2,0.0,1.0,0.6867945192493946,0.2581217837876204,2.000000000279556e-5,1.0,0.4908227171728363
3,1.0,1.0,1.0,0.920751011220798,0.2685213036408829,1.0,0.8648787191436135
4,1.0,0.0,0.15257588004861267,0.9150399531949169,0.5708835839260753,0.773718210265367,0.5687029379058287
5,0.5810018114557217,1.0,1.0,0.6014780229386646,0.5034327055075172,1.0,0.780985423316984
6,1.0,0.8812243851539869,0.37742010615196164,0.7645455624943844,1.0,0.8120772452907982,0.805877883181855
7,1.0,0.12195265143314482,0.408419719847109,1.0,0.638585784691619,0.35633941738387476,0.5875495955592912
8,1.0,0.6229503919465812,1.0,1.0,0.6963454359405945,0.40006302398294863,0.7865598086450207
9,0.9726532006723939,1.0,0.8933044330378415,0.9032077834810831,0.47944708510202333,0.6465549929278397,0.8158612492035302
10,1.0,1.0,1.0,1.0,0.7871155434303925,0.722197710510001,0.9182188756567321
11,1.0,0.282025987683745,0.24120712361944963,0.7735131603644771,0.8249688745570896,0.6059690543321314,0.6212807000928154
12,1.0,1.0,1.0,0.9332064161884557,1.0,0.3365755243311336,0.8782969900865982
13,1.0,0.5569322841938473,0.4537407173513397,0.0,0.6480764609973955,0.6347889715574013,0.5489230723499973
14,2.0000000000019995e-5,2.0000000000020002e-5,1.0,0.9552299456973615,1.0,0.435143145340319,0.5650688485062801
15,0.9471513704786829,1.0,1.0,0.7591773260431284,0.485451334016679,0.7665836984570129,0.8263939548325839
16,1.0,0.7941008739139146,1.0,0.8839611493279272,0.37413826269772094,0.4179102881491653,0.745018429014788
17,0.35110709188184475,0.7839804278487308,0.5228509122599589,0.5370697073636044,0.6302779639769023,0.7845528344938304,0.6016398229708119
18,1.0,1.0,1.0,1.0,0.4553611359543751,0.938143133357725,0.8989173782186833
19,1.0,0.8798595844232778,0.9944147203608258,0.2491176928994865,0.6072964468475858,1.0,0.7884480740885292
20,0.9061373715009116,0.43678503278487213,1.0,1.0,1.0,0.958646399732142,0.8835948006696542
21,1.0,0.5991513536836374,1.0,0.5917010080836573,0.23348431242811082,0.9803177687026706,0.734109073816346
22,0.3874765582685884,0.38747655826858574,0.9257253470314061,0.8925140395732426,0.31286267351570307,0.2343565493879396,0.523401954340911
23,0.449630427682265,0.8374699551474168,1.0,0.9954135622953134,0.6710527285699349,0.6602745516538749,0.7689735375581342
24,1.0,0.2374385979069199,0.8358849422227843,1.0,1.0,0.9569858552491824,0.8383848992298145
25,1.0,0.08732276902921499,1.0,1.0,1.0,0.3917502077959817,0.7465121628041994
26,0.6280503635310711,1.0,1.0,0.9077694977066155,0.8132159568109572,1.0,0.8915059696747739
27,0.670203871966397,1.0,1.0,0.8088464598090852,1.0,0.9996512105338236,0.9131169237182175
28,0.7829152936490039,1.0,0.8661302904399789,0.3914719738370817,0.5719370264654824,0.7342083749151757,0.7244438265511204
29,0.5999685739113834,0.06712497921366856,0.5906220292677777,0.6990860074559246,0.750792745700591,0.972806798040487,0.6134001889316386
30,1.0,1.0,0.8320763956787158,0.3279703131423925,0.7092248071654366,0.5630293838431996,0.7387168166382908
31,0.1484865610025931,1.0,0.8721444829409425,1.0,1.0,0.677486278956442,0.783019553816663
32,0.6781552269286834,0.027515915777026057,0.027515915777029387,0.9421167527770915,0.0,0.8163777614032864,0.41528026211051944
33,1.0,0.8338485359488426,0.2896038599273573,0.4704669388921953,1.0,0.9340888246543588,0.754668026570459
34,0.49307913697826317,0.0,0.5582960419533528,1.0,0.5159221793420153,0.6370927099052517,0.5340650113631472
35,0.8120033791411211,1.0,1.0,0.8196429168806416,0.633248605976151,0.16523026841770594,0.7383541950692699
36,1.0,0.7953612256579986,0.5251550974253016,0.5341092451260687,1.0,0.2625775487126511,0.6862005194870032
37,1.0,0.6989327391421704,1.0,1.0,0.880576067217682,0.5519509069434477,0.8552432855505501
38,0.8590794943219279,0.4671747226139883,0.6147916921341057,0.23495678567157618,0.2349567856715762,0.7900504913277475,0.5335016619568203
39,0.9471173616090833,1.0,0.6109337884347271,0.8733476200240983,0.8698540802918954,0.6042672163426647,0.8175866777837447
40,1.0,0.7662323451999633,1.0,0.6127879090371054,0.9464716884111166,0.8830998068802788,0.8680986249214108
41,0.43618829970665335,0.7185919248643543,0.6673800973562388,0.5342542102365544,1.0,0.6740291853839433,0.6717406195912906
42,0.7830514079033116,0.3189101882921558,0.31897018829215584,0.9374311924719259,0.44121154188201067,1.0,0.6332624198069267
43,0.8602240772983041,0.7691836056797537,0.5822971977836108,0.40402783634408995,0.5910602457672162,1.0,0.7011321604788291
