Num,R_1,R_2,R_3,R_4,R_5,R_6,R_7,Average
1,0.5976408507004979,0.8802556157516829,0.8525849578729489,0.7851059177861749,0.7250121729357873,0.6808257842067316,1.0,0.7887750427505462
2,0.8887945274036217,1.0,0.9200240607197759,0.8778789535935481,0.872284205132155,1.0,0.9534332347372151,0.9303449973694737
3,0.838832191274063,1.0,0.5884432090418559,1.0,1.0,0.9679898402113487,0.0,0.7707521772181811
4,0.726340053351661,0.6819693141152329,1.0,1.0,0.7484043458313098,0.39952257668732016,0.6053873319444651,0.7373748031328555
5,1.0,0.9752302055701968,1.0,0.7064393214892566,0.9110296083594358,0.6851330507100755,1.0,0.896833169446995
6,0.9596129620445282,0.7997808939610854,1.0,0.7005666042166145,0.9927494848934714,0.851685324607952,1.0,0.9006278956748073
7,1.0,0.9513670596763156,0.6145815906775517,1.0,0.9006240863674702,0.8961357639542047,1.0,0.9089583572393632
8,1.0,0.9335608979875808,1.0,0.5427838116261703,1.0,0.0,0.8980696814890077,0.7677734844432512
9,0.6916207091621298,1.0,1.0,1.0,0.7581330665388305,1.0,0.6353764095259457,0.8693043121752723
10,0.8175577744937572,1.0,0.7382404143293739,0.751290991645027,0.6649359911844278,0.9130062801748677,0.8199880104221543,0.8150027803213725
11,0.8867347887785962,0.7212302455112489,1.0,1.0,0.7013676381423468,0.8295499169112842,1.0,0.876983227049068
12,1.0,1.0,0.6855198833684361,1.0,0.8233735729619002,0.560424301037542,0.9367262397470252,0.858006285302129
13,1.0,0.9630654398810237,1.0,1.0,0.9090690211676185,0.9021640969158117,0.7484148938247234,0.9318162073984537
14,0.894964159672159,0.8534630619880543,0.9441428654398799,0.8050823929282498,0.6671235603697853,1.0,1.0,0.8806822914854469
15,0.8736632259254371,0.658894405859412,0.7346022627032576,1.0,0.9114902197304802,0.9741183889550494,0.9596694807530038,0.8732054262752342
16,0.798750054331388,0.812977729432149,0.7943776912641525,1.0,1.0,0.9039737558192836,0.913218274120206,0.889042500709597
17,0.9327603991272967,1.0,0.888597347180525,0.5995782264597631,1.0,0.7744974647547928,1.0,0.885061919646054
18,1.0,0.8538751498998833,0.9293259322732472,0.7965165245301333,0.8958975801479343,0.8166522463294372,1.0,0.8988953475972338
19,0.742547470045931,0.7872580839908322,0.9527180315210678,0.8935741340553967,1.0,0.8434705728648173,1.0,0.8885097560682921
20,0.6423246175456363,1.0,0.841672472499364,0.8214823552999886,1.0,1.0,1.0,0.900782777906427
21,0.944275281236277,1.0,0.7851551846343495,0.6655054117880759,0.7944396830610925,0.9088029021392792,1.0,0.8711683518370107
22,1.0,1.0,0.7548945897261821,0.3697052980997662,1.0,1.0,0.8178205880264733,0.8489172108360601
23,1.0,0.9260105626149469,0.8862178009259971,1.0,1.0,1.0,1.0,0.9731754805058491
24,0.8185532247741966,1.0,1.0,0.9106769655936965,1.0,0.9465909698507284,1.0,0.9536887371740888
25,1.0,0.7869788981551199,0.7058163066218951,1.0,0.787316386812929,1.0,0.5880179649135108,0.8383042223576364
26,0.6945919250287794,1.0,1.0,0.8579540739498785,1.0,0.8504069555464436,0.6366322652669044,0.8627978885417151
27,0.9436177705461685,1.0,0.7217784952136606,1.0,0.6263282271465199,0.7975671225611642,0.714803263197781,0.8291564112378991
28,1.0,0.8304428716397941,0.6331710725319681,1.0,0.9537617340106535,0.8928188348469339,0.9495220896275527,0.894245228950986
29,1.0,1.0,0.6483178453111553,1.0,0.9706611648802068,0.8508305818929854,0.91546697802498,0.9121823671584754
30,0.9884108015938781,1.0,1.0,1.0,0.0259922139633615,0.6736651988296519,0.9357812371561947,0.8034070645061552
31,0.6596002208048285,1.0,0.0,1.0,1.0,0.7902262821214676,0.9752891195524033,0.7750165174969571
32,1.0,1.0,0.5074656984396301,0.9772640889468805,1.0,0.9364880676611138,0.993742821643667,0.9164229538130416
33,1.0,1.0,1.0,0.8956872070181391,0.9248337753752546,0.9043060224112397,0.9316051241883514,0.9509188755704264
34,0.7734641954357001,1.0,0.8421152423994515,0.9396392417550196,0.6067211305763702,0.9546454627532684,0.710173187497543,0.8323940657739076
35,1.0,0.7385816500136272,1.0,0.9505022298711958,0.8548863980704517,0.7097260741179715,0.8732348869868637,0.8752758912943014
36,0.5200776155521694,1.0,1.0,0.9226975513946895,0.3554658034136548,0.8028953954240752,0.9109003273162412,0.7874338133001186
37,1.0,0.72560486411696,0.8672028070166534,1.0,0.8327099639427797,1.0,1.0,0.917931090725199
38,1.0,0.940265166672237,0.6742336821838599,1.0,0.843076663651788,0.7893224463048352,0.9170266224223104,0.880560654462147
39,1.0,1.0,0.889589511718793,1.0,1.0,0.6767941462317121,0.8485538375300516,0.9164196422115081
40,0.9042188075697598,0.7800759719584712,0.8747079115384104,0.8344183309507474,0.9414517246652424,0.9273733897737572,0.6174854610146535,0.8399616567815774
41,0.7966774585528053,1.0,1.0,1.0,0.8512828325257993,0.6293243560068977,0.9770789330075205,0.8934805114418604
42,1.0,0.9846097656590285,0.6869217876363266,1.0,0.9192757974850622,1.0,0.8521116401339052,0.920416998702046
43,0.9039977850354809,0.6548351816473365,1.0,0.8918039539258529,1.0,1.0,0.8344883360074489,0.8978750366594455
44,0.9435836051350986,0.528486190229883,0.8805125283429358,0.9587440101137493,1.0,0.6810462898554182,0.9967122792880819,0.8555835575664524
45,1.0,0.8636925721077635,0.6681583347735521,0.95606374668474,0.797222778853113,0.8929063382916054,1.0,0.8825776815301106
46,1.0,0.6427442103108492,0.941211762556671,0.9270954699822462,1.0,0.7528196514028458,0.2873101116515818,0.7930258865577421
47,0.9030466959323026,1.0,0.675828017079504,1.0,1.0,0.6703344563213032,1.0,0.8927441670475871
48,0.8240755895295486,0.9816464461640085,0.5674871246170299,0.675915359087091,0.8618654579310131,0.9879230725113151,0.6610386127386219,0.7942788089398041
49,0.7537044480171082,1.0,0.7654276810969101,1.0,1.0,0.7150025868631569,1.0,0.8905906737110251
50,0.9799657878936983,0.99842874788853,0.8207302472007287,1.0,1.0,1.0,1.0,0.9713035404261366
51,1.0,0.9771200354038743,0.9726774850191462,1.0,0.7126649103890207,0.4775217877428931,0.7103179616625616,0.8357574543167852
52,0.4869258261565305,1.0,1.0,0.9999580161269259,1.0,1.0,0.942769208495069,0.9185218643969321
53,1.0,1.0,0.7547342306202834,1.0,1.0,1.0,1.0,0.9649620329457547
54,1.0,1.0,1.0,1.0,0.7671806463071766,1.0,0.4487041612154534,0.8879835439318043
55,0.7872316150041228,1.0,1.0,0.8099934254663476,0.0,1.0,1.0,0.799603577210067
56,0.7146626179489516,0.7782846412079855,0.6062631353480578,1.0,1.0,1.0,1.0,0.8713157706435707
57,1.0,0.8508687835106176,1.0,1.0,1.0,0.7722333850282181,0.8247458975012321,0.9211211522914383
58,0.9613473945639328,1.0,0.826532702265882,0.9330361113921701,0.9239474663117507,1.0,0.9382397001690298,0.9404433392432522
59,1.0,0.9460447681129327,0.9407749483029455,1.0,0.6705194433353495,0.912911291606871,0.7525631124476443,0.8889733662579634
60,1.0,0.7517428092484012,1.0,0.432560359591706,0.8825058981838664,1.0,0.6160132829450968,0.8118317642812958
61,0.9848586869951185,1.0,0.7694414381639327,0.53983587622852,0.828754442717919,1.0,1.0,0.8746986348722129
62,0.9322314011435052,1.0,0.9574906724526021,1.0,0.9505536686285341,0.5575722374239519,0.945554349580483,0.9062003327470108
63,0.9333111036804339,0.6261875983620157,1.0,0.7680787278528318,1.0,0.9178991381938993,0.8726005497343831,0.8740110168319377
64,0.9720084413049777,0.854636375475855,1.0,1.0,0.9491934947248301,0.731206083559744,1.0,0.9295777707236296
65,0.946270907866561,1.0,0.9620779158888785,0.5484459687256389,1.0,0.7090599080003588,1.0,0.8808363857830626
66,0.7624890604753414,1.0,1.0,1.0,0.8928800035203828,1.0,0.9321854888286009,0.9410792218320465
67,0.8706636265055049,0.8424372110305203,1.0,0.0,0.7818699584478292,0.7378821336194785,0.7616833639546994,0.7135051847940045
68,0.6898507128736365,0.7235310170708606,0.8554094332269319,1.0,0.6256896836355968,1.0,0.7487382517420251,0.8061741569355787
69,1.0,1.0,0.0,1.0,0.0,0.9512918793287657,0.806902366767781,0.6797420351566495
70,0.8723563244844239,0.8449621535974369,1.0,0.9072565339258966,0.24629144251635787,1.0,0.9383099425789898,0.8298823424433007
71,1.0,1.0,0.22731454219046193,1.0,1.0,1.0,0.6735085157986812,0.8429747225698776
72,0.8326741471639691,1.0,0.7631461409089998,1.0,0.5096031614662797,1.0,0.892044272307973,0.8567811031210316
73,0.9544821671140415,1.0,0.7860258291592253,1.0,0.9286083995601448,1.0,0.8265919142506839,0.9279583300120136
74,0.9113422726264223,1.0,0.7194876607785782,1.0,0.6366194742263217,0.6046093531230592,1.0,0.8388655372506258
75,1.0,0.9890591092959736,1.0,0.9364191492229869,0.8418981788878028,0.7290966516536153,0.864104527011851,0.9086539451531757
76,0.7803488997106767,1.0,0.8276415663948515,1.0,0.9751197513329868,0.8375294730361252,0.8242248647100379,0.8921235078835253
77,0.8273083978799001,1.0,0.8141977481803218,1.0,0.881927044643034,1.0,1.0,0.9319190272433222
78,1.0,0.570136504982498,1.0,0.22736563777653132,1.0,0.7825839908053,0.7929636829680871,0.7675785452189167
79,1.0,0.7324165230609058,0.6671200018743358,0.9339002320806205,0.6381788635493291,1.0,0.8216656798521706,0.8276116143453374
80,0.7409822122353886,0.9526167544180325,0.857647563683779,0.9270786776133553,0.9580449960895278,0.8842357499455038,1.0,0.9029437077122265
81,1.0,0.8166088291128392,0.9018196612170557,0.9523614659186638,0.6354117495288518,0.8077351767151704,0.7643540785020679,0.8397558515706642
82,1.0,1.0,1.0,1.0,0.9604470835737998,0.8180305248605754,1.0,0.9683539440620537
83,1.0,0.9595810090397325,0.6494769682277528,0.91295028050309,0.7043473752311642,0.819907493221691,0.6823132690040384,0.818368056461067
84,1.0,0.9601953097460336,0.7301371193406593,0.7532102541507619,1.0,0.7558407631498111,1.0,0.8856262066267523
85,1.0,1.0,0.8022464757559656,1.0,1.0,1.0,0.9590825519987554,0.965904146822103
86,0.9567953830434558,0.920433922715209,0.9335106501178884,0.8743994655887783,0.4887110858297446,0.822494252311807,1.0,0.8566206799438404
87,1.0,0.9544722744650106,0.9340538831813534,0.6035464019365535,0.8153637791578345,0.6342875602222218,1.0,0.8488176998518534
88,0.9343684603190908,0.6693595271859234,1.0,1.0,0.8244179948209265,0.6199663894789783,0.8110815002027296,0.8370276960010926
89,1.0,0.7241697524659403,1.0,0.8386226116028044,0.837838656676488,0.5426782947488383,0.5043231104919774,0.7782332037122927
90,0.9438152664158618,0.9997935098448567,0.8921947342531606,0.9896696491031992,1.0,0.7378885662973429,0.6910253138463217,0.8934838628229634
91,0.8238439275444421,1.0,0.8828333233894091,0.8722734304509383,0.9612674418094539,0.4426452160745446,0.5935682834145342,0.7966330889547603
92,1.0,1.0,0.9711599901859241,1.0,0.8508983157076545,0.6733163649800757,0.730800586572206,0.8894536082065514
93,0.8211620019504695,0.9706616406699068,0.9223364491851909,0.7554483702865176,1.0,1.0,1.0,0.9242297802988693
94,0.9684379579575336,1.0,0.6156116795539203,0.7235159321677809,0.8571962344349996,1.0,0.7627985498339495,0.8467943362783119
95,0.643799883717205,1.0,0.9300731945623167,0.3642977355404494,0.7688617597861884,1.0,1.0,0.8152903676580229
96,0.8769263990810922,1.0,1.0,1.0,0.8495482131046771,1.0,1.0,0.9609249445979671
97,0.8621836186632307,1.0,1.0,0.8757776788192072,1.0,0.9845471444582738,0.9506275016488627,0.9533051347985106
98,1.0,1.0,1.0,1.0,1.0,0.9530874527551522,0.8672181206587681,0.97432936763056
99,1.0,0.5436414010654292,0.7791102476309175,1.0,0.6572636579546824,1.0,0.8661604820032864,0.8351679698077594
100,0.8644496054071995,1.0,0.8069446115625134,1.0,0.8170428152499666,0.9209768161007643,0.9387180041045837,0.9068759789178611
101,1.0,0.5849775122614106,1.0,1.0,1.0,0.6821521528491956,0.24577385684894787,0.7875576459942221
102,1.0,1.0,1.0,1.0,1.0,0.9250526065884062,0.742223870389232,0.9524680681396626
103,1.0,1.0,0.6727208867304716,1.0,0.5583452983208591,0.6022951401321108,1.0,0.8333373321690631
104,0.85042013456886,1.0,0.8503487921526135,1.0,0.7719272678281007,0.7430587487647728,0.7456144227228287,0.8516241951481679
105,0.9714188646371552,0.9375346735550155,0.8326426453069223,0.5636238976373923,0.7331324813489087,0.786867549304834,0.8494331998908967,0.8106647588115894
106,1.0,0.779747991935551,1.0,1.0,1.0,1.0,1.0,0.9685354274193644
107,0.7705549090151901,1.0,0.8107132624763757,1.0,0.8837790641361329,1.0,1.0,0.9235781765182427
108,0.9904422955348859,0.7326059929455421,1.0,1.0,1.0,0.7171097950967383,1.0,0.9200225833681666
109,0.998085465974525,0.8645868310372338,0.7553657552233366,1.0,0.8514899916435436,1.0,1.0,0.9242182919826627
110,0.9015383383944365,0.7168550162907343,1.0,1.0,0.5809984124134551,1.0,0.8388255703932963,0.8626024767845603
111,0.6385640193953932,0.8904588065745527,1.0,0.6835109770484263,1.0,0.6629917956296754,0.9193698792834089,0.8278422111330652
112,1.0,1.0,0.8683270764199432,0.6890476859277039,0.968233183964127,0.9972407321837863,1.0,0.9318355254993657
113,0.9266951627919383,1.0,0.9400516431147743,1.0,0.8139318500216774,0.5697268184480856,0.5052167821437098,0.8222317509314551
114,0.9308879038215356,0.8051235079174981,0.7873179946992174,0.8232026421575097,0.7068335318366277,0.7590844133325084,0.6746355171074246,0.7838693586960458
115,1.0,0.7963735433432245,0.8723745134465142,0.41049788075512256,0.7703581829944839,0.6321491084366547,0.9125787140273537,0.7706188490004792
116,0.7758463955299129,0.9032001699511255,0.8666718937760446,0.9435700743035701,0.9531177464571695,1.0,0.7407137106224906,0.883302855805759
117,0.8776113205465067,0.8700280742056578,0.6238941582225741,1.0,0.8866574764879499,0.9004073624791891,0.978823041321827,0.8767744904662436
118,1.0,0.8650135334377543,1.0,0.7712556167474358,1.0,0.8475958773885889,0.3387914481532388,0.8318080679610025
119,0.394653834933601,0.7631165742732193,1.0,0.6223764283170268,0.9497422377356346,0.4626483438992824,1.0,0.7417910598798235
120,1.0,0.8619391747119728,0.7390189484616105,0.9075053194419801,1.0,1.0,0.9489612510216844,0.9224892419481783
121,1.0,1.0,0.9058826755802365,0.5763326552146373,1.0,0.7402449932232371,1.0,0.8889229034311585
122,0.9907305479247241,0.8786917088578929,0.555209570677631,0.0,1.0,1.0,0.9895180437532078,0.7734499816019221
123,0.8953733231495226,1.0,1.0,0.8888314833499088,0.7131119425214054,0.8561494405705518,0.9242400314429603,0.8968151744334784
124,0.6792768339542672,0.703836417907583,1.0,1.0,1.0,1.0,1.0,0.91187332169455
125,1.0,1.0,0.8337636253527275,1.0,0.6505951440441168,0.7662847448550801,0.8474846040996612,0.8711611597645124
126,0.7888342098018447,0.8539514625017186,1.0,0.44998251496906183,0.8302797456057833,0.6858469908959762,0.5326606853641535,0.7345079441626484
127,1.0,0.9813423609654048,0.6741195514717354,1.0,0.6098043618350492,0.8297621989084201,0.8839653373815511,0.8541419729374515
128,1.0,1.0,0.8711545655764114,1.0,0.5680780340587546,0.831629043312419,0.8816680838250888,0.8789328181103819
129,0.9644123981109015,1.0,0.8330900792865046,1.0,0.6712353647126402,0.86681410642288,0.8168590720634512,0.8789158600851967
130,0.8297231422099943,1.0,0.9527142288432714,0.7984657371098854,1.0,0.9854519038464926,0.49111749019568174,0.8653532146007606
131,0.5843808131602319,1.0,0.8282394247828612,1.0,0.8761543706194499,0.0,0.5164836095775578,0.6864654597343
132,1.0,0.8650952230333783,1.0,1.0,1.0,0.6987139062379057,0.824546466841743,0.9126222280161468
133,1.0,1.0,1.0,1.0,1.0,0.7772920527432831,0.8219073783735228,0.9427427758738294
134,1.0,1.0,0.9973069297527956,0.9156235480354892,0.872499963509826,0.9065453382594754,0.8162485553167316,0.9297463335534738
135,0.6331572422751963,0.44777254222078755,0.0,0.9827964587305095,1.0,1.0,1.0,0.7233894633180705
136,1.0,1.0,0.8596061630320563,0.8908089120711534,0.5667644629721321,1.0,1.0,0.9024542197250488
137,0.9788257916662413,1.0,0.9027000901595883,1.0,0.4672847554958921,0.9393856869734958,1.0,0.8983137606136025
138,0.38985146924659114,1.0,0.9868672513525052,0.6810896434072284,1.0,0.8639291429941768,1.0,0.8459625010000718
139,0.9149140703746417,0.8713345911636737,0.7184285105420848,0.8765420296172144,1.0,0.8349534524450685,0.847683650560478,0.866265186386166
140,1.0,1.0,0.1547726503730337,1.0,1.0,0.8524096712329783,1.0,0.858168903086573
141,1.0,0.7332767386988308,0.9999147798855075,1.0,1.0,0.9619727589756363,0.8334625947346066,0.9326609817563687
142,1.0,1.0,0.5059140006457243,0.6727276157303582,1.0,1.0,1.0,0.8826630880537261
143,1.0,0.7805320640439893,1.0,0.7014085791414113,1.0,0.6802053210292139,1.0,0.8803065663163735
