Num,F_1,F_2,F_3,F_4,F_5,Average
1,0.7356323813789396,0.6656349540580659,0.7900847011177625,0.1666680272527592,0.7285060918258826,0.617305231126682
2,0.7576991532635797,0.5970578758865446,0.670603621776527,0.35629177671444767,0.34458598085145975,0.5452476816985117
3,0.8704996298593473,0.7941081398290346,0.8039742287170983,0.8383997355818709,0.8997677375619122,0.8413498943098527
4,0.3934428648061127,0.6407716150984955,0.8159771151086513,0.4757954957482065,0.7688995475741186,0.6189773276671169
5,0.0,0.05122295919212445,0.23792752273238305,0.9161885376499231,0.8273254688417313,0.4065328976832324
6,0.0,0.12422024612918546,0.9498819420548761,0.5780601760541892,0.553317868231559,0.44109604649396195
7,0.5387208267557393,0.5000032740082565,0.7200218134004488,0.6620786425803334,0.6840393089466718,0.6209727731382899
8,0.4819307830370518,0.7120120613688973,0.8181824024536215,0.6254199841229546,0.596536077409864,0.6468162616784777
9,0.9124430841968019,0.19417678309936937,0.7147894903611486,0.7896521400821872,0.8432388363319976,0.6908600668143009
10,0.6931894021419411,0.5578305743438333,0.9403176648342167,0.8319793665557348,0.4073615720655101,0.6861357159882472
11,0.6671139497580441,0.7576938303863509,0.6927592269525945,0.09475013428362716,0.7770470048597699,0.5978728292480773
12,0.7989258314566235,0.9362622892598937,0.47110955072927063,0.8226449822954953,0.6069280463370432,0.7271741400156653
13,0.8291621718129004,0.7108545308368807,0.4959989845542065,0.0,0.4392860689042883,0.4950603512216551
14,0.39343354835904404,0.6360730355591737,0.23961090613688432,0.6849331018216904,0.7628465903886978,0.543379436453098
15,0.423703460043905,0.6682804250331386,0.3382925566444528,0.6149084617824185,0.8828039921081366,0.5855977791224103
16,0.6801693767423362,0.5938926449705128,0.8770493369694867,0.5337669225313438,0.49535629086593774,0.6360469144159234
17,0.8990365761139756,0.7172107297183101,0.7170433200062877,0.6491501504631878,0.838941136364565,0.7642763825332652
18,0.5173905739117632,0.5383110512352909,0.816224036759031,0.3388110222952658,0.8415004745060628,0.6104474317414827
19,0.31362825893143964,0.6178315461428603,0.831168693094989,0.7000426166005593,0.5239469847746278,0.5973236199088952
20,0.7454088221805816,0.6259831473178855,0.5106359265770067,0.8787375293169299,0.6969287653435072,0.6915388381471821
21,0.26966374165948154,0.886588910750818,0.6843594092188728,0.6100546233627661,0.6930296529979724,0.6287392675979822
22,0.5607490812883514,0.327866917495107,0.6924913946283856,0.4184128459685714,0.6015700036571132,0.5202180486075058
23,0.4444467399554076,0.8135716122437852,0.8104710874735165,0.7165359478538406,0.8286174881591594,0.7227285751371418
24,0.23952921578450306,0.32271612248170184,0.5786498043441369,0.6474642991367028,0.8963839625925353,0.5369486808679159
25,0.57396532064987,0.7656116862890151,6.603173376245505e-7,0.815057083382055,0.7097176770710375,0.572870485541863
26,0.731926941890225,0.5345386203194183,0.85117401993859,0.9316584851640431,0.5225434413328238,0.7143683017290201
27,0.7272746275894096,0.6507046881211002,0.5333318684463355,0.35133269076961643,0.5015900636032026,0.5528467877059329
28,0.8055321356856973,0.3342500585179397,0.7618995224956172,0.7125215362985946,0.7264121251266374,0.6681230756248973
29,0.7600895361856547,0.6377332794437038,0.873190670165229,0.512820358767821,0.7834850122843362,0.713463771369349
30,0.0,0.08969303443892507,0.5633552932388455,0.7446766779742837,0.8148877470266264,0.44252255053573614
31,0.38461184539962123,0.43478966915446793,0.5748515586823761,0.29417129720343527,0.6508304325658778,0.46785096060115566
32,0.3390029664538361,0.6974639791179007,0.8327903029664465,0.7209806349723387,0.7183909582446142,0.6617257683510271
33,0.3974857419622673,0.5779014078874688,0.8119261541734504,0.7140479510156068,0.8622543988812827,0.6727231307840152
34,0.4819348003777194,0.7492376573333737,0.8224287373589307,0.7520378459357263,0.6039125138257332,0.6819103109662967
35,0.7328871465636585,0.6713499319415343,0.8214291646036406,0.9809062040041716,0.7796418919603,0.797242867814661
36,0.0,0.4860553548297476,0.14723533440712547,0.5780601760541892,0.553317868231559,0.35293374670452426
37,0.5173905739117632,0.5383110512352909,0.816224036759031,0.3388110222952658,0.8415004745060628,0.6104474317414827
38,0.6856871843724093,0.0,0.5131748718116863,0.5897155378154338,0.5967950949652392,0.47707453779295383
39,0.29295024864555336,0.5949354772194902,0.10255603941549815,0.6690797604636368,0.6929445711066323,0.4704932193701622
40,0.0,0.1941725213802873,0.2285688467285191,0.2605328401480251,0.3539795974095486,0.207450761133276
41,0.6187971500351319,7.479644206664294e-6,0.591294386852749,0.8094445139609506,0.2797248957773809,0.4598536852540839
42,8.272761939707869e-7,0.9384857993192744,0.0,0.7785406640545554,3.780717745830613e-7,0.34340553374435967
43,0.4199463962199328,0.816128392735049,0.5801041353992075,0.8517768110011655,0.8470961680811928,0.7030103806873095
44,0.36338186734850103,0.5334578448802566,0.8659889876809046,0.8463722628467693,0.5630295685479361,0.6344461062608735
45,0.0,0.8424356716006002,0.5633007528637989,0.5000027892906889,0.5660273060719964,0.4943533039654168
46,0.7305620806165513,0.8257728059840991,0.7748658194732969,0.8515841696705164,0.7353934534743778,0.7836356658437682
47,0.7031178904438081,0.9176796262476676,0.9095919406024682,0.7221593432536481,0.6481095346335298,0.7801316670362244
