Num,F_1,F_2,F_3,F_4,F_5,Average
1,0.7848294420461237,0.6262429119846034,0.8154557312563384,0.7502851653960201,0.7691600003165318,0.7491946501999236
2,0.5342538048205855,0.4789048383914331,0.6358157936308515,0.7384564987569868,0.37954718548606464,0.5533956242171844
3,0.7077730950120327,0.7792555107203412,0.7848590767923077,0.7349352606944883,0.6297442061489152,0.727313429873617
4,0.4630883560663863,0.6144256403030498,0.9475622144704733,0.7667527820577005,0.7117348093334172,0.7007127604462055
5,0.0,0.18674202297798054,0.5262930633614517,0.9290730123799816,0.7620458325453033,0.48083078625294345
6,0.0,0.6507313279688282,0.6291121724646446,0.8078557439745061,0.7516591240416151,0.5678716736899189
7,0.20263983281699632,0.6808542807317868,0.7566135518936796,0.7737377143420067,0.5479733803523777,0.5923637520273695
8,0.7606861991459254,0.6226437712168305,0.9527526974014279,0.7968394999446745,0.6734722437126529,0.7612788822843022
9,0.750798134089185,0.4799849872485423,0.6217587539649049,0.7543889078353585,0.7515973664687974,0.6717056299213576
10,0.6082199942366981,0.9555002294950397,0.8337575323305313,0.9368123466960663,0.9152213397392229,0.8499022884995118
11,0.8968541104359358,0.8193053841021102,0.836061880892704,0.5666255886124341,0.7061470817519041,0.7649988091590176
12,0.6747409525451943,0.816398330829278,0.7950254590400516,0.8066223216930253,0.6767432946895758,0.753906071759425
13,0.46511968198271897,0.301194599884236,0.2818609515362076,0.373547633846664,0.7727145993222738,0.43888749331442006
14,0.7904127615487133,0.5344441270951756,0.3846319752371414,0.8000011999988021,0.5814963929338446,0.6181972913627354
15,0.7391111799444651,0.7674580080224225,0.7726895983480295,0.8143317842480983,0.757695679046173,0.7702572499218376
16,0.8996866716279722,0.5181647096486561,0.830594882946092,0.4825803561877465,0.5956219542040315,0.6653297149228996
17,0.494175235944653,0.8399988156016699,0.6578988203267696,0.7375107760003023,0.6685732342194541,0.6796313764185697
18,0.5667958813075971,0.5097581388163092,0.9419966938109505,0.8309343382092402,0.8527104196654283,0.740439094361905
19,0.0,0.7397048532823556,0.8143281639468408,0.8785690782332763,0.4231163238603764,0.5711436838645698
20,0.5302329137092558,0.43253403917083094,0.557098110324911,0.7800223110340002,0.7075839601889363,0.6014942668855869
21,0.37989244996247246,0.9157140382710043,0.8602081720768672,0.7083600787624441,0.9215682665079721,0.757148601116152
22,0.14156057481272627,0.615375668581243,0.7346763121088832,0.7439243704404518,0.6226961397326616,0.5716466131351933
23,0.6885285173842511,0.7722883488317389,0.7524794057847606,0.9358429839086513,0.7276851003148653,0.7753648712448535
24,0.6299563106463357,0.060379207253840245,0.5582546698715378,0.48844748073193267,0.886848002982716,0.5247771342972725
25,0.7582982622868759,0.7521067535949257,0.5681765868646147,0.8193668933126836,0.6284514642419536,0.7052799920602106
26,0.5538408370327964,0.0009025878512569886,0.40829036658151946,0.9443418147226894,0.9731516308500182,0.5761054474076561
27,0.6363802295952597,0.5978292947320357,0.6451744015380488,0.726745257324413,0.5710439216619602,0.6354346209703434
28,0.6000240577309028,0.5244331256309129,0.568176229187895,0.8058826760626199,0.7653939401552877,0.6527820057535236
29,0.8382684993282532,0.5013222389013917,0.8538812997867541,0.7012408671883028,0.5928451072147141,0.6975116024838831
30,0.0,0.32568190962207844,0.4041651757918785,0.7351441037212981,0.7815957231839319,0.4493173824638374
31,0.6199995949170295,0.4174452728592599,0.32000037631991607,0.42105309695277154,0.6471184646864256,0.48512336114708055
32,0.56744209303424,0.667211532351271,0.8333314963421367,0.7506387106269163,0.7183927748133866,0.7074033214335901
33,0.5782009672404353,0.7589348923930629,0.8440445788591353,0.7074812747880638,0.7526906288656723,0.728270468429274
