Num,P_1,P_2,P_3,P_4,P_5,P_6,P_7,Average
1,0.4744078871106473,0.4543347966526732,0.3747146361112007,0.3912985192795688,0.6078910244161684,0.5289370604752524,0.41295055800361136,0.46350492600701737
2,0.8384896391940824,0.4485995315246182,0.4404835828004861,0.5122815727649328,0.7870166182703479,0.5200666041211479,0.5184312448395527,0.5807669705021669
3,0.39109465555562317,0.45045779980188916,0.4262684996304865,0.5165488754579637,0.4451572336314851,0.615859323283762,0.6679823038320164,0.5019098130276037
4,0.5314111260501623,0.3555145756293291,0.5991148006139807,0.6976476228917563,0.562804131458869,0.5469204046014903,0.5624671035224729,0.5508399663954372
5,0.4298861772035359,0.45596621812516225,0.653848431543668,0.439071837593362,0.19014275288977686,0.7304968803521535,0.3785430898087262,0.46827934107376923
6,0.320847325769257,0.4166067807535146,0.6755178370663187,0.5165270404607897,0.6893979095318878,0.5478154952504812,0.43180887334300766,0.5140744660250368
7,0.5017064251571134,0.35836107952256746,0.3754424629274376,0.4328153535625266,0.5245106620480805,0.47034944576291193,0.38007901340260364,0.4347520631976059
8,0.40497258059908536,0.5006413443996488,0.7467085585017257,0.543754083054514,0.42554590396613023,0.6262029452927135,0.5471332167730041,0.5421369475124032
9,0.9859047298895017,0.5945090892922464,0.8083186131793633,0.5964023470669871,0.4690379286116443,0.6376019369779494,0.3556346333155185,0.63534418261903
10,0.5082272651019133,0.6352834023970065,0.4036136755196053,0.6841516500236897,0.6404698112827742,0.393271178807168,0.7341066082777312,0.5713033702014126
11,0.3549220357801986,0.5035989031005568,0.6309790231238513,0.6499109016614498,0.7079258929481553,0.49410206794324596,0.5422630885616055,0.554814559017009
12,0.6744410942908281,0.437137577442917,0.317189512777308,0.558236318149774,0.39165846419965894,0.2537563542282122,0.3509123460899421,0.42619023816837714
13,0.4800205611372305,0.4030999106216966,0.7365310622490522,0.16939438022936806,0.8178950080700338,0.35438718851613765,0.6260951091456103,0.5124890314241614
14,0.26891414119384205,0.4338591640604948,0.7172175872297609,0.49996845088906794,0.5443672232912763,0.8536647518953621,0.7295649247915866,0.5782223204787701
15,0.6438756703010008,0.5432162434010894,0.5269794883147086,0.36968691723843294,0.6098460083431151,0.6346005635492378,0.6682358027568863,0.5709200991292102
16,0.5469634662309626,0.47198159466628753,0.7815642061323391,0.6608336637718555,0.4773834959950202,0.5106800075543901,0.2665400414712968,0.5308494965460218
17,0.32587942593920244,0.2715645657447831,0.6660860748946507,0.7468495421804219,0.6521209130901431,0.44316179583508786,0.4727045171286238,0.5111952621161304
18,0.47378179357651334,0.8951457048249463,0.19548219069585593,0.7903819941684773,0.4126842337776852,0.7809997440331157,0.45855316356167247,0.572432689234038
19,0.41224941193219106,0.33452457059350915,0.560269103654518,0.7276642159244766,0.6784120799762124,0.510874951452139,0.6260506323937098,0.5500064237038224
20,0.28389555245990733,0.4894749180773215,0.6508593005186883,0.5419861295475451,0.6194112830331249,0.4946699286179085,0.353881688454547,0.49059697152986326
21,0.572838266874863,0.6521202602391634,0.42999537874508276,0.5055956750259756,0.5096210210076005,0.38221452567707404,0.4194990986913201,0.4959834608944399
22,0.5178600806560472,0.653264814344579,0.40470372215731865,0.6542121238586318,0.6711753933841095,0.6148080513119815,0.3738707450715192,0.5556992758263124
23,0.6534062120197892,0.8155917458344176,0.6734914097752284,0.0,0.5745563813677189,0.37317989946590646,0.3019245866735446,0.48459289073380074
24,0.12174920353990305,0.8456784739266426,0.5556348737390595,0.9218537797317381,0.5834169399724709,0.37042461355694467,0.7833224945626319,0.5974400541470558
25,0.4303847469998953,0.5861521040145662,0.6260521185742047,0.4979527930519917,0.6075255384372361,0.8139648783150192,0.7143862132853726,0.6109169132397552
26,0.42395514706213816,0.5656788044977981,0.3250499060530832,0.6176715849426889,0.5448097946813379,0.5641673011482471,0.3915525533821372,0.49041215596677584
27,0.36036390381149586,0.3082477896614621,0.5646216156668427,0.11574012957848503,0.676199555319141,0.4394379198470796,0.7031028982608851,0.45253054459219877
