Index,Mean,Var,SD
P,0.5851401211266045,0.03270066183973526,0.18083324318204122
Q,0.8468675320696679,0.046899397736670796,0.21656268777578191
R,0.6990112879927899,0.043765138056984926,0.20920119038137647
F,0.720590979951294,0.02478568861864004,0.15743471224174177
