Num,Q_1,Q_2,Q_3,Q_4,Average
1,0.0,0.0,0.0,0.0,0.0
2,1.0,0.6033206468669036,1.0,1.0,0.9008301617167259
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.6424731654212786,0.47038211181226064,1.0,0.5282138193083848
5,0.0,0.5864736984462411,0.9877411747501388,0.8308783402648845,0.6012733033653161
6,0.0,0.5276198549881109,1.0,0.6447013637215685,0.5430803046774199
7,0.7969869554984143,1.0,0.8095466729533862,0.5785244232428332,0.7962645129236584
8,0.30429290165969736,0.546616202454889,0.5102017768591951,0.9098998046196849,0.5677526713983666
9,0.0,1.0,0.6625951560552418,1.0,0.6656487890138104
10,0.5430955578676141,0.6616556273207278,0.8192220105035224,1.0,0.7559932989229661
11,0.0,0.5344391739346039,0.148596641245954,1.0,0.4207589537951395
12,0.3832580414454621,0.24844251928227942,0.5520943115920074,0.11351811352967497,0.324328246462356
13,0.0,0.16233604018927675,0.08053714852099549,0.8172347389585407,0.26502698191720325
14,0.1839971034004101,0.8426079001874851,0.18582878578437112,1.0,0.5531084473430666
15,0.0,0.5864736984462411,0.9877411747501388,0.8308783402648845,0.6012733033653161
16,0.3958366970440266,0.3601198443698132,1.0,1.0,0.68898913535346
17,0.0,0.5344391739346039,0.148596641245954,1.0,0.4207589537951395
18,0.5433176573129944,0.34352502561016945,0.7121502153511674,1.0,0.6497482245685828
19,0.0,1.0,0.9463641892867415,1.0,0.7365910473216853
20,0.0,0.5344391739346039,0.148596641245954,1.0,0.4207589537951395
21,0.8448140254599353,0.8307177438722715,0.7611162369651079,0.7236436082419511,0.7900729036348164
22,0.6259327479081858,0.8894421863813046,0.793649146226086,1.0,0.8272560201288941
23,0.0,0.6043039450470935,0.9682930860860408,1.0,0.6431492577832836
24,0.5430955578676141,0.6616556273207278,0.8192220105035224,1.0,0.7559932989229661
25,0.0,0.16233604018927675,0.08053714852099549,0.8172347389585407,0.26502698191720325
26,0.18399710340041195,0.2716515230553861,0.8891434778427688,1.0,0.5861980260746418
27,0.8798430932630062,0.4522351128687228,1.0,1.0,0.8330195515329323
