Num,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,Average
1,0.6369241127539998,0.0694705079222151,0.46177998614288174,0.730504251828882,0.5387150162159298,0.5957001213575845,0.9133734697697472,0.53877848454136,0.560655743816575
2,0.5201583297155449,0.4420305054750422,0.6391742521437564,0.7534478936289882,0.6450603757583933,0.8872400078863195,0.6035965317285087,0.7964818660355315,0.6608987202965105
3,0.651014366881667,0.5001327240767729,0.49448794949799013,0.6422754095164008,0.7291863206453348,0.9139709842551824,0.4774672994990086,0.578515093312841,0.6233812684606497
4,0.9199192619764777,0.712552456263428,0.5876513459717333,0.7224294776031166,0.784029118642062,0.762564345124064,0.8492533802033251,0.7467834293387168,0.7606478518903654
5,0.4270610919655028,0.7607875891784275,0.8301563204544452,0.7846155550278474,0.6970368645817296,0.6289043634383584,0.8228471408109388,0.7257438663028777,0.7096440989700159
6,0.7791294110969201,0.5917987602693329,0.5208876388638732,0.5543268677249535,0.7947904720606367,0.9348896798951435,0.8987191999514829,0.7527877662562258,0.7284162245148211
7,0.6438767392422672,0.7943744730255161,0.569155462666348,0.5988932169916115,0.6262735687113432,0.5289416452251618,0.647325920721477,0.8737027113258312,0.6603179672386945
8,0.657174036717987,0.6183644442544566,0.6689606905499643,0.7769753944848132,0.8644953547952262,0.898346618637304,0.7761197696195649,0.6595811275066822,0.7400021795707498
9,0.8193376472025877,0.42875521656065363,0.6485253357003018,0.9039581422233851,0.6903938655487966,0.8138501535864008,0.7475697212839866,0.6968520000926236,0.718655260274842
10,0.7717236916296577,0.44218691792375076,0.7319511272828667,0.6451465104741587,0.7236936912034345,0.6883060378360283,0.6504148242072159,0.6787721665817961,0.6665243708923635
11,0.4058002270333284,0.4335195791776616,0.5494090537345603,0.691865743328684,0.6681977741009794,0.7353057272243575,0.5875155862424685,0.8058122357245284,0.609678240820821
12,0.8354441512722096,0.5158870641210839,0.5938926201208269,0.6625598461910538,0.8996133990641932,0.7403452347847742,0.9672844775758488,0.5385648708428318,0.7191989579966027
13,0.5960729430707608,0.37796300422585916,0.3278064933348993,0.7751174992245857,0.7314676460875814,0.6142627795754181,0.5824189478289504,0.7613254443735307,0.5958043447151982
14,0.39789301903804675,0.6015728060648102,0.583819872502246,0.5544684272926064,0.8803910134241835,0.6932126334972659,0.660541014359769,0.7296580008737759,0.6376945983815878
15,0.7457225808063128,0.6771970925183634,0.7089229726822334,0.7813163765128961,0.7146616805608295,0.2952330335309443,0.7410652104321067,0.6839179660291517,0.6685046141341048
16,0.5044232048764776,0.6373729885309369,0.46563946135955037,0.5671471825559705,0.6363840118358866,0.5890073177911747,0.5969579401331689,0.6979692030723096,0.5868626637694344
17,0.5815105397731881,0.6427420923109628,0.6922763644598164,0.6509617529275846,0.673383350324562,0.8410084273270159,0.9649468880722668,0.6832457508141053,0.7162593957511877
18,0.45571616401504644,0.8348696481002693,0.6268194626052788,0.616930052311665,0.8318128437427873,0.7389378448131635,0.9504182509300542,0.7972017835176407,0.7315882562544882
19,0.4477732748250059,0.6392348102057842,0.6839110544542204,0.5899897197520442,0.7681089921508454,0.7464747198373851,0.9197188597867613,0.8560082032992931,0.7064024542889175
20,0.9139614470625986,0.46145125343717003,0.4753980117482674,0.7760110262585277,0.7948741594697845,0.5646209648223881,0.6564107074127694,0.7833243357963451,0.6782564882509814
21,0.32378978129773023,0.8274778502728494,0.7452332508946965,0.7501661328685809,0.6479198638713044,0.9084788078417352,0.8552660875708632,0.7026480204506463,0.7201224743835507
22,0.5113142547048356,0.9267021030226564,0.6889951048049353,0.7007691819130828,0.5580162239766167,0.7711486289291621,0.8152033569246226,0.5353527239306268,0.6884376972758173
23,0.5057919109376988,0.8938341422796593,0.6503754446970168,0.2645831204050875,0.72635664992991,0.7005726418748399,0.8446662410587036,0.7201191544787692,0.6632874132077107
24,0.7016669341758448,0.28246251029309666,0.6649740315106781,0.5583640599130748,0.6756387427676557,0.7899363048458955,0.6050272975014078,0.8538053643835924,0.6414844056739056
25,0.630708294500707,0.5135872431956897,0.013196167125690786,0.6086780774181275,0.832180643015723,0.808760832685009,0.5736423698865638,0.682547759360491,0.5829126733985002
26,0.5385272095774145,0.4923017908191602,0.43613209739364256,0.7448055075355466,0.6571286395928166,0.7018914500661562,0.8985353156638202,0.7106323631110988,0.647494296719957
27,0.6664984085090432,0.918229815079025,0.5600038318479412,0.8113524284836033,0.7185899389475151,0.8359729076341097,0.6734034545481813,0.6592132643282196,0.7304080061722047
28,0.32008937017151834,0.6323024758997189,0.43024561655776306,0.7798656241938873,0.7892572825114249,0.80682565021817,0.614979591637034,0.7801655238732708,0.6442163918828483
29,0.4309036644946461,0.6534137363970834,0.704060205195031,0.9082242385682286,0.7706042446380796,0.8431634961369366,0.9074418849122672,0.8574801485074224,0.7594114523562119
30,0.26890570313088896,0.6972590599347464,0.650606217805658,0.5484945334365089,0.7841703629588987,0.9267612677454397,0.7378570579016906,0.5732756668347746,0.6484162337185758
31,0.47721123402733806,0.6265945296348352,0.6293860460573256,0.3733931076453544,0.9856102370689986,0.7282822202504844,0.566477436731948,0.7949437712594531,0.6477373228344672
32,0.45646674011906524,0.8103888167677399,0.6280613922666387,0.732566371643082,0.5762315195347795,0.6483581654129684,0.7172502792491997,0.8267334218009926,0.6745070883493083
33,0.7804979860187756,0.48380534836651273,0.773493294487032,0.6400075436321782,0.4935109085352846,0.6290117335736629,0.7957353659874391,0.8718849153801524,0.6834933869976297
34,0.5618966347687141,0.9214663536729427,0.8730548441889264,0.8447294568407696,0.6370365004454595,0.7091626735311922,0.7761047515856494,0.7862336258377296,0.7637106051089229
35,0.5868785055409493,0.6014736377136788,0.5888674110169883,0.666613260707886,0.5196569884117855,0.6766002253904799,0.5430727606439973,0.6465168442296536,0.6037099542069273
36,0.8044501403187909,0.4734759012976003,0.6831214303025417,0.700943280695295,0.6443605970119645,0.7502083292116847,0.8601360160628206,0.8342593574691837,0.7188693815462351
37,0.3180081324339706,0.81064771665876,0.7586858869605133,0.39652519155716925,0.5699624238202852,0.9140204857119382,0.7575124952668024,0.5973987192573773,0.6403451314583519
38,0.8041525892217483,0.663082181592179,0.6659980944523718,0.7950108132315089,0.8145253165894027,0.8206472704568202,0.8230042830178095,0.7801980494054193,0.7708273247459074
39,0.32263342753360846,0.5960304881095942,0.8105152948185619,0.6833965963127353,0.762792436965808,0.8597255472396013,0.9838056350352354,0.667521176340311,0.7108025752944319
40,0.5496617585307498,0.37595827979394086,0.5247872358334111,0.6839177479606787,0.8117179430004242,0.7944427161596707,0.58802023918118,0.6601636187499416,0.6235836924012497
41,0.8231782223829135,0.862333262180673,0.3431732643205362,0.51084280317371,0.737694380769071,0.6389241829458752,0.8836132728368786,0.7228587569742431,0.6903272681979875
42,0.49758276484596725,0.513049673661859,0.5920189059324591,0.5771790750624366,0.6123197027652679,0.7828763108020182,0.7241399980155059,0.7478017866804305,0.6308710272207432
43,0.5841760053155258,0.4680571434565817,0.5975996759658803,0.577044379940579,0.7888836378645071,0.3710734579080074,0.7104812243781105,0.890512856712428,0.6234785476927025
44,0.23379173866004127,0.6339821458570695,0.6056453568791734,0.5044464836264189,0.7839349863611108,0.7711757892695495,0.915288697426698,0.5832880421877475,0.6289441550334762
45,0.6674684392654168,0.584298732546954,0.8197242606590628,0.7939892568693139,0.6563310385391207,0.7960866853469506,0.7411382053703325,0.9062342063441156,0.7456588531176582
46,0.49916942827908556,0.5433815842011922,0.6589176506797314,0.6021556980358741,0.9984280849927193,0.5931424685388356,0.7998978583284904,0.6955000920957451,0.6738241081439592
47,0.6444292329330558,0.58824155663243,0.7781537876436712,0.5684733570276298,0.30799745831101166,0.9646946467787448,0.6425772744014838,0.5973860621678093,0.6364941719869794
48,0.5428758104086717,0.7705999993796119,0.1425956104831048,0.4744516302268212,0.7075778358715302,0.6522105906128706,0.9092037560377662,0.8453706201324043,0.6306107316440975
49,0.41552020587061195,0.5443838154600488,0.5204766940843953,0.6562469699981726,0.7937784552464586,0.885819180191468,0.8632942452423833,0.763697110189188,0.6804020845353408
50,0.4674215549444125,0.48703542625762647,0.7469966447856772,0.8621520497580655,0.8017173836092274,0.6623710249887698,0.7127989343600198,0.9006231487572252,0.7051395209326281
51,0.5150540206835179,0.8614260211993633,0.6290428599276396,0.5908594305560649,0.5954649819563705,0.7632699452792806,0.9505094432119389,0.6955865936565597,0.7001516620588419
52,0.44537396662255807,0.7613583397515927,0.5812958084101901,0.7899425884209265,0.6309494431535334,0.8080874264704109,0.8725972613409219,0.8643608470245338,0.7192457101493334
53,0.4370837755040596,0.5186775620092634,0.6526949514647249,0.8446523508371763,0.6957172209590062,0.9733580402328297,0.6369429368979749,0.7985598714463595,0.6947108386689244
54,0.41936383764221496,0.6904709096304465,0.4533453473700535,0.7434991821066246,0.6190783001628614,0.7118233524845775,0.5120964425867471,0.73319082706847,0.6103585248814994
55,0.5380172830146305,0.5238647561721318,0.5180688501031588,0.7690755054077923,0.8138937030024816,0.8297271201518359,0.7698065755191198,0.8816732082695987,0.7055158752050937
56,0.4449927768734685,0.8646447473974862,0.5349128843600796,0.729524304080391,0.8292496531932639,0.6931827647481403,0.77710936305307,0.6909555497428912,0.6955715054310988
57,0.7896585269072872,0.734385935824179,0.6258428766500616,0.7198002470446079,0.6589777238318282,0.8242090538158552,0.7356805695651981,0.7372200084353004,0.7282218677592898
58,0.6756250209638143,0.4377227842173606,0.6770499659744232,0.6677669960481237,0.37803448742924883,0.8216955719583946,0.9345999955655817,0.9542748134049748,0.6933462044452403
59,0.45719875138437965,0.5668914209851724,0.6039720126401635,0.8021366237824449,0.8983758054174054,0.6281182867067936,0.8146753493532977,0.5864717795673252,0.6697300037296228
60,0.6677446544793296,0.5115517774915943,0.6449901696071821,0.7060825092648808,0.6857654436061755,0.9368169826672593,0.6465713064392808,0.6316872834820445,0.6789012658797183
61,0.49811262857566596,0.6363859576201896,0.4699650761477284,0.8070736360137843,0.6198306500803507,0.6385766484030265,0.7912147110419335,0.9405802886815234,0.6752174495705253
62,0.7693795734992294,0.5066137108614035,0.5012154332943617,0.8005070883469265,0.689020122853969,0.844348696734585,0.7704802135658735,0.7006977518487161,0.6977828238756332
63,0.60922856786389,0.5956322558277815,0.42719105032198734,0.6288202922489579,0.5894793816941314,0.9208824191713959,0.8668768285731799,0.7679498656658748,0.6757575826708998
64,0.7074593217692864,0.5529702158021343,0.8613983513854446,0.6653209379595614,0.8762729781033985,0.6674592010142807,0.9449915290404645,0.82667496530103,0.76281843754695
65,0.43681142485862573,0.7085575616177906,0.7029749935321511,0.7769081677927568,0.48187571817878,0.6936247012179012,0.6803061962073341,0.6667674523716934,0.6434782769721291
66,0.7292769108972726,0.9484057278799404,0.6139824133403504,0.6348332295946769,0.4411806038531643,0.5469191188196882,0.5154684301530902,0.7898620966401992,0.6524910663972978
67,0.4099754153712726,0.7790855018925615,0.5331229149333655,0.9105343587863549,0.7535573069905935,0.8975731965599839,0.8686451164953729,0.5870039283464301,0.717437217421992
