Num,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Average
1,1.0,0.13473759197887175,0.5926750129453224,1.0,0.7136158938473591,0.7910523592431986,0.9133734697697472,0.53877848454136,0.7105291015407325
2,1.0,1.0,0.9631379776203328,0.7785924210178307,0.9385766741311531,0.8872400078863195,0.6724846524391939,0.8166630760353513,0.8820868511412727
3,1.0,0.6282577239853687,1.0,1.0,0.8527285674453333,0.9251748223081706,0.5009378381728202,0.578515093312841,0.8107017556530667
4,0.9486332979570656,1.0,1.0,1.0,0.9884893577935424,0.8729597289844458,0.9685631182067304,0.7516416876241537,0.9412858988207422
5,1.0,1.0,0.9678246173666385,1.0,1.0,0.839822333603843,0.8228471408109388,0.7257438663028777,0.9195297447605373
6,1.0,0.8176377083264936,1.0,0.6998133384401407,0.8659027855999429,0.9845183273115892,1.0,0.7680823379230387,0.8919943122001506
7,1.0,0.9587509271592224,1.0,0.8127864937009572,1.0,0.7604503429781931,0.6693196722770736,0.944399091680626,0.893213315974509
8,0.8333608247102668,0.8697372640772306,0.7285217536618702,1.0,0.958701598920258,0.9904910958473513,1.0,0.6959458289367499,0.8845947957692157
9,1.0,0.6403896945561206,1.0,1.0,0.6903938655487966,0.856549505545488,0.7729168593807539,0.6968520000926236,0.8321377406404729
10,0.8937744807703651,0.5529276916058372,0.9740735287573061,1.0,0.9445940553802745,0.7117965483768705,0.7963721541235634,0.6787721665817961,0.8190388281995016
11,0.6476236350310042,0.9174346700361476,1.0,1.0,1.0,0.7786574717761153,0.5875155862424685,0.8058122357245284,0.8421304498512829
12,0.8850489398284127,0.6192170684089521,1.0,1.0,0.9651600388570308,0.7403452347847742,0.9895803596131881,0.5385648708428318,0.8422395640418987
13,0.9273701356517561,0.7489272015185636,0.5434113441514795,1.0,1.0,0.7308935069959185,0.5824189478289504,0.7613254443735307,0.7867933225650248
14,0.6216289301625285,1.0,1.0,0.6201293480526306,0.9569679296370565,0.8872433317664649,0.7021134157848227,0.7296580008737759,0.8147176195346599
15,0.8388477801015398,1.0,1.0,1.0,0.8516949465635176,0.3428081415795839,0.7956648348261084,0.7518746224008118,0.8226112906839452
16,0.6496553169022276,1.0,1.0,1.0,0.8216902707322654,0.7201652665307364,0.5969579401331689,0.6979692030723096,0.8108047496713386
17,0.7486676419728389,1.0,1.0,0.9934196244130543,1.0,0.925285990254729,1.0,0.6832457508141053,0.9188273759318408
18,1.0,0.9322009086095261,0.8101206042636279,0.8092041197532065,0.9762385151635258,0.9144509287859324,0.997631656304375,0.9360113927879052,0.9219822657085123
19,1.0,1.0,1.0,0.6157803241037167,1.0,0.8321840238660367,0.9197188597867613,0.8560082032992931,0.9029614263819761
20,0.9960032675534913,1.0,1.0,1.0,1.0,0.6383475645673374,0.6564107074127694,0.7833243357963451,0.8842607344162429
21,0.6720939327355698,1.0,0.9449863130108758,1.0,0.6979503304194834,0.9754070998477066,0.9170045470799487,0.7026480204506463,0.8637612804430289
22,0.6609930363185607,0.9669999386042252,0.8417129660125394,1.0,0.8204752977262578,0.7872983539988834,0.8152033569246226,0.5517260050062351,0.8055511193239155
23,0.7950355931991842,1.0,1.0,0.4731102477227998,1.0,0.7005726418748399,0.8446662410587036,0.7201191544787692,0.8166879847917871
24,1.0,0.49871745167352216,1.0,0.6552317107451964,0.8089107445555829,0.9415050407371759,0.6050272975014078,0.8538053643835924,0.7953997011995597
25,0.9515251265052603,1.0,0.021467391298996347,0.6516901949163406,0.8485650124289387,0.9240276313033776,0.5736423698865638,0.6920770568511242,0.7078743478988251
26,1.0,0.6630648456429867,0.56631476599508,0.9989025811364942,0.6571286395928166,1.0,0.9870188112478409,0.7106323631110988,0.8228827508407897
27,1.0,0.918229815079025,1.0,0.8804889693835058,1.0,0.8359729076341097,0.6734034545481813,0.6592132643282196,0.8709135513716302
28,0.7006838714445917,0.9642175645045675,0.5719071905964553,1.0,1.0,0.8658386101292138,0.647591388494459,0.8472600770371651,0.8246873377758066
29,1.0,1.0,1.0,0.9969516322008176,0.9507656452797669,0.9234112134620202,0.9583337395196087,0.8574801485074224,0.9608677973712044
30,0.49676090620729607,1.0,0.7020340094697688,0.7387107920260741,1.0,0.9528399554445997,0.8024008893336788,0.5844578867517806,0.7846505549041498
31,0.6317585174933633,1.0,1.0,0.49546606374863406,0.9947659127869168,0.8319300247203518,0.7403558076796147,0.84107451565067,0.8169188552599438
32,1.0,1.0,1.0,0.8764925741635402,0.887145427034321,0.7006446697149354,0.7468605804658013,0.8267334218009926,0.8797345841474488
33,1.0,0.809887394417863,1.0,1.0,0.9195650980997568,0.6533706852117974,0.8213842844372092,0.9223598387016635,0.8908209126085362
34,0.8036509915910539,0.9374189424610967,1.0,0.9971072836604746,1.0,0.998506630511789,0.8677326872554285,0.7862336258377296,0.9238312701646966
35,0.9937932342096788,1.0,1.0,1.0,0.6827557802839448,0.7209444190412562,0.5596627224205472,0.6465168442296536,0.825459125023135
36,0.9292754831159382,0.7250896998136617,1.0,1.0,0.8690824696898384,1.0,0.8601360160628206,0.841030633326935,0.9030767877511493
37,1.0,0.9707743771216616,0.9355332391606572,0.6379655804492375,0.7764098371217765,1.0,0.7575124952668024,0.621643213609583,0.8374798428412148
38,1.0,0.9335217899186816,1.0,0.9552842557974037,0.9476796585234893,1.0,0.8230042830178095,0.8334386653986305,0.9366160815820017
39,0.6824380735620487,1.0,0.8105152948185619,1.0,1.0,0.9098655262139378,0.9838056350352354,0.6951175856731903,0.8852177644128718
40,1.0,0.5637422583028502,1.0,1.0,0.8117179430004242,0.8404937273584564,0.9333609986150874,0.6601636187499416,0.851184818253345
41,0.9536374833299736,0.9734917364174568,0.5272910700231355,0.9160937728257966,0.8987771918037951,0.854229860108286,0.8836132728368786,0.7228587569742431,0.8412491430399457
42,1.0,0.8965493882202427,0.797240472120147,0.9156302738785245,0.6229299853525583,0.8817931690758302,0.7241399980155059,0.7478017866804305,0.823260634167905
43,0.9404307088952726,1.0,1.0,0.6938176213716152,1.0,0.4492405054686444,0.7104812243781105,0.890512856712428,0.8355603646032588
44,0.3870434552565148,0.9377958029589586,1.0,0.6566204185960017,0.9802429197059328,0.9805122515624582,0.915288697426698,0.6176544598526847,0.8093947506699061
45,1.0,0.9509054886986635,1.0,0.9221373739548535,1.0,0.8401369095274224,0.9677918958400156,0.9613706798131337,0.955292793479261
46,0.83576851498596,0.8105807142387964,0.929087613794889,0.9669266077613274,1.0,0.7468177358477707,0.8250693690233275,0.6955000920957451,0.8512188309684771
47,1.0,1.0,0.7874623021504217,0.8327991306576403,0.4088794499027623,0.9909562815035349,0.6811369726857744,0.5973860621678093,0.7873275248834928
48,1.0,0.969649263438839,0.29066378187445413,0.6534319052147552,0.7556674404436686,0.6727174233382083,0.9398542565280557,0.845642108028443,0.7659532723583029
49,1.0,1.0,1.0,0.7631435288405866,1.0,0.885819180191468,1.0,0.763697110189188,0.9265824774026553
50,0.8633703239458977,1.0,1.0,1.0,0.8043600540154413,0.684549127285591,0.7636739090370895,0.9522873558589264,0.8835300962678683
51,1.0,0.8614260211993633,0.8845626821664063,1.0,0.62089146544208,0.9246986435418114,0.9822360787265405,0.6955865936565597,0.8711751855915951
52,1.0,1.0,0.9312371231441028,0.8480263103659326,0.7696554172654085,0.9474204664205198,0.9548217427405533,0.9406919403695266,0.9239816250382554
53,1.0,1.0,1.0,1.0,0.7706225011617787,1.0,0.7936725638096845,0.7985598714463595,0.9203568670522277
54,0.6722664607064444,1.0,0.5716621470736376,0.9555465358968165,0.6914543640936799,0.7118233524845775,0.5309184655829209,0.73319082706847,0.7333577691133183
55,1.0,1.0,1.0,0.8204316466623127,1.0,0.8297271201518359,0.81192580599068,0.9274521929911023,0.9236920957244913
