Num,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],wL[7],wR[7],Sum_of_Width
1,0.10890941551413036,0.21053718111411374,0.16607973650548713,0.25732534003932656,0.06161182724783808,0.17879396346856535,0.030259037763995578,0.24461019759478736,0.05321697385767499,0.14858799241823126,0.06332982459979794,0.1787939449996889,0.022315882427454775,0.1034078080124467,0.03156897860631251,0.1406518958301488,0.9254166469546173
2,0.08783743469803075,0.167585553958228,0.02931044056218088,0.25542452630741896,1.653119189759522e-6,0.2837907557723738,0.008199052119794631,0.23011415559012435,0.07744980814714156,0.23011415559012435,1.5714144216694148e-6,0.20321128550443687,0.06789653363603816,0.17972821820666313,0.04408838932525502,0.13524646604857823,1.370430233955895
3,0.10381220303502703,0.2060362033805338,0.07682501058808765,0.21376512644668472,0.1185785205127354,0.2566329891015431,0.07978944007432112,0.15084673052998374,0.06314192451173052,0.16593146192943664,0.06385372333608337,0.06446097745235373,0.06385372333608337,0.16623430024683872,0.052320011921210455,0.15391765359734672,0.7556508853694422
4,0.11118640678458694,0.262801670176395,0.13428535404899677,0.253556941760868,0.1162476998439517,0.12357919764456751,0.07749850904840767,0.1760805067472836,0.0834696264388048,0.15772349214813097,0.038736609072835035,0.15534676866464175,0.02818804690151458,0.1577218230704093,0.06107073168387833,0.06250661596472794,0.6986340323540483
5,0.11144255100250287,0.21652300766806482,0.1205093303179911,0.28777541275403423,1.3392876694884315e-6,0.18787705755127398,0.04266225881535031,0.14307475036806383,1.3139038140541626e-6,0.14229962123227044,0.11144255100250287,0.2144038739599362,0.0026037554928179385,0.1853996410670196,0.05836429311140413,0.17561924246528435,1.1059452141318946
6,0.14415152347683644,0.27292673899225606,0.08676285546308288,0.15321973598393349,0.04752700961085468,0.12556353310874993,0.06644273792904881,0.22393333518050412,1.4355641095309402e-6,0.2656939489136248,0.028437431489992726,0.20853722088444734,0.04821079931926067,0.2030259731486643,0.04338142773154144,0.08218429320309267,1.0701695588305455
7,0.121681446005279,0.30109893388112186,0.037731637692529324,0.20073413683500219,1.4987132581772977e-6,0.2183891553310935,1.5252104614837947e-6,0.1959049188459984,1.3157713474321042e-6,0.22734589696733062,0.07436336110998615,0.2449532050423141,0.042326967148323597,0.16818726447599044,0.056370815082955564,0.11090792188700814,1.3350428665317184
8,0.12171421847172204,0.3022065673331821,0.09799915667095982,0.1539033931015455,0.07251857438931329,0.270909542158886,0.025164066174949803,0.19926154883343006,0.03606759461755338,0.29508399053530965,0.014674032939604197,0.09748420733010532,0.05382125047320947,0.10421029864502408,0.010721835339856906,0.1442597229853482,1.134638541845662
9,0.09471783761479763,0.20207776920437687,0.10568974053424138,0.3264473618803142,0.07941533026261613,0.23796268314421712,0.06291672444865742,0.177487362144311,0.08552854639327664,0.14852204997102786,0.04403271042610765,0.1274340568594246,0.04607293645206328,0.10548562848472959,2.052353167872334e-6,0.15620720982667113,0.9632482430301444
10,0.12214946916916243,0.1377347021642258,0.06011619416149225,0.2671054968594525,0.019829314751598548,0.23449909975023053,0.06771688625218716,0.24877251079746407,1.303072683755957e-6,0.1864617918446264,0.05696218206986719,0.14754968046152772,0.005904783024185803,0.24314812976882594,0.039895573567482336,0.1621528822849875,1.254848587862681
11,0.04477910549608302,0.3376943655104907,0.02332945626298699,0.24297196977036783,0.041431532332657145,0.1310192068271517,0.05986372890300021,0.18427373503311262,1.3662061959796024e-6,0.2605804770929273,0.04827389573884683,0.28507865524986115,0.01761638116573483,0.17244790099634738,1.309670756677317e-6,0.15063691374347954,1.5294064484474765
12,0.1031524360474533,0.21305196054573763,0.12371268725230361,0.20341320795753653,0.03330900240345144,0.2897076169598606,0.07324008927812886,0.1264815524226113,0.014184146136170389,0.19778779784877037,0.03994278260567971,0.14561916384795895,0.016474850883493583,0.20149363424297917,0.07023148649261854,0.1481975850752459,1.051505037801401
13,0.03555583441170551,0.36809193989906236,0.080777445165396,0.18147912516952422,0.053312313386737295,0.19800516534240892,0.044850123882543544,0.09952391805048262,0.007717340318944083,0.19093027142929608,0.034424524967779424,0.2554123973745792,0.035674303325112997,0.1768606820898887,1.5033557562854627e-6,0.23738311183078303,1.4153732223720499
14,0.18292199478181376,0.2183091083256843,0.06540023402308975,0.21911887580487555,0.05124492162671254,0.22834480087205952,0.06585609147509869,0.13591627788460697,0.049516587403597365,0.20589573768402858,0.06097399826060458,0.1381434420555202,0.014387222677177014,0.19856505221256116,0.025738405942464918,0.13966724897010474,0.9679210876188825
15,0.039607056756617715,0.30588896281856737,0.11836177092156656,0.1891321935637056,0.046141827308479044,0.1855998076841239,1.5563351034725281e-6,0.2423864586024589,0.07476759675798524,0.22911591532606973,0.046661859229957636,0.16449981553367088,1.473112440766866e-6,0.17222426776740413,0.08285371312787443,0.10275572515397455,1.1832062928999503
16,0.019307517338420094,0.29552665625434327,2.611597415241862e-6,0.32272566036978856,0.08145412167927432,0.23463175850320403,0.03380926292588854,0.2575339909246035,0.015810488064094533,0.24039112828758713,2.3254883252388225e-6,0.18945413548747014,0.046516794532615396,0.10124905077183341,0.03250432394144186,0.12908017383369486,1.54118510886505
17,0.15216207971846257,0.18638568140788897,0.068339090885745,0.18853925233201427,1.6600699895008564e-6,0.3181879682757691,0.04537606289309454,0.15343067934769175,0.03261287933485185,0.25391037912020525,0.05276731315516345,0.19366943832969008,0.011669766340605278,0.21424075145020977,0.035163536869380924,0.09354346046923726,1.2038152214654134
18,0.12455522845849089,0.24666308515389945,0.0635005219442786,0.18560793497270317,1.6916609429373786e-6,0.26036894959471707,0.015387767850936318,0.1981374642147582,0.05440265274127466,0.15842349542313655,0.11083532693107173,0.20601638675225226,0.034774172208455786,0.13341957513460845,0.06336779110039442,0.14453795585807971,1.0663496942083095
19,0.11394171154422485,0.2967010067862159,0.06000892824546711,0.2525639987753613,0.09067116680273461,0.17170908383825384,1.335588463297066e-6,0.2624611868307183,0.06004062363090955,0.1535026621542927,0.03677022689732688,0.06003934927436058,0.04836349138833085,0.1530652824328001,0.09681157617168747,0.1433483696388528,0.986781879461711
20,0.1192989558776074,0.26957512110455906,0.05078133792975928,0.18781374913429327,0.04192127940758916,0.21333976863172371,0.023567033023119716,0.2385922623728903,0.0502650819619683,0.17244778493295487,0.04260209356260106,0.21136918938188679,0.04152491771077453,0.18684383233574176,0.0404597829678605,0.1095978096646704,1.1791590351174404
21,0.10786473982912428,0.21409828788359322,0.06809424762761482,0.1609795783740956,0.07890317756832564,0.28473318529640185,1.3636363630914472e-6,0.24230942992795668,0.017411974058899993,0.21453308094516294,0.021559129504024915,0.15193591441218046,0.04161423332469612,0.1690088768553369,0.05199236593265757,0.17496041482356592,1.2251175370365872
22,0.10853389855368233,0.2403580585394755,0.0638415021035755,0.24857974898041754,0.06676687593269859,0.2207118033892581,0.013166301173612671,0.22071187071628073,5.517166367985382e-6,0.19010013990332314,0.05426694927684117,0.17332513373127667,0.031784012910585066,0.14713792682400717,0.079934178436778,0.1407760823618198,1.1634015288917174
23,0.017533528591685832,0.29203947653176837,0.06906468486447866,0.18046618249467078,0.08907191750236754,0.24643134044086085,1.5405327504769417e-6,0.22774477961427309,0.07229104149454103,0.2697403116761248,0.04495811951625514,0.09179733699281006,0.05516717390710098,0.16386288958242695,0.048037078970185484,0.1317925972876997,1.2077498292412694
24,0.14898890627770045,0.30172175884552815,1.96960287419945e-6,0.23042019651729934,0.10954060221316037,0.22535587920532718,0.027441486552263777,0.1849430808528491,0.06431620174586261,0.1875264997559582,0.03887787248992365,0.1638940017792792,0.023707605213024313,0.12882760113766026,0.04598354189791633,0.11845279591337306,1.082283628014549
25,0.10514269909192742,0.2680915098674715,0.1499817387565272,0.207475699053232,0.058343817913378795,0.22293136237670852,0.019433646940533372,0.18661782550871472,0.013304866929687978,0.2439619659180317,0.029171908956689398,0.06747641034541876,1.3999061075353758e-6,0.1646478974541326,0.051829402940366115,0.2115878480410722,1.145581037129564
26,0.04584695842911224,0.3591377235645439,1.6700118704027211e-6,0.30477945608187557,0.10124667049841403,0.25789341220621276,0.023940075815580886,0.2358592037716571,1.2155245439765539e-6,0.1525936864002787,2.171868392950027e-6,0.17536164885709932,1.3611507643784826e-6,0.17054894518520974,0.047070509486228124,0.125715291148216,1.563778734430186
27,0.0866779179916933,0.21769210967082678,0.07774582265841444,0.22251306072366311,0.005800054576257221,0.2040984833517484,1.502166353944956e-6,0.32651910527870487,1.3951313128368614e-6,0.21107087584625953,0.014332198956413356,0.1488783823456912,0.06386827365218256,0.25647552423326836,1.3121699289769806e-6,0.16432398124728098,1.5031430453948866
28,0.07143630035176496,0.24670043423177257,0.06635772074630768,0.24144330554414822,1.6764739761976344e-6,0.35613486801515254,1.2988118458789888e-6,0.19374537555845472,0.029188506021562227,0.16710921018286048,0.08212168547556525,0.17817254579041963,0.020877892501637157,0.12716454942361471,1.6547460516685986e-6,0.21954297612486595,1.4600265297425778
29,0.037889229551128806,0.2616111531489328,1.7004302516332448e-6,0.2963030675134255,0.041437951309212434,0.28686056291897244,0.06695192887120241,0.21624860436999124,0.03992773283078985,0.21250447025521416,0.03551715896782501,0.15771288992817875,0.023070807765582943,0.14955224903650116,0.05044961631444963,0.12396087678834114,1.4095077479191143
30,0.01888853138838964,0.26124574679302615,1.8311211062993493e-6,0.3417540600831785,0.08681649230898944,0.23985444711795526,0.043451003762722984,0.28013136905696867,1.3784398214533589e-6,0.24076748132932957,0.015416925289891477,0.11520847516117538,0.0070357937889933275,0.16020655363750813,0.04020434434912482,0.14901556637181904,1.5763673991019214
31,0.03861447125436525,0.2010943286943449,0.13074802389558973,0.26857360274938435,0.07517543220251591,0.14315834307930486,1.301105190421037e-6,0.23892742880626344,1.3767167708900185e-6,0.20460719194324153,0.03184310083395357,0.21833141814936058,1.4170451420880692e-6,0.1977780497485626,0.04963594783965297,0.2015085659363568,1.3479578582136382
32,0.12439968067863821,0.2439849652637977,0.11071657675372114,0.1380831333201058,1.3383346355172465e-6,0.22525990005763885,0.07557406217153384,0.26737863998221706,1.3376709031426293e-6,0.20829401729980468,0.03158389391283366,0.1677913485841392,0.04037140991412402,0.18518501372870325,0.04672926627016322,0.1346454160570406,1.1412448685868946
33,0.20528224748710774,0.21526904834009683,0.07807568958058186,0.16141933622250654,0.0495105241143895,0.2138652697951965,0.07395751816955036,0.14018414904381649,0.015325614927520853,0.19132947242920856,0.08598212737333881,0.24056387531024576,0.05399607144895182,0.12126375519647684,0.042155709639993606,0.11181959092101759,0.7914289945171304
34,0.09520151181124897,0.17638300259398676,0.0595444582819232,0.27896829607891227,0.05697447763611564,0.27291269402583845,0.009592416404960072,0.20484578107182244,0.04760075590562449,0.12439272503773852,0.018853930757023588,0.23662253849265236,0.050747278319304416,0.17125724978892082,0.056615948118405174,0.13948693567552287,1.2097384455307891
35,0.03136825641511204,0.33967033523787526,0.07147208573397215,0.24077051009621678,0.06648044363516395,0.16545259003880985,1.7764446409718193e-6,0.2870947040806725,0.038359833483502886,0.17159726074749543,0.051709910956643644,0.10012792044281354,0.061152865480860144,0.15612007838136044,0.049860332726372976,0.16876109609848763,1.2591889902474627
36,0.09167859860859981,0.1903407163052642,0.07462695273807773,0.13473826625500293,0.059177706451455994,0.21686705817198199,0.044225997963954544,0.22478225649297862,0.09858232891953274,0.2782000077632843,0.04760249331899753,0.17800135533187156,0.0867928929139365,0.11960547572228379,0.04005831933361205,0.11471957370916534,0.9145094195036658
37,0.08616303022395004,0.2667470480636624,0.08799861186437935,0.17133200946378224,0.07051013133445239,0.1775244379383229,0.06402795678777254,0.12162341577820518,0.03939227195259172,0.10456212590984619,0.05697229478700461,0.1687888785005946,0.1547684954183154,0.18789834312829862,0.07829440781859989,0.16339654103022203,0.7237455996258684
38,0.15121386037253512,0.21898475707089501,0.07474948404448012,0.14979939289255295,0.07547070730819344,0.11397623172691027,0.08443677708105948,0.1807533150183859,1.4003680431362575e-6,0.2586318536014462,0.09383544615988754,0.23030028661231983,0.03835216613386184,0.14655227857949987,0.04101731973050071,0.1419247232994285,0.881845677602877
39,0.058074194316859895,0.3064140489742556,0.09644659128764799,0.2099714235080145,0.09166686796595891,0.23944830410011175,0.030387123278848516,0.15050641145788385,0.056919580300842945,0.19991961154680427,0.051567058507631776,0.07692217863716587,0.09334693137280331,0.15758450526642792,0.05235056701781954,0.12847460246092343,0.9384821719031745
