Num,R_1,R_2,R_3,R_4,R_5,R_6,Average
1,0.9051379581821875,0.7629010322109947,0.9298974799351037,1.0,0.878153386286897,0.7221088776967911,0.8663664557186624
2,0.5322243780360252,0.8768145157883594,0.8663963628887571,0.9335876094444149,0.5699511399798742,0.6755722407665772,0.7424243744840013
3,0.7850090141172837,1.0,1.0,1.0,0.7116299756094713,0.9601066299982987,0.9094576032875089
4,0.4907245807869425,0.13829135164847547,0.95866692837051,1.0,0.8571712810878283,0.6653087110914705,0.6850271421642044
5,0.6218271592001001,0.903972556607592,1.0,1.0,0.7103429901877909,0.8628368683122333,0.8498299290512862
6,0.6228700405167948,0.7683346995343223,1.0,1.0,0.8214060478352029,0.683973343717434,0.8160973552672924
7,0.7790836982618125,0.968102432223942,1.0,1.0,0.675288554381951,0.579242223157195,0.8336194846708166
8,0.5708760881454361,0.5585811213136981,1.0,1.0,1.0,0.746408273189062,0.8126442471080327
9,0.6423572312802132,0.8005900979671414,1.0,1.0,1.0,0.6425679379761178,0.8475858778705788
10,0.5729759353118942,1.0,1.0,1.0,0.9820913948703098,0.7007223297883644,0.8759649433284281
11,0.6185640963126375,0.753356344888755,0.9160912386318781,0.9536798478111327,0.7176735894933708,0.8334730246213254,0.7988063569598499
12,0.6456814388592551,0.948124403002287,0.9628153387017722,0.8120333249498506,0.8265852002251795,0.6978822791040568,0.8155203308070669
13,0.3563683099916691,1.0,0.8970494282464392,0.43821001481017213,1.0,0.807681087523604,0.7498848067619807
14,0.6756653119473466,1.0,1.0,0.8967819786467587,0.9188163117867341,0.8580345227590123,0.8915496875233085
15,0.7003366956588504,1.0,0.9797805550962162,1.0,0.7966203151424549,0.4711380197763559,0.8246459309456462
16,0.8384187983107657,0.6798858327682227,1.0,1.0,1.0,0.8990391981594896,0.9028906382064131
17,0.4124782899679277,0.9467258612761901,0.9557921618915103,1.0,1.0,0.8853210554603707,0.8667195614326665
18,0.4056651762379114,0.7757207870473711,1.0,1.0,0.900016659632327,0.5027954450394791,0.7640330113261814
19,0.5018195289941729,0.6205256907965586,1.0,1.0,1.0,0.7128353317587657,0.8058634252582495
20,0.543481865590658,0.2837720432170268,1.0,0.8929860751370694,0.7952050078972077,0.6989410827508741,0.702397679098806
21,0.5410083320300265,1.0,1.0,1.0,0.858012495968399,0.5111995241124628,0.8183700586851481
22,0.6360883381139855,0.47347323670875624,0.7697915147922749,1.0,1.0,0.7653411497117663,0.7741157065544638
23,0.48096093802769696,0.7657203921425896,0.993237257878471,0.9794309205613022,0.7480141160237155,0.5023635537735137,0.7449545297345481
24,0.5394231345013364,0.27125402630560713,0.7637249735109877,1.0,0.9405095877699945,0.6929429103326253,0.7013091054034252
25,0.6073398566693563,0.4686062656599344,1.0,0.8843864802701168,1.0,0.6371191490803421,0.7662419586132915
26,0.7860900007254034,0.7194069937376997,1.0,0.9720436550394778,0.5490443659846046,0.6930913682347302,0.7866127306203193
27,0.1633625105560607,0.782357956266632,0.9797067928478865,0.8865483579552768,0.9110347878883216,0.5292006431101112,0.7087018414373815
28,0.6523248523864639,0.9504788518704339,0.6322960766852787,0.7631782524852042,0.8969859211007202,0.4545313461976615,0.7249658834542938
29,0.0,0.8060685063064834,1.0,0.8295996992785694,0.9435310005305269,0.9111304206418618,0.7483882711262403
