Index,Mean,Var,SD
P,0.5111300311766758,0.055600186043285815,0.23579691695034058
Q,0.6540305114591761,0.09946901770417658,0.31538709184774283
R,0.7856822903841267,0.042898115290877274,0.20711860199141283
F,0.6398491601408888,0.057112806176608175,0.23898285749527762
