Num,R_1,R_2,R_3,R_4,R_5,R_6,Average
1,0.5182126497174715,0.695390193950829,0.5496211696262313,0.3938536618930568,0.34854923620661077,0.17225552024357746,0.44631373860629614
2,0.544670359816893,0.6825059466423414,0.5390979618486657,0.4564343505042334,0.263484736276933,0.24848505947977065,0.4557797357614728
3,0.4394804601847135,0.6506407483726728,0.5200130721806373,0.44520099649661626,0.25554442021635304,0.2522327806614348,0.42718541301873797
4,0.5708159733755459,0.532957859795335,0.5997700029768303,0.4952066270770351,0.3337238832758141,0.2651738352551354,0.46627469695928275
5,0.589942843072765,0.6595353643588996,0.5785688674648234,0.3678713176248315,0.26169234324262797,0.17951163954220567,0.4395203958843588
6,0.610780653018366,0.6016593503878188,0.4350012203524978,0.41221746009779175,0.3123602803155423,0.21039190057805784,0.4304018107916791
7,0.8897191668175803,0.7186674081564514,0.6029260292686784,0.4823408234149427,0.42908935604173404,0.30229903091607124,0.5708403024359098
8,0.6543642637594559,0.6129637158834332,0.6780421404120268,0.5769086112756008,0.4881641170162408,0.1907811924861801,0.5335373401388229
9,0.6704768276051629,0.5476377742095154,0.5399813738773288,0.3827041660799212,0.254596930575454,0.17466553616892747,0.4283437680860516
10,0.4294672729886621,0.6833173618254901,0.4517902852788801,0.38701188915495566,0.2510824391028366,0.164881419605681,0.39459177799275097
11,0.9393775963314954,0.8882746394397887,0.6449484644875991,0.697025321965493,0.4554154501092924,0.27165752740396804,0.649449833289606
12,0.7229624499352534,0.6638006641648423,0.577239255525416,0.4167413049745436,0.33657339157600485,0.17853581321564319,0.4826421465652839
13,0.6614314551334337,0.735096020281939,0.6134031150832636,0.35647971892615443,0.47437386567258394,0.22956787121633798,0.5117253410522854
14,0.3601384650110836,0.9119766149289725,0.5963381445396175,0.3411287354954957,0.4809913391619289,0.20648984833344175,0.48284385791175666
15,0.7415854492954697,0.7877014107080386,0.5402226592168969,0.4141540098090239,0.32309498519068547,0.28065962983941634,0.5145696906765885
16,0.8786750492151226,0.4811112443022328,0.6885420583134705,0.6594043369264305,0.296319190315696,0.19754612687713072,0.5335996676583472
17,0.8167904652410892,0.7705496947978441,0.567056317946685,0.5209534912583053,0.33950423147388054,0.25759815508426565,0.5454087259670116
18,0.5103340016289571,0.566520737603105,0.46480374936526087,0.46100101381372866,0.22933087284536974,0.17241657933564708,0.4007344924320115
19,0.43069955503860785,0.5429714205226558,0.5194736501206947,0.3399879573898949,0.25499096804242116,0.16539485561502476,0.3755864011215499
20,0.7336234206951057,0.7192115705134641,0.6206146104102777,0.6618885838993365,0.34721789435550576,0.2314785962370037,0.5523391126851155
21,0.6982457704329481,0.6195258524146815,0.5545448138344856,0.4396016916804048,0.31989525800098456,0.2182446118671845,0.4750096663717814
22,0.7733091674657497,0.5524290464597665,0.4293795882594344,0.6676661144501034,0.29444988808902034,0.19627808781812314,0.48558531542369954
23,0.6486201944362947,0.507303824323731,0.5408760684504255,0.517073149920221,0.303789680830259,0.17915933279065263,0.44947037512526394
