Index,Mean,Var,SD
P,0.4681795792402814,0.05497588773382505,0.23446937483139466
Q,0.6733052863150175,0.11455279908638498,0.338456495116263
R,0.6280145122251413,0.06880102227097667,0.26229948965062183
F,0.5974019237624407,0.0659736755085541,0.2568534124915495
