Num,F_1,F_2,F_3,F_4,F_5,F_6,Average
1,0.5247143081310757,0.6766609308936291,0.8012767235535693,0.672507475939254,0.6607528254900581,0.906547441805089,0.7070766176354458
2,0.3901028300398495,0.7406517917845227,0.6303551114913895,0.4009137092628184,0.6493961271275244,0.5099187858243324,0.5535563925884062
3,0.795752685002924,0.7254062815605744,0.937824826836581,0.8683223398756689,0.19765333581232278,0.43942368143988464,0.6607305250879926
4,0.9186271153104698,0.39220296451825143,0.5018669905947623,0.9864956328115427,0.7822466362866177,0.7513979059350046,0.7221395409094414
5,0.5313155419000206,0.6805921801567468,0.6259975138388723,0.8601788698765306,0.7564396144508045,0.6376907786526851,0.6820357498126098
6,0.7503005648514766,0.9435845403674458,0.6842111073067793,0.7808111147620082,0.7888696927881199,0.5112050521028979,0.7431636786964546
7,0.826014134156837,0.8916193070630138,0.6051378786608852,0.7032285678553887,0.8718864966036977,0.6623086723754059,0.7600325094525381
8,0.8886031565002867,0.7403660970387012,0.9047596018538621,0.8797129515222482,0.7344823432664636,0.9371105226623753,0.8475057788073227
9,0.8608422293592823,0.7562042771222636,0.8997311545742681,0.6852996856997396,0.6163292456481363,0.60317529515774,0.7369303145935717
10,0.7367316774635364,0.6645264754067023,0.8593223867431993,0.8078597727588663,0.9007537117173694,0.49865067906772415,0.7446407838595662
11,0.4401143917377398,0.5779005942017301,0.14261962255123267,0.7517348776687311,0.4400637373984784,0.8986679259107784,0.5418501915781151
12,0.854480138602627,0.8927059904742685,0.6966602789725909,0.860103490362724,0.7227865187136328,0.0,0.6711227361876406
13,0.6491799114773299,0.9137458891693137,0.6201257128915116,0.06381213821548089,0.710090300552417,0.7277361400133949,0.6141150153865745
14,0.47981497681198887,0.6207766733154881,0.8715029227902734,0.2596847823707233,0.7273002665477427,0.49068469894613864,0.5749607201303925
15,0.871962208403326,0.73119262657678,0.6769736045009261,0.5553872131654449,0.29242625074154444,0.5300821443141728,0.6096706746170323
16,0.8477022823043798,0.6312381471204745,0.42053558969668425,0.8147501457739504,0.12034371473273035,0.4535359409813448,0.5480176367682608
17,0.5493211289806716,0.9520853017493602,0.7775300240326578,0.7820537653658519,0.5241387917825387,0.7647786206981542,0.7249846054348724
18,0.7048234020273902,0.9393046828585555,0.8129888562612831,0.5878004891833962,0.5146014611246615,0.6216572387786845,0.6968626883723285
19,0.7647009140802883,0.7055968045386702,0.7988225310732655,0.5489366388356947,0.7277888049276853,0.9323236262513378,0.7463615532844904
20,0.775709544522304,0.6378562226139265,0.8563883287748472,0.842329650760446,0.7010833896284306,0.795604929475298,0.7681620109625419
21,0.9212335586678198,0.7306055401127425,0.8928399847107493,0.7891453929968275,0.8407681452235718,0.5828202163892645,0.792902139683496
22,0.8027508476042794,0.6682414430333972,0.7724154689660708,0.6586638478441283,0.6927896969026712,0.8597215350738323,0.7424304732373965
23,0.4849039101858806,0.7363139504394095,0.9056738520727793,0.713284330020337,0.8918289737753001,0.7180181623794396,0.7416705298121911
24,0.8241737413415475,0.5794218365493262,0.5836841775006018,0.6332897590090002,0.8210193155633553,0.7181930149342393,0.6932969741496784
25,0.889894941573673,0.5132819477385727,0.8810789086362296,0.7179292769970161,0.5132819477385723,0.5938208904780755,0.6848813188603565
26,0.7741688145949837,0.8161934940256212,0.8123947768921844,0.8762686075245675,0.6828341950029949,0.5830798622217869,0.757489958377023
