Num,P_1,P_2,P_3,P_4,Average
1,6.66665611104289e-5,2.857138333304096e-5,2.559519756893471e-5,5.9722127660847654e-5,4.513881741831306e-5
2,0.15828483440692875,0.5911732359158903,0.3693278793543187,0.22829325937963826,0.336769802264194
3,0.0,0.0,2.7142816428587278e-5,0.0,6.7857041071468195e-6
4,0.04750495700700834,0.6077322930602439,0.46308410613462403,0.2604539622263978,0.3446938296070685
5,0.07768010464249965,0.6720092455430517,0.6719993367653102,0.28800417838268316,0.4274232163333862
6,0.2150024901068696,0.37625768830820233,0.5311774140008673,0.27642934857484797,0.34971673524769675
7,0.2545588112224079,0.36154712741028006,0.3615506316717987,0.34291453331735766,0.33014277590546104
8,0.2700033110510453,0.5727272801515388,0.5727379712941918,0.38571654073458084,0.4502962758078392
9,0.10052302982641872,0.35086322455271224,0.5920886345953453,0.15037110204758727,0.2984614977555159
10,0.24771709193682784,0.5504710820033071,0.6201257801646468,0.24771258347583583,0.4165066343951544
11,0.19087791348606717,0.2644434411926061,0.3495378625101201,0.23859312095786317,0.2608630845366641
12,0.10029256622263324,0.2737829985245462,0.7308401006529559,0.17918431942487104,0.3210249962062516
13,0.0,0.6041204151671472,0.19251323702662618,0.5152487843735114,0.3279706091418212
14,0.297726406151871,0.5918447826528009,0.45072002389835863,0.2536530794545097,0.3984860730393851
15,0.07768010464249965,0.6720092455430517,0.6719993367653102,0.28800417838268316,0.4274232163333862
16,0.20250055328682082,0.5162734178931265,0.3780014259243348,0.202500229285806,0.32481890659752205
17,0.19087791348606717,0.2644434411926061,0.3495378625101201,0.23859312095786317,0.2608630845366641
18,0.2901887209900618,0.6064413615865403,0.5767851301269569,0.2471988074043729,0.43015350502698296
19,0.20613910519738274,0.38769177701043156,0.38769553467650664,0.24000402750909028,0.3053826110983528
20,0.19087791348606717,0.2644434411926061,0.3495378625101201,0.23859312095786317,0.2608630845366641
21,0.3488018331521561,0.5266228503030056,0.5266228503030056,0.46439771674515784,0.46661131262583133
22,0.2046440972649626,0.3932346220189334,0.39323843340851233,0.3183337512514476,0.32736272598596394
23,0.19254187112271035,0.5220752758377084,0.5506812043235678,0.259428210677444,0.38118164049035763
24,0.24771709193682784,0.5504710820033071,0.6201257801646468,0.24771258347583583,0.4165066343951544
25,0.0,0.6041204151671472,0.19251323702662618,0.5152487843735114,0.3279706091418212
26,0.297726406151871,0.7619619373732949,0.5918447826528009,0.2536530794545097,0.47629655140811916
27,0.21353568597814462,0.5102762038242998,0.43142764698234093,0.2059116292323724,0.34028779150428945
28,0.26591125816865996,0.5352941381373056,0.535302613783213,0.307895045527385,0.4111007639041409
29,6.66665611104289e-5,2.857138333304096e-5,2.559519756893471e-5,5.9722127660847654e-5,4.513881741831306e-5
