Index,Mean,Var,SD
P,0.45894444359230274,0.032423522273137835,0.18006532779282589
Q,0.8882580127702795,0.046539046359102165,0.21572910410767984
R,0.5183110564636574,0.04725346605212415,0.2173786237239627
F,0.6080119978034838,0.030122307418057066,0.17355779273215324
