Num,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],wL[7],wR[7],Sum_of_Width
1,0.04248198128023002,0.21816420924600868,0.03734969094062556,0.2158114338201762,0.026469496240430112,0.18390579501476337,0.031846699669883814,0.226453335787948,0.03184669966988387,0.21990268665383375,0.024511928692266965,0.21709157205328575,0.03395331886540161,0.2201762429414839,0.03364861771640828,0.23638629140737005,1.4757831338497398
2,0.0322006252469,0.24631886273606987,0.016668694367778743,0.23002162167488605,0.03756895348293509,0.24654056767347676,0.020684886442886637,0.225685356444346,0.018516390618816766,0.21603131030511002,0.02543431650766918,0.2159803690759924,0.0102953300255497,0.22293150379747564,0.011555785172435419,0.22356542642767166,1.6541500362700567
3,0.040680485536661606,0.21237845726577143,0.06521096077310053,0.25023660837937817,0.03427424094566564,0.2130993412834257,0.06521096077310053,0.256123949085376,0.027140534348961978,0.2050347744470323,0.028157432928687626,0.20649651843715802,0.02369889399483573,0.18612621604390375,0.018659970039484417,0.16747065571745637,1.3939330413190034
4,0.02505294811885486,0.22303330170617455,0.030268207943522467,0.24134532350626972,0.021297017301550373,0.1989125172175688,0.02485522626486583,0.22390536041366632,0.022114978963639287,0.22698237254009734,0.01699812462252098,0.22758679969380524,0.016998124622520955,0.2264098213872143,0.025979084272671326,0.2482607914250574,1.6328725757797076
5,0.05343969830746204,0.22252306455512125,0.03812413489992863,0.21761530678038296,0.04870266890593693,0.23270647137636316,0.0312224943433448,0.20445761466044726,0.030939346039167686,0.20986659882472677,0.025416089933285736,0.2191704200255276,0.034771733369442975,0.21322503437647702,0.01623422296864564,0.20158510063373944,1.4422992224655713
6,0.02852236248115006,0.23581391300428153,0.028206022266011373,0.22248987799518571,0.028206022266011335,0.22894619082837095,0.01802257516771154,0.21812992861227382,0.019778296612493432,0.2263106654688425,0.025460411523582638,0.23200443799216697,0.01802257516771155,0.24633169708719055,0.017743814703407225,0.20601120882360913,1.6320758396238422
7,0.07665592985021114,0.2420008664076513,0.05227951961048454,0.22793310314876672,0.04283616779390923,0.20378834866276502,0.03394529919865761,0.21616117347557734,0.028816386106701963,0.20152936129745805,0.027026189456207605,0.18585906545891068,0.024295393715945315,0.19972963365863017,0.021418083896954612,0.21572547826116842,1.3854540607418557
8,0.034564589102979576,0.206846032933996,0.031684700966488503,0.22392222910397597,0.01885226344152493,0.2150442599003994,0.0256641288708112,0.21515713178646323,0.04497551629591508,0.24150192291175474,0.019555588343849798,0.20378700759413243,0.029123382202509224,0.23869240223579818,0.021876017145272573,0.228752827164129,1.5474076272612982
9,0.033651054038485076,0.21352524899745565,0.03833016159353799,0.21766764666076777,0.033174188117964735,0.22324891597631183,0.024886792774827016,0.2050302951301958,0.02505170753574451,0.2228720343863761,0.024886792774827023,0.22821016488168086,0.034845198201321245,0.22744495851722069,0.020581866607640515,0.2265929738056435,1.5291844767113043
10,0.046291037787338875,0.19350650153374832,0.04458854742125191,0.2422250814425247,0.04099478959478962,0.20913238791170885,0.0299132614222708,0.23798002348628597,0.01653189109961714,0.21428435587047695,0.02005587211239497,0.20833927262284185,0.04183953354140577,0.2431837034383716,0.013946511180468635,0.1971872295345043,1.4916771116809249
