Index,Mean,Var,SD
P,0.40720167244348743,0.05478450077327098,0.2340608911656772
Q,0.5344534901979261,0.10372569701756101,0.322064740413416
R,0.7108910276144352,0.10019788243431298,0.3165404909870347
F,0.5367836333880052,0.06590904420266665,0.2567275680612946
