Num,R_1,R_2,R_3,R_4,R_5,R_6,Average
1,1.0,0.7914655229812262,0.4977819679538631,0.6165319120562919,0.44747398956634704,1.0,0.7255422320929549
2,0.8763639766030006,0.6619568226840427,0.5012610703425368,0.6717095520310572,0.12363602339699942,1.0,0.6391545741762727
3,0.4155261984252591,1.0,1.0,0.8041236988539577,0.9311425493573444,0.8275047909840519,0.8297162062701022
4,0.5014999844484238,0.23432113379611086,0.7393156850881638,0.9817591730768976,0.805128358619429,0.671684842800448,0.6556181963049122
5,0.554641723054595,0.8651780736896725,0.564826888439787,0.7533019937363543,0.49704721791754247,1.0,0.7058326494729918
6,0.6751759601459755,0.5703099323579759,0.7800818682838648,0.814838828431986,1.0,0.6220549130354086,0.7437435837092018
7,0.6580385572761541,0.7187352444764573,1.0,0.6852836994960564,0.7566676663662597,0.7339791717668358,0.7587840565636271
8,0.8466158713948362,0.6854786022353981,0.6748237409451094,0.64333196428231,0.7664477831168428,0.8449807486696386,0.7436131184406892
9,0.6196804530561131,0.47019880476326714,0.7098310681360436,0.7330728727408264,0.81989525420933,0.7414457702995064,0.6823540372008478
10,0.8228725669389986,0.7681122188413221,0.8959656960647333,0.7259907423701767,0.9411103796912414,0.6574007903169963,0.8019087323705781
11,1.0,0.7664022912042572,0.5047492571015653,0.5602947893305877,0.7403703084358731,1.0,0.7619694410120473
12,0.6978361731247243,0.9499354886586127,0.6147671711454736,0.6853242775372634,0.5557233267399205,0.918503123106478,0.7370149267187455
13,0.6338108839177847,1.0,0.5088288345671804,0.22635240490851358,0.8202187534255487,0.75944321627801,0.658109015516173
14,0.870500900299419,1.0,1.0,0.7093246589520993,0.7472906422009126,1.0,0.8878527002420719
15,0.7278426750266221,1.0,0.5651496146120947,0.6439875420907064,0.6867172755914662,0.5864761163208201,0.7016955372736183
16,0.9943762651342136,0.6239174188668555,1.0,0.5917945750293738,1.0,0.9748189459133468,0.864151200823965
17,0.7398450253017318,0.7074612427371464,0.8934343122077253,0.9986203929107976,0.844635673875384,0.7245378522684479,0.8180890832168721
18,0.6664277840477585,0.7528803545538251,0.7274298341439913,0.6754976323786839,0.8125246102037746,0.4279245751660955,0.6771141317490214
19,0.5676683350597596,0.5447922693779479,0.7342829477644459,0.9894752193483458,0.8718815666277766,0.6920691389082806,0.733361579514426
20,0.5677211199922736,0.324545964490878,0.6988058424380934,0.6023971054490139,0.7589345814183879,0.9932758307003322,0.6576134074148299
21,0.8160646559380039,0.8058037982305812,0.8684217186535451,0.8504522721380675,0.8244379637912751,0.8566641393202219,0.8369740913452824
22,1.0,1.0,0.6205647713033484,0.5863663935596425,1.0,0.9913748637760762,0.8663843381065112
23,1.0,0.6576988481259703,0.6438324724553223,0.6425930684324312,0.7247888673076748,0.5915823582821709,0.7100826024339283
24,0.5695511206496249,0.2874349172026127,0.5121922331680487,1.0,0.8864803933902915,0.8049661406422943,0.6767708008421454
25,0.9938285162639617,0.8240060070101413,0.5725534659836207,0.5632228867497341,1.0,0.9451941307358191,0.8164675011238796
26,0.8830529069664075,0.5529048363491025,0.9529692255507642,0.8307829385971326,0.4297126181646723,0.9088081602865493,0.7597051143191047
27,0.6209327525313502,0.6843474694029315,0.5823046254382884,0.6999362686155282,0.7337935238627727,0.5765179654368493,0.6496387675479532
28,0.6302710395981987,0.8300588894373754,0.6653770310326971,0.4941197389894113,0.8778661243152879,0.7519443170868011,0.7082728567432953
29,0.0,0.7976203927359286,0.8850581705056333,0.7108818022961894,0.8260772964814281,0.8704090230503263,0.6816744475115842
30,0.46276978679480285,0.7198052224004775,0.562990448629513,0.7393967653955096,0.5448092993867584,0.8099723708884008,0.639957315582577
31,1.0,0.5672364166358093,0.6760000498293366,0.6253663296048767,0.8597454161044772,0.8473317952056526,0.7626133345633588
32,0.7881149837144072,1.0,0.985371084883542,0.8054893802598965,0.6605011574855707,0.7121247437342989,0.8252668916796192
33,0.3924878172792161,0.6507075470552341,0.7621659550366856,0.8124729738458192,0.7916215452191019,0.6074699553666357,0.6694876323004487
34,0.7309321905796242,0.3356404271774946,0.6412092736852064,0.641723939666761,0.9762053798126773,0.7399144823760124,0.6776042822162961
35,0.4608650559037305,0.8953569501002743,1.0,0.9084413153013401,0.694121680497799,1.0,0.8264641669671905
36,0.6717329762149874,0.4542529672997485,1.0,0.5927839795126483,0.5330621228214567,1.0,0.7086386743081401
37,0.48166784490221376,0.747315271179822,0.8628253448452842,0.6854116087381487,0.8139167335347369,0.7445645822749323,0.7226168975791896
38,0.0,0.4791655023119141,1.0,1.0,0.7818710762330912,0.6143575496083212,0.6458990213588877
39,0.4481381332513236,0.5967421736116969,0.9384750013579826,0.6573263111741479,0.8950141620959832,0.8595988125183908,0.7325490990015875
40,0.656545930937629,0.5075655149758164,0.8929505985318855,0.7889445807315724,0.6467154095635286,0.5021138898846649,0.6658059874375163
41,0.9161129652961733,0.44374735838228535,0.6012536219317154,0.9361707500172716,0.7502689403128183,0.9422693203887686,0.7649704927215054
