Num,Q_1,Q_2,Q_3,Q_4,Average
1,0.5617799073601539,0.35991693579932726,1.0,0.2660162210323409,0.5469282660479555
2,1.0,0.6309519277144777,1.0,1.0,0.9077379819286194
3,0.3586416471260234,0.4319299307810247,0.9754450569684942,0.40752433454442366,0.5433852423549915
4,0.0,1.0,0.5123907012836709,1.0,0.6280976753209178
5,0.18399951377252496,0.4754050446881332,0.954000121556869,0.6505651881202256,0.5659924670344382
6,1.0,0.4661397349828954,0.745926688483797,0.7877743221477933,0.7499601864036214
7,0.0,0.9070372919868548,0.7280736830443548,0.28442831917966926,0.4798848235527197
8,0.0,0.2560465661581315,0.42657627314814806,0.6754394171957193,0.3395155641254997
9,0.13734995599808675,1.0,0.8301416535886057,0.8273446610681079,0.6987090676637001
10,0.37864124773550334,1.0,1.0,0.8510967233251997,0.8074344927651758
11,0.8484584550865825,0.44277057742604575,0.16836232338263651,0.9742446666924348,0.6084590056469249
12,0.7156265239456385,0.0,0.4629677825552818,0.7109208695086886,0.47237879400240224
13,0.3869115335717229,0.7584904268735904,0.0,0.43310091215971463,0.39462571815125697
14,0.0,0.28409353693181755,0.09088639326930897,0.48627359452778207,0.21531338118222715
15,0.0,0.9750087022043623,1.0,0.647631976161444,0.6556601695914516
16,0.8058043771098182,0.7114902474996402,0.7985523944791589,1.0,0.8289617547721544
17,0.8484584550865825,0.44277057742604575,0.16836232338263651,0.9742446666924348,0.6084590056469249
18,0.5433209432400018,0.6012000156213007,0.8308391442820261,0.7980406589022218,0.6933501905113875
19,0.0,1.0,1.0,0.5494584274954928,0.6373646068738732
20,0.3057709067928442,0.7828793829716176,0.10902185480463619,0.9672388314150522,0.5412277439960376
21,0.22062523056144887,0.6832999360242668,0.9448436923596374,0.5540180329650896,0.6006967229776107
22,0.37864124773550334,1.0,1.0,0.8510967233251997,0.8074344927651758
23,0.020220018939393996,0.5530284517045451,0.9949449952651515,0.6082204207251082,0.5441034716585497
24,0.7005958829029704,0.6136490471740425,0.9298428554766053,0.9769088922418094,0.8052491694488568
25,0.0,0.4759037405342058,0.10008706703186022,0.6296781216309892,0.3014172322992638
26,0.42685085955710783,0.5681903156565651,0.8932872851107229,0.750913843101343,0.6598105758564348
27,0.5433209432400018,0.6012000156213007,0.8308391442820261,0.7980406589022218,0.6933501905113875
28,0.17448011286385995,0.7593853894847414,0.8562460902050882,0.8589365804655195,0.6622620432548023
29,3.33333333315163e-5,0.0,1.6666666666914628e-5,1.4285714285926825e-5,1.6071428571089437e-5
30,0.9603297514986694,0.37751398961005234,0.8413400516246872,0.5701099063663507,0.6873234247749399
31,0.0,0.24434976836456423,0.0,0.16160955231998989,0.10148983017113852
32,0.3623340091158824,0.5742183639797698,0.08073046568015384,0.8427927082738684,0.4650188867624186
33,0.5433209432400018,0.6012000156213007,0.8308391442820261,0.7980406589022218,0.6933501905113875
34,0.0,2.499999999933111e-5,0.0,1.4285714285926825e-5,9.821428571314484e-6
35,0.3549657803630526,0.690317517372519,0.8894421140768034,0.7234778834649436,0.6645508238193296
36,0.8915299766423672,0.8938579862682245,1.0,0.45340788304424345,0.8096989614887088
37,1.0,0.5682030550699289,1.0,1.0,0.8920507637674822
38,0.0,1.0,0.7214984033948507,0.6405088760561111,0.5905018198627405
39,0.18399951377252496,0.4754050446881332,0.954000121556869,0.6505651881202256,0.5659924670344382
40,0.21155024682878815,1.0,0.3680451854607582,0.6968867825527644,0.5691205537105777
41,0.43555585326472784,0.0,0.21929578634085226,0.578250387255327,0.30827550671522674
42,0.5433209432400018,0.6012000156213007,0.8308391442820261,0.7980406589022218,0.6933501905113875
43,0.43859959514170044,0.0,0.10020576650542459,0.5160437314715355,0.2637122732796651
44,0.438625969785574,0.0,0.1739592780205553,0.6727786621194269,0.32134097748138907
45,0.34657337631193996,0.696612012735716,0.949323794464801,0.5527203425219,0.6363073815085893
46,1.0,1.0,0.6887264033087352,0.8711473452464318,0.8899684371387917
47,0.5098137240460154,0.4683277538404882,0.8500547615623839,0.8110965306587703,0.6598231925269145
48,0.227641069228407,0.39649972697820135,0.9705042206791679,0.777003656776894,0.5929121684156675
49,0.4386006220095699,0.0,0.33833669628616936,0.21396945560511788,0.2477266934752143
50,0.22062523056144887,0.6832999360242668,0.9448436923596374,0.5540180329650896,0.6006967229776107
