Index,Mean,Var,SD
P,0.4211203230740511,0.07147582836841589,0.2673496369333908
Q,0.5664652049061641,0.11561401536090833,0.3400206102001882
R,0.6199341747545258,0.1137345336970026,0.33724550952829985
F,0.5385160546870891,0.0858393290507379,0.2929834962088102
