Index,Mean,Var,SD
P,0.6807802765880693,0.025022881433139032,0.15818622390441917
Q,0.8118147856004353,0.033963952189271326,0.18429311487212788
R,0.8181722557374727,0.020921002037350714,0.1446409417742802
F,0.7982545279372124,0.016278770177939685,0.12758828385843146
