Num,F_1,F_2,F_3,F_4,F_5,F_6,Average
1,0.7044838258294271,0.5333519516025768,0.620758062891931,0.697595010712347,0.7272584694496165,0.6117400266289191,0.649197891185803
2,0.2861224387338717,0.9467887962679992,0.6866950699210577,0.2914840071812262,0.21419224168686957,0.6944431606422533,0.5199542857388797
3,0.8376351843161712,0.8133560906052117,0.8044168827958539,0.63067769354772,0.8923843987533064,0.7887397236916226,0.7945349956183144
4,0.6666060177120947,0.5511091499034538,0.6212758822124052,0.7442430092811666,0.777060554414894,0.9051129586729926,0.7109012620328344
5,0.5761611434593121,0.8832598700384336,0.6154237494538228,0.6642745909696192,0.5917298783654014,0.8822489305038318,0.7021830271317367
6,0.8361267727642042,0.914914217608804,0.7555844557867244,0.7152640496002982,0.8504220232510857,0.8615309998511987,0.8223070864770525
7,0.8404762590157797,0.7805225587530391,0.8030054226320503,0.5509465881584783,0.6501667182680472,0.7148884241689383,0.7233343284993888
8,0.9007654768149851,0.5449169042280635,0.7731570555563073,0.7428846139738017,0.7997814466431343,0.7368988786762202,0.749734062648752
9,0.9176173797239121,0.7856945124411961,0.8360265258367826,0.6651122945355707,0.9389969036896247,0.8260520747013648,0.8282499484880752
10,0.7108450275083514,0.7659795388916035,0.7733390564566213,0.7435500900104209,0.9910043874301682,0.7383924791854724,0.7871850965804397
11,0.5068464628299713,0.5722394510071263,0.3329381379805905,0.743281896592736,0.7465509281853153,0.626598868879337,0.5880759575791794
12,0.7405037371902915,0.8713870553792946,0.6868777777248759,0.6411859656451522,0.7903925458842447,0.8157417077855033,0.7576814649348939
13,0.7578805024425109,0.7286501054166268,0.6083135178820656,0.05805058547598321,0.7723781601895736,0.6116723971564293,0.5894908780938649
14,0.49558415102146225,0.8099022255442966,0.9005520419953887,0.0,0.8919235915743237,0.714860020022167,0.6354703383596063
15,0.7949079103326642,0.7039488960802839,0.660910839951981,0.32926932366327066,0.6301121787509179,0.7270924707640709,0.6410402699238648
16,0.6474242159429444,0.7491344307978607,0.14886559656000825,0.7538637149530403,0.7060006126988889,0.5646350405727064,0.5949872685875749
17,0.5193825547844511,0.7802010506604905,0.6304796639504984,0.8748697888859903,0.8088618853839664,0.726542072718502,0.7233895027306497
18,0.8389414018729291,0.9078662258066951,0.7203679018264355,0.7633391972639073,0.7987784466850396,0.9324134241551042,0.826951099601685
19,0.931011199920501,0.8152956416978752,0.7597977984329398,0.8415611220763405,0.8994763096650111,0.7752769671566102,0.8370698398248795
20,0.7472382439788317,0.25140698658762045,0.7256843725048754,0.7681435005026498,0.7976060407736463,0.7351306979556471,0.6708683070505451
21,0.867554985049034,0.7022569791537102,0.9662473049049703,0.5772463398313161,0.6893214164379099,0.7358059701717344,0.7564054992581125
22,0.6888494925361454,0.6710605244843181,0.8482295452992622,0.609747080173629,0.7041830112569517,0.7055472158117909,0.7046028115936829
