Num,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Average
1,0.5787135700353008,0.629999243780443,1.0,1.0,1.0,1.0,1.0,0.8869589734022492
2,1.0,0.7185033362769171,1.0,1.0,0.9017768092828832,1.0,0.6809248461736794,0.9001721416762114
3,1.0,0.9286544182657578,0.9159806619538019,0.6367038938586425,0.9685174700466187,0.8735222049151963,0.0,0.7604826641485739
4,1.0,0.8274903051907799,0.5488456097078603,0.727362008981949,0.39001660690117257,0.14606283144313129,0.8132360511412126,0.6361447733380151
5,1.0,1.0,0.6859503971150466,1.0,0.5551480792301616,0.9627735237306436,1.0,0.8862674285822647
6,1.0,0.8833357531996419,0.8688177645848942,0.4923965964711516,1.0,0.9101024837266458,0.5595779942580552,0.8163186560343413
7,0.9373779594079926,1.0,1.0,0.3718545060250625,1.0,0.8515984464019186,0.8947249768373667,0.8650794126674773
8,0.6546547149858689,1.0,0.95999400737969,0.31054134040904025,0.947402285868308,0.0,1.0,0.696084621234701
9,0.7934290378441511,0.26795930480136226,0.4322070121518719,0.46434047908276266,0.6805416282128196,0.6389697712684834,1.0,0.6110638904802073
10,1.0,0.5180683169652508,0.3414066096728668,1.0,1.0,1.0,1.0,0.8370678466625883
11,0.7008800077534979,0.3848690871616751,0.9697329783819848,0.9104469961401571,0.45181283908809927,0.6509324387732418,0.9910645420886299,0.7228198413410407
12,1.0,0.7424208539208451,1.0,0.8101164972873887,1.0,1.0,1.0,0.9360767644583191
13,1.0,1.0,0.8656714247059402,1.0,0.9079394904107619,1.0,1.0,0.9676587021595289
14,0.8857862088545992,1.0,0.9300871579653277,1.0,1.0,0.7689633086519324,1.0,0.9406909536388371
15,1.0,0.8525812152337466,0.4246154615904149,0.7336509461106119,1.0,0.8211804882968687,1.0,0.8331468730330919
16,1.0,0.6210228990721463,1.0,0.6082728890390915,0.3485702587108379,1.0,0.9688918058701091,0.7923939789560265
17,0.860199363832148,1.0,1.0,0.6282759555011771,0.927686506268085,1.0,0.8444749476235422,0.8943766818892789
18,0.9173208121941405,1.0,1.0,0.8490300070567044,1.0,0.9340890861853218,0.7213584321382992,0.917399762510638
19,1.0,1.0,0.9456518389351244,1.0,0.9124550460453518,1.0,0.3252538332047228,0.8833372454550285
20,0.9004235560277836,0.8440185171313923,0.6425459916797515,0.9162601150098998,0.6905361750267534,0.34911381074458087,1.0,0.7632711665171659
21,0.4129811697543356,1.0,0.9179350861903092,1.0,1.0,1.0,0.9543462005106504,0.8978946366364708
