Index,Mean,Var,SD
P,0.5958198455836882,0.03012820484076274,0.17357478169585216
Q,0.8273384431558326,0.051038304933149474,0.2259165884417288
R,0.7097640252520762,0.03160080992880628,0.17776616643446605
F,0.7305518678439787,0.022783826144075068,0.1509431222152075
