Index,Mean,Var,SD
P,0.5158480685833233,0.0448422339090293,0.21175984961514613
Q,0.767339906846869,0.08522778037019706,0.2919379734981338
R,0.6815514280863288,0.05462519682748614,0.23372033892557606
F,0.6520908845626437,0.04331086729352579,0.20811263126856522
