Index,Mean,Var,SD
P,0.4662617524776359,0.0573555920906383,0.23949027556591582
Q,0.6226083504478861,0.10664302260379403,0.3265624329340318
R,0.7405421471424343,0.0677737547747418,0.26033392935754995
F,0.5958297921655606,0.06268061126401916,0.25036096194099267
