Num,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],wL[7],wR[7],Sum_of_Width
1,0.12656032984991317,0.18620054824255855,0.03971611149080054,0.22328338972876297,0.06697742520631922,0.30496003631574675,0.051050967366331745,0.19012063861281983,0.023499180728229874,0.24340107515398718,0.051752853672611863,0.14102503290976529,0.04642389988261389,0.15637643904623597,1.000000000001e-6,0.1486510717933031,1.1880364636063594
2,0.1160051740074063,0.20444362321736032,0.07082201128869747,0.2786298800081916,0.08724202028420999,0.29383796936954665,0.09269054853185077,0.1544092535026438,4.999999999699689e-6,0.23488308656415297,1.9999999999187335e-6,0.1447770695159382,3.6666666664991743e-6,0.17216861138361383,0.035005987196265784,0.11507409846345625,1.196447184049807
3,0.074209622050115,0.21639246942400592,0.08099738036306792,0.23590644751815748,0.07915717111421078,0.23774665676701462,0.07760529684236858,0.17946544100714282,0.07181152222276019,0.16392338377484986,0.004675751493075045,0.16559186830046735,0.05312496809896758,0.13530717534500789,0.0858643815453068,0.13822046413348216,0.9451078125402562
4,0.09650713210997597,0.272460881900866,0.02404353924188435,0.34009700108869456,0.06468102955459176,0.14867379613938977,0.04372806219895953,0.18071897538073506,0.06658118869883284,0.19643183671719494,0.09939418464530864,0.17729279249031815,0.03125026356452855,0.1643969742340804,0.025627121559423108,0.0681152204752165,1.0963749568529906
5,0.08073170495178798,0.2220712386840668,5.173913043499123e-6,0.2420370788835274,9.000000000355945e-6,0.24203325279657056,0.07306790714165928,0.19088104116472038,0.09332283133153493,0.14871942146503597,0.13124221538671138,0.2420379670822857,0.05532070254349064,0.10737074636944094,0.027871676206953043,0.14327804207917086,1.0768575770496376
6,0.029683063978562296,0.2694398188562024,0.15675430069449425,0.18138506159432904,0.08619747469285093,0.1981427029119976,0.08453534057220584,0.22553982181329424,0.04945599575395848,0.202075364142152,0.07837715034724713,0.14087909965305986,0.03901745832033923,0.130052201690353,0.020030176254256203,0.10843496872469763,0.9118980787721715
7,0.04064958467563973,0.31946604819451574,0.021309515016230227,0.2006566711998553,0.05640777302478854,0.2212793406807042,0.06955324974703453,0.21830128033301693,2.4999999999830713e-5,0.2035188647718742,0.028979070005404284,0.269415115538089,0.043994681005517525,0.1494900103398198,0.04797637570299701,0.10897741976451306,1.3822095016447764
8,7.0000000001457785e-6,0.30482921683181446,0.08692042146339626,0.19261562188659356,0.07810468106663798,0.22673153576517663,0.07280532600332995,0.18353035597004697,6.333333333163882e-6,0.24366119436641975,0.010230905560978165,0.1749163311329539,0.05851254343370048,0.2169380384370302,0.04120821803726864,0.10898227671131956,1.3044091422027102
9,0.13493642731734032,0.16447926959135004,0.09012667884113057,0.20928901806755978,0.07485342422717259,0.16448126959135007,0.13490967230163975,0.14970884845434518,0.049902949484781724,0.16956790499208338,0.14970684845434518,0.14970884845434518,0.03169782979417306,0.07485342422717259,0.07485442422717259,0.1769231619740378,0.5180234907044883
10,0.038666296174676054,0.26261669022099404,0.13131297011049708,0.27971583951118456,0.0373290617933557,0.1651817442754812,0.05475849004832154,0.15516715198990538,3.0000000000446336e-6,0.20992264203822686,0.12292353267310023,0.13970049088122724,0.03056578706386924,0.1313090117771637,0.07213556807482253,0.16869172336717453,1.024610588122715
