Num,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,Average
1,0.8421491116564567,0.8864961115655545,0.863540920577567,0.8576859764473138,0.7524471896508536,0.8756472939848136,0.7823036811624539,0.6542215639057986,0.8143114811188514
2,0.6222663667560803,0.7941062078229483,0.9753688184502373,0.6255320591603439,0.7738291889953381,0.81328400407572,0.6985531610194277,0.5259835466002275,0.7286154191100404
3,0.8504919112674735,0.6726548115353773,0.5264654033204872,0.6211581517069719,0.7951439400335389,0.7699483114424536,0.5568516802938878,0.6099895146478015,0.675337965530999
4,0.8457202339935941,0.884594827841698,0.7838601486289326,0.697966384814534,0.7120687855918257,0.6910071673912197,0.7248183215973062,0.686181782327741,0.7532772065233564
5,0.7806209697900244,0.9634319691478018,0.896798307643124,0.8087855800512478,0.9011309447973378,0.6782822145258248,0.7295917635697561,0.8389590980146588,0.8247001059424719
6,0.8235106048285564,0.8000769190623787,0.688208441435227,0.7929253211012638,0.6592620096856088,0.9506014056498076,0.6944407644347697,0.6820619323868219,0.7613859248230542
7,0.6425155390849671,0.9158810980058288,0.8686112685003492,0.9376808269685641,0.7066782033638932,0.8276089578255459,0.8216772015675796,0.7658609706990823,0.8108142582519762
8,0.8990721996587503,0.9193170873664896,0.7516942322595621,0.7242930092545702,0.4750702107770193,0.8600059983252338,0.7997573177149367,0.8746602970015065,0.7879837940447586
9,0.8030347995995857,0.945341716111208,0.8196393059353166,0.7703733701640457,0.881403330656637,0.7532417753302697,0.6947982367542898,0.7838784596310857,0.8064638742728047
10,0.7731249788362009,0.7418189662314715,0.7205868842350658,0.8634715192018785,0.7318298304338975,0.7296016245422018,0.6001780161239497,0.6463796587752519,0.7258739347974897
11,0.8266432050197243,0.2890412249776579,0.7215712076461678,0.9210099849122965,0.7836688597837602,0.6918963673912052,0.7338564094637811,0.8478465138905502,0.726941721635643
12,0.9678851280997258,0.7984275887415914,0.8458007289093574,0.8620771249878727,0.7785205882443602,0.7992389078997166,0.7087936278401661,0.6843945570665174,0.8056422814736633
13,0.9695890408374651,0.876750911974772,0.8993605434719735,0.871037357714551,0.84636920565711,0.8078867069670649,0.7276683794200717,0.6878126679466647,0.8358093517487091
14,0.8327642378758167,0.7770986331149189,0.9182582987281367,0.7513405169578109,0.8898012552733245,0.8224752450342925,0.8699292410280269,0.8290900037097565,0.8363446789652604
15,0.5765964607028351,0.9579114660405922,0.7028953527113877,0.814032288787031,0.8507536507859288,0.7954814751347195,0.6253995541635144,0.6802726667786246,0.7504178643880791
16,0.8311668285850521,0.7721055136541511,0.5497380284827201,0.7444396313505973,0.9532839221384393,0.6024144183533048,0.7299066490581321,0.8755469759033792,0.757325245940722
17,0.8967994835385636,0.8008207644513385,0.9881130300523053,0.7752568818706072,0.8506823276747992,0.8625273919359326,0.7902158410588904,0.7663090456031817,0.8413405957732023
18,0.8561779422519553,0.7861546100048407,0.8703422146761365,0.7918890956055245,0.8277412911418462,0.7639265618500372,0.6743586229272758,0.8725834752215065,0.8053967267098903
19,0.7783714312922243,0.6715478396861803,0.7313104045753392,0.8565112051896693,0.938302847783571,0.8729332189170884,0.9572588064379917,0.6212406908816294,0.8034345555954616
20,0.8421397469154462,0.6128772534611384,0.6660777665517268,0.4067550831646179,0.47199600678496473,0.6537961681075246,0.9660536392303464,0.8511523297750898,0.6838559992488569
21,0.4191322797403772,0.8991823808334325,0.4745922390628522,0.7895716865505571,0.9454449746121844,0.8200464579689813,0.8266153950389925,0.6245631952093316,0.7248935761270885
22,0.6788798051739389,0.9538770067473636,0.728734002941641,0.6007772184132327,0.7244969234975327,0.8153167856012562,0.5729023542405698,0.8340705337665194,0.7386318287977569
23,0.9879410450367825,0.6987849477952199,0.5636783563316403,0.7414030829886752,0.8152686848615872,0.837953617159787,0.6225856217232401,0.6348780808693315,0.7378116795957829
24,0.9527354734217997,0.8300309568443627,0.6446563836881631,0.7537550480267743,0.7977116279756674,0.7935064177454385,0.6823061475277923,0.6346010495683043,0.7611628880997878
25,0.9485196851187658,0.9638120556853543,0.822074588279433,0.7513612228041024,0.827395885888272,0.835500982577427,0.7087464255219917,0.6586049899240444,0.8145019794749239
26,0.8100499973832547,0.9304597677123574,0.9484414351553474,0.7567398768956725,0.8005846859539604,0.8299227607819163,0.557432878118695,0.6761091339871016,0.7887175669985381
27,0.8404727033402277,0.8776334620525288,0.8605771903139736,0.7869142734632523,0.7004165339403795,0.7367495926573068,0.6772873806749817,0.6603445862696787,0.7675494653390411
28,0.62585402179103,0.7717665953837197,0.8080109394524037,0.9353759443361344,0.6481959804835862,0.8567524953937975,0.8213296973403842,0.5366169400381281,0.7504878267773979
29,0.8444329137041833,0.8932519177866532,0.7749600235305527,0.7469961944587686,0.863150485973464,0.8916267188419401,0.7889420693283923,0.6672195917273639,0.8088224894189149
30,0.8025857083174605,0.8723353738597228,0.858776648855836,0.8158353072584521,0.6969787261289624,0.7181955840363662,0.7893594912381405,0.8894334585200733,0.8054375372768766
31,0.6539635088844588,0.7042973319268003,0.9147478696300346,0.7571711784910145,0.5991079868300682,0.673263570933996,0.8204776617330765,0.9553727726568262,0.7598002351357843
32,0.6291842060885735,0.7390851099190933,0.7993790364385901,0.714333198679609,0.8128608862330368,0.9089716862689025,0.6630173142685841,0.7160497203529231,0.7478601447811641
33,0.8228244617046848,0.8870820106710068,0.9273739434929187,0.6928791377790688,0.5815664753040952,0.6844884479785844,0.5412706696825609,0.8572678943013483,0.7493441301142834
34,0.803336272980396,0.9021550102891066,0.9541058905282785,0.8266363837295474,0.8359357622314476,0.7898594180721482,0.726271647031094,0.5383530185760045,0.797081675429753
35,0.7963616927532137,0.7577827559698181,0.7592633946784909,0.7477941690604674,0.7973903660888535,0.9298866930642052,0.6980790053589727,0.7395149556327598,0.7782591290758476
36,0.9347442584764852,0.5992587870390671,0.6825656792285024,0.6883895341007049,0.8505582568600413,0.8701438033124991,0.8165270556935976,0.8051577127689771,0.7809181359349844
37,0.9248302493502234,0.9000103232496467,0.8958440528752027,0.7360251344750554,0.702196334229852,0.7241307594748524,0.7565845732201141,0.8001974583746663,0.8049773606562016
38,0.636028713565145,0.7335886007870841,0.8260820746948532,0.7730601873985085,0.8677359397041083,0.8516409439820677,0.7457789737806994,0.6567012720205639,0.7613270882416288
39,0.43420741049997114,0.8916297590328318,0.8995057060150029,0.8089845843913734,0.624975981068486,0.6591563231192807,0.8348131514522235,0.5525554279580194,0.7132285429421487
40,0.8600041483386703,0.8283546213963373,0.864168538717292,0.7106034493168442,0.8357826446729645,0.7472722851620611,0.7799374357697981,0.8621570278271858,0.8110350189001442
41,0.9375765689589194,0.7095155737338791,0.8448121451825037,0.8555556327986865,0.9780885063442151,0.848967550810747,0.746783042643276,0.8233238830450681,0.8430778629396619
42,0.7601396129836013,0.6741196336226011,0.9261643062408869,0.8691972744888655,0.7427962228620607,0.6955240867984083,0.7519902975803856,0.8541987862568343,0.7842662776042054
43,0.8716959814531647,0.7507817583950909,0.7585633742304629,0.875130137169673,0.8031142179164901,0.8299584497638482,0.6154780424715661,0.8514832871175816,0.7945256560647347
44,0.7907927877913091,0.7622297309168726,0.8255806082066961,0.9679624954484409,0.8406781341701378,0.8180205723906422,0.6929429878185303,0.6826582948409355,0.7976082014479456
45,0.7840464889939853,0.7120975659385754,0.8580818222640116,0.9740626272667399,0.7872020603441108,0.728093115010965,0.7206799305866779,0.7051543393605665,0.783677243720704
46,0.7126865167235275,0.75750351969409,0.7995004089557332,0.5094899919359072,0.7095629796399868,0.7804468552370362,0.5913677693122041,0.7121115290067715,0.6965836963131571
47,0.9360663596034213,0.777412105899997,0.7270498941040393,0.6622273474786268,0.5954500570561956,0.8220120887640326,0.545514499418209,0.7973291196441098,0.7328826839960789
48,0.7369766017869881,0.8279706768122265,0.8977803029000735,0.7869101449384053,0.8907129373789879,0.6848105088681433,0.583537177850631,0.6863046885441513,0.7618753798849508
49,0.8120259598211473,0.8201968515630896,0.6220378130317353,0.9246262524259754,0.7292245689075112,0.7406014858854121,0.7515472893571384,0.6899511565145986,0.761276422188326
50,0.9064758372065376,0.9161370347310689,0.7659487685379738,0.7206026273687327,0.7175179344311906,0.8302676417412547,0.8047877307448409,0.8181920202613103,0.8099911993778638
51,0.870616741900765,0.7993544700944873,0.7455757875556186,0.7336720799229572,0.66606900737549,0.8936687518448474,0.7578525062951398,0.8797355246555509,0.793318108705607
52,0.8841483536945003,0.7893336887338189,0.8555559515375524,0.6705443895319099,0.7868185899555913,0.6041282177034656,0.7383009953690888,0.7804971330680619,0.7636659149492486
53,0.5117538305005852,0.8651543205928282,0.8822663226599644,0.6633915287430958,0.7348732800949642,0.931631204841946,0.6966704400498565,0.6705037442817866,0.7445305839706283
54,0.9563558695875483,0.724755460329075,0.8623290827825904,0.6706755998540617,0.9155652613295971,0.7530463260124213,0.748382484779478,0.7195863303746411,0.7938370518811766
55,0.9797691739962315,0.8221203119407174,0.7856867330483823,0.7290036872680359,0.7815900369480645,0.7866572177849556,0.572955591965139,0.7578959472038249,0.776959837519419
56,0.7805883072284349,0.6313687871390201,0.8051331100862029,0.7805041445068855,0.790089450505383,0.7093661327582426,0.6214415982598703,0.7600361087380604,0.7348159549027625
57,0.5654961395487167,0.7195328266862044,0.758043454380263,0.9769002088076941,0.6976218683400496,0.8456693437942702,0.7229095758237452,0.7275835859040842,0.7517196254106285
58,0.8016506930903688,0.9327610847181296,0.8538598179903695,0.8995964696763604,0.8763531918182657,0.9144207119890173,0.7720178896031442,0.7233561837097401,0.8467520053244243
59,0.5449161243098917,0.7024362447395662,0.6211971864615572,0.7328343929227092,0.8235812549938385,0.9151289373154667,0.7976592033084831,0.5646366673955441,0.7127987514308822
60,0.7890317636118598,0.8681702441649036,0.8653302557165081,0.8216994021350761,0.8773963755993464,0.7337435890005394,0.7101085519359845,0.6898455061225266,0.7944157110358432
61,0.9440186695013625,0.48529944873223846,0.6604821342744802,0.7261089549961081,0.6628838770410932,0.8773010483499368,0.9011075102419588,0.6727226916538107,0.7412405418488736
62,0.635000392670016,0.9248562694737044,0.7040315508377584,0.4930346336277381,0.6879472691837565,0.5555481910464242,0.8753408905766774,0.7254073681684208,0.700145820698062
63,0.7905843482181134,0.670250250889729,0.828802108491582,0.7877830006941625,0.7646660718077125,0.7439314658296579,0.6722549283635089,0.5865442911462194,0.7306020581800857
64,0.8226608993490353,0.8852867226754336,0.7225046691476761,0.7105497323209768,0.7577388633402135,0.8681125508122263,0.666498301961058,0.7995391440417152,0.7791113604560418
65,0.6745916126244915,0.6747196508687101,0.8471480409746326,0.7972738539660582,0.8694016099800289,0.8537843259926569,0.6643713224386997,0.6503424173214298,0.7539541042708385
66,0.8245097334473357,0.8675968190250833,0.8840000261305425,0.7955601530596574,0.8872437015233742,0.8053721346148037,0.6153140627181392,0.6988473695865474,0.7973055000131855
67,0.7064511684023134,0.8531148015808587,0.6979207409167573,0.8301523374250842,0.7572354596072725,0.7044271597719032,0.8092752728896043,0.7872818049430541,0.7682323431921059
68,0.779985710359708,0.7527741378938932,0.726351822860725,0.8849734072826025,0.6790155496475129,0.7460212057970549,0.7784472527233027,0.7717460886106869,0.7649143968969357
69,0.8466839984462944,0.915429706847287,0.7919935943770515,0.8410780249473776,0.8323375361183932,0.6669412163506255,0.7804483913953305,0.8635107768863624,0.8173029056710902
70,0.7945203870984648,0.7764971473395601,0.902193377610261,0.9521961977499313,0.8673424456337794,0.6589301818003555,0.3160014211240866,0.6638243073756444,0.7414381832165103
71,0.7739377071529466,0.8495315350696152,0.8052271102338209,0.818365570806558,0.7609404505765409,0.6379130216753561,0.6205916065956617,0.5777153217850597,0.7305277904869448
72,0.7649643942820085,0.8622299965952971,0.8644759492829838,0.9086070804604682,0.7621337993292024,0.8522476886518238,0.7398561274586999,0.5947954416907054,0.7936638097188987
73,0.7671416503580023,0.7872036449879989,0.9023332618931891,0.7639604059994344,0.7791383543054579,0.7650166777264411,0.7911995961611961,0.4908689045488361,0.7558578119975694
74,0.5746335968700137,0.7273830449838196,0.6812095286807704,0.7606463008047003,0.7740050241955218,0.7023811859894926,0.693870947749477,0.6018826357602794,0.6895015331292594
75,0.8348529033294974,0.6763188979278614,0.584291664457903,0.7666938104897514,0.7812602619578641,0.7739645732954188,0.867117024197548,0.59342155348331,0.7347400861423943
76,0.8453445938042157,0.9491812933076147,0.7553783689526721,0.8906463889810249,0.8485756109703925,0.9257475674281351,0.8477945915048191,0.6694560818402123,0.8415155620986358
77,0.8636533204744208,0.866110686087132,0.9491534905173599,0.8693523407736684,0.7870893722943985,0.6572033153737693,0.6178393993072042,0.8668096516663693,0.8096514470617904
78,0.8248308103263411,0.6899007798468307,0.82137073962201,0.6395248122509342,0.9035485638016701,0.8782823401166342,0.6838323465972239,0.6459466338409579,0.7609046283003252
79,0.6207748567810464,0.8363573389424455,0.5803306501604152,0.5943484721414135,0.6682227124326918,0.7938586272785244,0.4372005440337794,0.8443741728425815,0.6719334218266122
80,0.7629260557304809,0.7104078461196385,0.8257326070594406,0.8699535840717618,0.8283143150080633,0.8515159328321911,0.747559318652249,0.71625476203904,0.7890830526891082
81,0.8767258025153748,0.9302047843400763,0.7309517611629655,0.7958551277546381,0.8166430953249407,0.7882359826990001,0.5814363495426731,0.8173199130374356,0.7921716020471379
82,0.9419431387850257,0.9722948230394359,0.6875088193522416,0.8312922366901799,0.8931872917321438,0.7213906681361613,0.7264579602545618,0.6379875965350398,0.8015078168155987
83,0.7999413941730037,0.8156630827277721,0.926332963644137,0.8058149833663696,0.7324895714543072,0.7185207163350933,0.6297402689644561,0.7209513181344422,0.7686817873499476
84,0.7868592636695496,0.8158918442915696,0.89524475267191,0.9034583129496166,0.6879159523780001,0.630922760495357,0.7355347777561739,0.7125742575859394,0.7710502402247645
85,0.8463486284563948,0.4442774422507223,0.9446186781933956,0.8253243347193131,0.7068307894822458,0.7056178000304408,0.6392698582091924,0.6761866438169585,0.7235592718948329
