Num,F_1,F_2,F_3,F_4,F_5,F_6,Average
1,0.7421005130904004,0.5984979293486307,0.956899738150946,0.8776030570259482,0.4880436607766132,0.7371234456736401,0.7333780573443631
2,0.7723759639733673,0.7815575939390923,0.6468638841458183,0.7589644203452254,0.4615031891247016,0.8589318068698099,0.7133661430663358
3,0.6928936182121699,0.46418818535339923,0.6757639578521195,0.8004910267264571,0.37378386135820807,0.4433035817671906,0.5750707052115908
4,0.7667679862864039,0.0,0.7124697356764558,0.6760842153679135,0.518579278917768,0.9142877191037314,0.5980314892253787
5,0.30344443147055816,0.9216251504361109,0.8551224304941695,0.5032234641667753,0.6358253568420986,0.31926332246458294,0.5897506926457159
6,0.5363460565756069,0.8981412103556347,0.7751466463444037,0.5062712159281411,0.8473163840021058,0.9145714522818414,0.7462988275812888
7,0.6590012882035993,0.5964839615640276,0.5490977699914543,0.43502349440530186,0.4618632578393937,0.527613037046198,0.5381804681749958
8,0.7426242242142113,0.4018420721112696,0.7484067098854376,0.7023313976296116,0.6383923994251364,0.6717274288610995,0.6508873720211276
9,0.7317002351863944,0.7844702424865563,0.5922214502852292,0.6233415677225882,0.5339961413696431,0.809390393804178,0.6791866718090982
10,0.38902222801377934,0.8185334013065251,0.5501108062972374,0.7490595135293416,0.7641325906521689,0.6750444820075925,0.6576505036344408
11,0.4661501503794202,0.19940369660171753,0.22346399257407817,0.8266596852093123,0.4560660302882138,0.3317549208237845,0.41724974597942105
12,0.606018070581901,0.7227564781396241,0.8300112991380755,0.8216432977949326,0.8702008158725085,0.23783922580479305,0.6814115312219724
13,0.3033055682795911,0.6643567431822326,0.6294274737501655,0.11024659047036882,0.7564100573871997,0.7342917328835047,0.533006360992177
14,0.0,0.0,0.7807060447905547,0.7033826679169973,0.8876457958011181,0.465681480701263,0.4729026648683221
15,0.5420777642318134,0.6461096951843373,0.8840756516963135,0.37792501029433184,0.34354220551042985,0.5515833725549509,0.5575522832453628
16,0.8559239412443214,0.7554024017195234,0.07031803365017895,0.8345209189889949,0.30217619103858895,0.0815597789849442,0.4833168776044254
17,0.0,0.7990587026738674,0.5872768068100402,0.5524108198188654,0.4756619622272274,0.8485286678141044,0.5438228265573508
18,0.5770518739869172,0.8386826523354237,0.8455272723876632,0.5732613429593462,0.5751768284107405,0.5726288884360093,0.66372147641935
