Index,Mean,Var,SD
P,0.5971195408767392,0.03573618523019949,0.1890401682981675
Q,0.7509524774225489,0.05272478131809579,0.229618773879872
R,0.7788374263838674,0.04150681849327497,0.20373222252082504
F,0.7286216621477973,0.026943705906664398,0.16414538040001125
