Index,Mean,Var,SD
P,0.49992920423668613,0.016317392772505195,0.12773955054134642
Q,0.9934061528520087,0.0015997314359443736,0.039996642808420475
R,0.502226586192854,0.01667428741965056,0.12912895654984036
F,0.6571545902735242,0.012437231894386787,0.11152233809594733
