Num,F_1,F_2,F_3,F_4,F_5,F_6,Average
1,0.7102086563087122,0.5474137232776536,0.5716710371496967,0.7334545527424803,0.6880874569851606,0.6122976473140344,0.6438555122962896
2,0.29249880701484204,0.9192468561344722,0.6997812971884387,0.2322217942089069,0.16971521545076493,0.6632153396067406,0.4961132182673609
3,0.8228424317178473,0.7428755451813396,0.7940739065648279,0.6487608760109583,0.8728239591858984,0.7537166879728976,0.7725155677722949
4,0.6845625708325239,0.5417283851213863,0.6231705176496528,0.7457491809300983,0.7745341564847145,0.9289650807080148,0.7164516486210651
5,0.59007223208436,0.8809901962578168,0.611320814603552,0.6614463577503952,0.5874398309475317,0.8758704241812593,0.7011899759708191
6,0.7990852551180022,0.8906236588523208,0.7205556867023021,0.7442865685905505,0.8739329843238399,0.8430925080459302,0.811929443605491
7,0.8193511805584599,0.7564003709353703,0.8260312244662241,0.5373359377600745,0.6018927033177137,0.6588606556079014,0.6999786787742907
8,0.9125120686313872,0.49753297471214764,0.7442993771071185,0.7654016559960515,0.8040072849892757,0.7268362273557321,0.7417649314652853
9,0.9141301172392827,0.7777200716565497,0.8026094872713029,0.670154915225524,0.8926097259008557,0.8177498715826763,0.8124956981460318
10,0.7302725931021916,0.7394191964404221,0.8104229209548053,0.7080632935841186,0.9644441319339857,0.7180584724984909,0.778446768085669
11,0.5042296119732117,0.5169753096924771,0.32350086830588487,0.7632170333534241,0.7328104574942421,0.6267504312986829,0.5779139520196538
12,0.7287142427883195,0.866001716344295,0.6772650574911125,0.6472519985631984,0.7916897570238028,0.824384485513186,0.7558845429539858
13,0.744542513497778,0.7324251685105772,0.6078992409185315,0.05472650124270502,0.7669379283509766,0.6108497817954965,0.5862301890526775
14,0.49402954830020335,0.8031359813050076,0.9048174992876614,0.0,0.9194565769023211,0.7283516563372959,0.6416318770220816
15,0.7716596848928503,0.6814725431363455,0.6679037178833047,0.2878628422964691,0.6183573673638976,0.735445411126016,0.6271169277831472
16,0.6281331163206525,0.7502240496881207,0.1338874777686351,0.75338309515009,0.7068091957074703,0.5600554399634761,0.5887487290997407
17,0.5161648853853152,0.7760266969586628,0.6037858139275141,0.8698535860083368,0.7962888062834552,0.7549601028087541,0.719513315228673
18,0.8990157938397025,0.8699841807746674,0.7463769722924628,0.759374868828633,0.8126392794639494,0.9395413579246022,0.8378220755206697
19,0.9247732812977139,0.8302541870535456,0.7512371162750724,0.885661024555794,0.8901646688009854,0.7779992006688944,0.8433482464420009
20,0.6954248153314366,0.27117983867541057,0.7069482627623209,0.7799528578678931,0.7744995816241488,0.6916911913359981,0.653282757932868
21,0.8802177678475823,0.7164172995304726,0.9526985357402927,0.5736149025193191,0.6839847986748946,0.7289288498805649,0.7559770256988544
22,0.614069114811791,0.653431749726787,0.8398004520145343,0.6401541216213569,0.6823238092975824,0.703733604741585,0.6889188087022727
23,0.7921131442791113,0.728955380459955,0.6318453785244591,0.6938383236455329,0.7014578532390181,0.8021478663625713,0.7250596577517746
24,0.829274929208082,0.0294486332444597,0.8078679817366208,0.7479481703992441,0.9023359794563314,0.7524171495837921,0.6782154739380885
25,0.45835728796572006,0.7067356686111651,0.46376344846848866,0.8669304756863748,0.8200071839862999,0.6800187423906564,0.6659688011847842
26,0.6200691585876003,0.6857151839549831,0.7258434627086728,0.7499206556570817,0.6576567877954581,0.7666482942524404,0.7009755904927061
27,0.5090704148298346,0.8153405110033349,0.6382024672621857,0.9432026343274627,0.9017902265311566,0.8810721067932024,0.7814463934578627
28,0.5285837759447689,0.7883375580807449,0.7882701506939969,0.0,0.588042399329851,0.49234380700512403,0.5309296151757475
29,0.0,0.5346885758793065,0.5408829169365982,0.6519015458486461,0.8015703570201821,0.5609505151951433,0.514998985146646
30,0.8617834089549925,0.7900297949481545,0.7760640473106167,0.8263048160994882,0.7194078748497345,0.9191405331844742,0.8154550792245767
31,0.6822160503523453,0.505365082984349,0.44704771264012405,0.6830101085167667,0.8848843307352562,0.6956477069295782,0.6496951653597366
32,0.9254114960570556,0.9140672914641821,0.7838458522751853,0.7206316615684795,0.601621918833052,0.8259488472515031,0.7952545112415764
33,0.9463038232856463,0.7358403156038062,0.1258091117216586,0.8790078576710966,0.8390384690563819,0.8039875572784899,0.7216645224361801
34,0.9237296148283458,0.5052888052028032,0.6206501184214236,0.679283764823036,0.7675101432396664,0.7369131829580831,0.7055626049122264
35,0.6545431183787176,0.8647744980716899,0.9415609112473855,0.9200094930826296,0.7226170226305185,0.6946778424970848,0.7996971476513378
36,0.6426952065621433,0.8243879756272449,0.7311838599415198,0.2862677691194167,0.9642171165036977,0.8364609599567312,0.7142021479517924
37,0.9561567293272073,0.7351005792015911,0.6997241921814111,0.8494516019334886,0.9901099047419022,0.8545903492748563,0.8475222261100761
38,0.6674859808027003,0.6673040576258363,0.8791424253861032,0.7567563390291369,0.5115076368108846,0.7713027572972744,0.7089165328253225
39,0.700571535908578,0.774492960557138,0.9208374006532368,0.6903803548965715,0.9391085650574197,0.733912849332984,0.7932172777343213
40,0.7453131422495863,0.7247895747335865,0.775643831026821,0.6477903661485613,0.8539455547117628,0.7935561499577515,0.7568397698046782
41,0.504467449810292,0.45805127768466014,0.17961771493739545,0.9052072136733113,0.8086768191831777,0.627615340685094,0.5806059693289884
42,0.5251729447845245,0.5876359470369342,0.947439727613392,0.7975622688231498,0.12119281733862412,0.5922111743130274,0.5952024799849419
43,0.9538358669828071,0.7900396509790149,0.7778560152925212,0.8207239114104236,0.8244532470668411,0.855874325149961,0.8371305028135949
44,0.4565571524784294,0.5148494447123352,0.7223285982377163,0.68435207276971,0.832619504585836,0.7344516794976904,0.6575264087136196
45,0.8574599581043639,0.8475192160835124,0.5300874914498098,0.7539872041912522,0.810836552635814,0.8756002405287465,0.7792484438322499
46,0.8167738078310254,0.507786544495956,0.764560066394556,0.7307591820375363,0.9283114540946841,0.5754652649871781,0.720609386640156
47,0.629096513206205,0.7391901145000299,0.7235658588763954,0.7626687769718675,0.8400391100343308,0.7711833383393718,0.7442906186547001
48,0.7869864216147953,0.495988625925414,0.5140518877627555,0.6619091167054106,0.8142776578809044,0.6411171545171381,0.6523884774010696
49,0.8602776805588638,0.8159079298443498,0.8795678382434765,0.5726146239647323,0.43768980546311737,0.8020653527189967,0.7280205384655895
50,0.6786054946617449,0.7504843961114289,0.8304954774649654,0.7455361907554682,0.9434542083542734,0.7839468635453258,0.7887537718155344
51,0.7644774186799216,0.8635765755692084,0.10242368750626256,0.7311401363532347,0.8271710592372232,0.7279452750581555,0.6694556920673344
52,0.9281441883949311,0.8210375242172318,0.7223852640016982,0.8142898253829985,0.8639088330196883,0.8490225983051377,0.833131372220281
53,0.5802412662901415,0.7146730655139991,0.5878953764354815,0.6361947441825507,0.969639329024559,0.8366243732485626,0.720878025782549
54,0.9729108623760272,0.6757169863685868,0.7292526430967166,0.7800001455220632,0.9459910763457272,0.8104083050698122,0.8190466697964888
55,0.7609049310866527,0.2791123358376735,0.5984240875551288,0.6893406132503535,0.8277262147292024,0.7379360056076509,0.6489073646777769
56,0.7587212264114842,0.5764477313358994,0.7907229048986772,0.6836194696507709,0.8905660864326911,0.6751710980279373,0.7292080861262433
57,0.5454326432209717,0.7685816212143068,0.40985356301390874,0.5292418551372899,0.8357825516110017,0.690764167866168,0.6299427336772746
58,0.7730759927242108,0.9416461932906518,0.5996121965498391,0.38919878237316896,0.8740825255269835,0.7753753821776007,0.7254985121070758
59,0.5104481528899216,0.8111552238928244,0.8452202332782818,0.7720155950259141,0.6166423739703615,0.5812820552328997,0.6894606057150338
60,0.44648849297302934,0.9672317359741587,0.8104788646774013,0.8089196134305467,0.6726934784709299,0.7596296735950681,0.7442403098535223
61,0.7067181477885561,0.33436828240860234,0.8829461808864937,0.5184982470291357,0.5301639545530603,0.5992091421454349,0.5953173258018806
62,0.7033604609913834,0.7655354243438216,0.5978701047786382,0.6355183771102874,0.9380525581956142,0.9267105279196995,0.761174575556574
63,0.4612860880130224,0.7871708062809564,0.7293357312952092,0.7142981984275542,0.754271123970872,0.8180120451987338,0.7107289988643913
64,0.8030159448191148,0.7164750408432312,0.6615619714161738,0.6167782847854536,0.613292880408638,0.8435275366256266,0.709108609816373
65,0.4573017483803063,0.40026353290798405,0.5554060016882253,0.6332085084264756,0.5048155166666449,0.6044591167836421,0.5259090708088797
66,0.6924851412087646,0.7445234946219462,0.2756496450702581,0.6722592205210459,0.9144916086263845,0.7599131929940087,0.6765537171737347
67,0.5715292323143565,0.8273071161827721,0.8596562892625337,0.6608509120441525,0.9305818858938298,0.9669900319598806,0.8028192446095876
68,0.7166678082270487,0.16785189035500678,0.5293674645604355,0.7829978174571691,0.8851919568093333,0.8485723524725338,0.6551082149802545
69,0.8228416916143906,0.8257029127933723,0.8872369581363918,0.5631462509509265,0.971054281030839,0.7801978358934685,0.8083633217365648
70,0.7452210085806301,0.8703971504301684,0.7577283068694335,0.6209267941343742,0.9283267358839709,0.6868576126062478,0.7682429347508041
71,0.598247974294072,0.7983985516083858,0.7309691012749632,0.6420925403652279,0.8282065738453356,0.9068299884154098,0.7507907883005657
72,0.7582900058464692,0.9069764480413237,0.47905517669291087,0.7589723686376709,0.8820023104934017,0.8549086328409556,0.7733674904254553
73,0.8364321751415545,0.7169663293873888,0.6150281775379737,0.757226217527709,0.9559094902800771,0.9166888573574018,0.7997085412053507
74,0.7682617186180198,0.48012845352733385,0.7616354019912,0.5218210563572188,0.832022725603243,0.7093412570506059,0.6788684355246035
75,0.562474731625375,0.6591645854177592,0.25632231756490825,0.6685687092306374,0.6921676890265365,0.4627061325444485,0.5502340275682774
76,0.7491210219390232,0.9126926210222367,0.6202902845363887,0.826214142329293,0.734785611333739,0.6331307388566659,0.7460390700028912
77,0.6443585466118299,0.20256004415583329,0.6882392916400129,0.9630177657204776,0.842094018347246,0.6950888430474361,0.6725597515871393
78,0.7093703020088907,0.8445034190295428,0.898999875847264,0.6248130573953434,0.9532678266674163,0.6565420842473232,0.78124942753263
79,0.6707282836204318,0.6857727551979266,0.78297980801442,0.1332108815330419,0.6575068944826451,0.6683425381934879,0.5997568601736588
80,0.6851608670941934,0.7886219696828689,0.8568083301009383,0.732541142698297,0.7391268210007653,0.8745593680990198,0.7794697497793471
81,0.8303112741369985,0.31416801314858406,0.6207134281543957,0.6233975039606612,0.9762249212087333,0.7187539041840184,0.6805948407988986
82,0.9133910345327892,0.6418992536299654,0.7048971347351762,0.8454581343190692,0.6264255446049878,0.8404499553691942,0.7620868428651971
